state,district,geoid,total votes,party,votes,percentage
AR,DISTRICT 2,AR-02,0,Democratic,0,0
AR,DISTRICT 2,AR-02,0,Republican,0,0
AR,DISTRICT 3,AR-03,187052,Democratic,42481,22.71079699762633
AR,DISTRICT 3,AR-03,187052,Republican,144571,77.28920300237367
AR,DISTRICT 4,AR-04,0,Democratic,0,0
AR,DISTRICT 4,AR-04,0,Republican,0,0
CA,DISTRICT 1,CA-01,226415,Democratic,77138,34.06929752887397
CA,DISTRICT 1,CA-01,226415,Republican,140807,62.18978424574344
CA,DISTRICT 1,CA-01,226415,Other,8470,3.7409182253825937
CA,DISTRICT 2,CA-02,217877,Democratic,148808,68.29908618165294
CA,DISTRICT 2,CA-02,217877,Republican,62381,28.631291967486245
CA,DISTRICT 2,CA-02,217877,Other,6688,3.0696218508608064
CA,DISTRICT 3,CA-03,215984,Democratic,151035,69.92879102155716
CA,DISTRICT 3,CA-03,215984,Republican,64949,30.071208978442847
CA,DISTRICT 4,CA-04,170040,Democratic,114673,67.43883792048929
CA,DISTRICT 4,CA-04,170040,Republican,55367,32.5611620795107
CA,DISTRICT 5,CA-05,147782,Democratic,120819,81.75488219133588
CA,DISTRICT 5,CA-05,147782,Republican,26963,18.245117808664112
CA,DISTRICT 6,CA-06,227131,Democratic,108934,47.9608683975327
CA,DISTRICT 6,CA-06,227131,Republican,118197,52.0391316024673
CA,DISTRICT 7,CA-07,225632,Democratic,126351,55.998705857325206
CA,DISTRICT 7,CA-07,225632,Republican,85851,38.04912423769678
CA,DISTRICT 7,CA-07,225632,Other,13430,5.9521699049780175
CA,DISTRICT 8,CA-08,190972,Democratic,101024,52.899901556249084
CA,DISTRICT 8,CA-08,190972,Republican,89948,47.100098443750916
CA,DISTRICT 9,CA-09,171374,Democratic,123837,72.26125316559104
CA,DISTRICT 9,CA-09,171374,Republican,43134,25.16951229474716
CA,DISTRICT 9,CA-09,171374,Other,4403,2.5692345396617924
CA,DISTRICT 10,CA-10,216447,Democratic,76597,35.388339870730476
CA,DISTRICT 10,CA-10,216447,Republican,139850,64.61166012926952
CA,DISTRICT 11,CA-11,188087,Democratic,113580,60.386948592938374
CA,DISTRICT 11,CA-11,188087,Republican,69655,37.033394120805795
CA,DISTRICT 11,CA-11,188087,Other,4852,2.5796572862558285
CA,DISTRICT 12,CA-12,195576,Democratic,84268,43.0870863500634
CA,DISTRICT 12,CA-12,195576,Republican,105555,53.97134617744509
CA,DISTRICT 12,CA-12,195576,Other,5753,2.941567472491512
CA,DISTRICT 13,CA-13,207960,Democratic,54237,26.080496249278706
CA,DISTRICT 13,CA-13,207960,Republican,153723,73.91950375072129
CA,DISTRICT 14,CA-14,204933,Democratic,158948,77.56095894755846
CA,DISTRICT 14,CA-14,204933,Republican,45985,22.43904105244153
CA,DISTRICT 15,CA-15,145273,Democratic,145273,100.0
CA,DISTRICT 15,CA-15,145273,Republican,0,0.0
CA,DISTRICT 16,CA-16,169463,Democratic,134079,79.1199258835262
CA,DISTRICT 16,CA-16,169463,Republican,35384,20.8800741164738
CA,DISTRICT 17,CA-17,182857,Democratic,72759,39.79010921102282
CA,DISTRICT 17,CA-17,182857,Republican,110098,60.209890788977184
CA,DISTRICT 18,CA-18,165477,Democratic,55484,33.52973525021604
CA,DISTRICT 18,CA-18,165477,Republican,109993,66.47026474978396
CA,DISTRICT 19,CA-19,154445,Democratic,103823,67.22328336948429
CA,DISTRICT 19,CA-19,154445,Republican,43034,27.863640778270582
CA,DISTRICT 19,CA-19,154445,Other,7588,4.913075852245136
CA,DISTRICT 20,CA-20,209518,Democratic,89219,42.5829761643391
CA,DISTRICT 20,CA-20,209518,Republican,120299,57.4170238356609
CA,DISTRICT 21,CA-21,111986,Democratic,92799,82.86660832604076
CA,DISTRICT 21,CA-21,111986,Republican,19187,17.133391673959245
CA,DISTRICT 22,CA-22,179599,Democratic,121352,67.56830494601863
CA,DISTRICT 22,CA-22,179599,Republican,52664,29.323103135318124
CA,DISTRICT 22,CA-22,179599,Other,5583,3.1085919186632442
CA,DISTRICT 23,CA-23,193292,Democratic,74561,38.57428139809201
CA,DISTRICT 23,CA-23,193292,Republican,118731,61.425718601907995
CA,DISTRICT 24,CA-24,201444,Democratic,60170,29.86934334107742
CA,DISTRICT 24,CA-24,201444,Republican,141274,70.13065665892258
CA,DISTRICT 25,CA-25,178464,Democratic,57015,31.947619688004302
CA,DISTRICT 25,CA-25,178464,Republican,115908,64.94755244755245
CA,DISTRICT 25,CA-25,178464,Other,5541,3.104827864443249
CA,DISTRICT 26,CA-26,234499,Democratic,160932,68.62801120687082
CA,DISTRICT 26,CA-26,234499,Republican,65473,27.92037492697197
CA,DISTRICT 26,CA-26,234499,Other,8094,3.4516138661572118
CA,DISTRICT 27,CA-27,204917,Democratic,87295,42.60017470488051
CA,DISTRICT 27,CA-27,204917,Republican,117622,57.39982529511949
CA,DISTRICT 28,CA-28,234069,Democratic,87783,37.50304397421273
CA,DISTRICT 28,CA-28,234069,Republican,142102,60.70944892318077
CA,DISTRICT 28,CA-28,234069,Other,4184,1.7875071026064966
CA,DISTRICT 29,CA-29,145822,Democratic,91553,62.784079219870804
CA,DISTRICT 29,CA-29,145822,Republican,48814,33.47505863312806
CA,DISTRICT 29,CA-29,145822,Other,5455,3.7408621470011387
CA,DISTRICT 30,CA-30,111881,Democratic,76521,68.39499110662221
CA,DISTRICT 30,CA-30,111881,Republican,32005,28.6062870371198
CA,DISTRICT 30,CA-30,111881,Other,3355,2.9987218562579887
CA,DISTRICT 31,CA-31,164412,Democratic,85954,52.279638955793985
CA,DISTRICT 31,CA-31,164412,Republican,69876,42.50054740529888
CA,DISTRICT 31,CA-31,164412,Other,8582,5.2198136389071355
CA,DISTRICT 32,CA-32,223214,Democratic,71394,31.98455294022776
CA,DISTRICT 32,CA-32,223214,Republican,147016,65.86325230496296
CA,DISTRICT 32,CA-32,223214,Other,4804,2.1521947548092863
CA,DISTRICT 33,CA-33,186930,Democratic,46626,24.94302680147649
CA,DISTRICT 33,CA-33,186930,Republican,140304,75.05697319852351
CA,DISTRICT 34,CA-34,169361,Democratic,113841,67.21795454679649
CA,DISTRICT 34,CA-34,169361,Republican,48916,28.88268255383471
CA,DISTRICT 34,CA-34,169361,Other,6604,3.899362899368804
CA,DISTRICT 35,CA-35,138930,Democratic,103912,74.79450082775499
CA,DISTRICT 35,CA-35,138930,Republican,35018,25.205499172245016
CA,DISTRICT 36,CA-36,166807,Democratic,72516,43.472995737588946
CA,DISTRICT 36,CA-36,166807,Republican,87984,52.74598787820655
CA,DISTRICT 36,CA-36,166807,Other,6307,3.7810163842044995
CA,DISTRICT 37,CA-37,164510,Democratic,120392,73.18217737523554
CA,DISTRICT 37,CA-37,164510,Republican,40633,24.69941037019026
CA,DISTRICT 37,CA-37,164510,Other,3485,2.11841225457419
CA,DISTRICT 38,CA-38,138155,Democratic,77776,56.29618906300894
CA,DISTRICT 38,CA-38,138155,Republican,60379,43.70381093699106
CA,DISTRICT 39,CA-39,223606,Democratic,76695,34.29916907417511
CA,DISTRICT 39,CA-39,223606,Republican,146911,65.70083092582489
CA,DISTRICT 40,CA-40,226713,Democratic,68771,30.333946443300558
CA,DISTRICT 40,CA-40,226713,Republican,153648,67.77202895290522
CA,DISTRICT 40,CA-40,226713,Other,4294,1.8940246037942243
CA,DISTRICT 41,CA-41,156148,Democratic,115634,74.05410251812383
CA,DISTRICT 41,CA-41,156148,Republican,40514,25.945897481876166
CA,DISTRICT 42,CA-42,231254,Democratic,67477,29.178738529928133
CA,DISTRICT 42,CA-42,231254,Republican,155965,67.44315773997423
CA,DISTRICT 42,CA-42,231254,Other,7812,3.3781037300976418
CA,DISTRICT 43,CA-43,187910,Democratic,70129,37.320525783619814
CA,DISTRICT 43,CA-43,187910,Republican,117781,62.679474216380186
CO,DISTRICT 1,CO-01,197495,Democratic,101832,51.561811691435224
CO,DISTRICT 1,CO-01,197495,Republican,93733,47.46094837843996
CO,DISTRICT 1,CO-01,197495,Other,1930,0.9772399301248134
CO,DISTRICT 2,CO-02,199983,Democratic,66817,33.41133996389693
CO,DISTRICT 2,CO-02,199983,Republican,132562,66.28663436392094
CO,DISTRICT 2,CO-02,199983,Other,604,0.30202567218213544
CO,DISTRICT 3,CO-03,162067,Democratic,107511,66.3373789852345
CO,DISTRICT 3,CO-03,162067,Republican,54556,33.6626210147655
CO,DISTRICT 4,CO-04,186145,Democratic,91151,48.96774020253029
CO,DISTRICT 4,CO-04,186145,Republican,94994,51.03225979746971
CO,DISTRICT 5,CO-05,167190,Democratic,60948,36.45433339314552
CO,DISTRICT 5,CO-05,167190,Republican,104214,62.33267539924636
CO,DISTRICT 5,CO-05,167190,Other,2028,1.2129912076081104
CT,DISTRICT 1,CT-01,229682,Democratic,130701,56.90519936259698
CT,DISTRICT 1,CT-01,229682,Republican,96188,41.87877151888263
CT,DISTRICT 1,CT-01,229682,Other,2793,1.216029118520389
CT,DISTRICT 2,CT-02,215512,Democratic,73400,34.05842830097628
CT,DISTRICT 2,CT-02,215512,Republican,142094,65.93321949589814
CT,DISTRICT 2,CT-02,215512,Other,18,0.008352203125580014
CT,DISTRICT 3,CT-03,227561,Democratic,121217,53.267914976643624
CT,DISTRICT 3,CT-03,227561,Republican,106313,46.71846230241562
CT,DISTRICT 3,CT-03,227561,Other,31,0.01362272094075874
CT,DISTRICT 4,CT-04,215433,Democratic,79515,36.90938714124577
CT,DISTRICT 4,CT-04,215433,Republican,135883,63.0743665083808
CT,DISTRICT 4,CT-04,215433,Other,35,0.016246350373433967
CT,DISTRICT 5,CT-05,229731,Democratic,112142,48.81448302579974
CT,DISTRICT 5,CT-05,229731,Republican,117578,51.18072876538212
CT,DISTRICT 5,CT-05,229731,Other,11,0.004788208818139477
CT,DISTRICT 6,CT-06,233082,Democratic,140290,60.18911799280939
CT,DISTRICT 6,CT-06,233082,Republican,92783,39.80702070515956
CT,DISTRICT 6,CT-06,233082,Other,9,0.003861302031044868
DE,DISTRICT 1,DE-01,225851,Democratic,83230,36.851729680187375
DE,DISTRICT 1,DE-01,225851,Republican,141237,62.53547692948006
DE,DISTRICT 1,DE-01,225851,Other,1384,0.6127933903325644
FL,DISTRICT 1,FL-01,0,Democratic,0,0
FL,DISTRICT 1,FL-01,0,Republican,0,0
FL,DISTRICT 2,FL-02,0,Democratic,0,0
FL,DISTRICT 2,FL-02,0,Republican,0,0
FL,DISTRICT 3,FL-03,123660,Democratic,101441,82.0321850234514
FL,DISTRICT 3,FL-03,123660,Republican,22219,17.967814976548603
FL,DISTRICT 4,FL-04,165501,Democratic,92541,55.91567422553339
FL,DISTRICT 4,FL-04,165501,Republican,72960,44.08432577446662
FL,DISTRICT 5,FL-05,176370,Democratic,97902,55.509440381017185
FL,DISTRICT 5,FL-05,176370,Republican,78468,44.49055961898282
FL,DISTRICT 6,FL-06,205559,Democratic,49399,24.03154325522113
FL,DISTRICT 6,FL-06,205559,Republican,156150,75.963591961432
FL,DISTRICT 6,FL-06,205559,Other,10,0.004864783346873647
FL,DISTRICT 7,FL-07,135274,Democratic,91931,67.95910522347236
FL,DISTRICT 7,FL-07,135274,Republican,43343,32.04089477652764
FL,DISTRICT 8,FL-08,153988,Democratic,89068,57.84087071719875
FL,DISTRICT 8,FL-08,153988,Republican,64920,42.15912928280125
FL,DISTRICT 9,FL-09,0,Democratic,0,0
FL,DISTRICT 9,FL-09,0,Republican,0,0
FL,DISTRICT 10,FL-10,182963,Democratic,69502,37.98691538726409
FL,DISTRICT 10,FL-10,182963,Republican,113461,62.013084612735916
FL,DISTRICT 11,FL-11,192896,Democratic,116157,60.217422859986726
FL,DISTRICT 11,FL-11,192896,Republican,76739,39.78257714001327
FL,DISTRICT 12,FL-12,176276,Democratic,65526,37.17238875399941
FL,DISTRICT 12,FL-12,176276,Republican,110750,62.82761124600059
FL,DISTRICT 13,FL-13,149676,Democratic,92258,61.63847243379033
FL,DISTRICT 13,FL-13,149676,Republican,57418,38.36152756620968
FL,DISTRICT 14,FL-14,111066,Democratic,75131,67.64536401779122
FL,DISTRICT 14,FL-14,111066,Republican,35935,32.35463598220878
FL,DISTRICT 15,FL-15,158281,Democratic,89961,56.83625956368736
FL,DISTRICT 15,FL-15,158281,Republican,68320,43.16374043631264
GA,DISTRICT 1,GA-01,55267,Democratic,55256,99.9800966218539
GA,DISTRICT 1,GA-01,55267,Republican,0,0.0
GA,DISTRICT 1,GA-01,55267,Other,11,0.019903378146090795
GA,DISTRICT 2,GA-02,65999,Democratic,65997,99.99696965105532
GA,DISTRICT 2,GA-02,65999,Republican,0,0.0
GA,DISTRICT 2,GA-02,65999,Other,2,0.00303034894468098
GA,DISTRICT 3,GA-03,71763,Democratic,71756,99.99024566977411
GA,DISTRICT 3,GA-03,71763,Republican,0,0.0
GA,DISTRICT 3,GA-03,71763,Other,7,0.009754330225882419
GA,DISTRICT 4,GA-04,135886,Democratic,32731,24.08710242409078
GA,DISTRICT 4,GA-04,135886,Republican,103155,75.91289757590923
GA,DISTRICT 5,GA-05,136810,Democratic,72289,52.838973759228125
GA,DISTRICT 5,GA-05,136810,Republican,64495,47.142021782033474
GA,DISTRICT 5,GA-05,136810,Other,26,0.019004458738396315
GA,DISTRICT 6,GA-06,70617,Democratic,70586,99.95610122208534
GA,DISTRICT 6,GA-06,70617,Republican,0,0.0
GA,DISTRICT 6,GA-06,70617,Other,31,0.04389877791466644
GA,DISTRICT 7,GA-07,101306,Democratic,59031,58.26999387992814
GA,DISTRICT 7,GA-07,101306,Republican,42265,41.7201350364243
GA,DISTRICT 7,GA-07,101306,Other,10,0.00987108364756283
GA,DISTRICT 8,GA-08,114272,Democratic,71283,62.3801106132736
GA,DISTRICT 8,GA-08,114272,Republican,42986,37.6172640716886
GA,DISTRICT 8,GA-08,114272,Other,3,0.0026253150378045364
GA,DISTRICT 9,GA-09,71809,Democratic,71801,99.98885933518082
GA,DISTRICT 9,GA-09,71809,Republican,0,0.0
GA,DISTRICT 9,GA-09,71809,Other,8,0.011140664819173083
GA,DISTRICT 10,GA-10,68097,Democratic,68096,99.99853150652746
GA,DISTRICT 10,GA-10,68097,Republican,0,0.0
GA,DISTRICT 10,GA-10,68097,Other,1,0.0014684934725465147
HI,DISTRICT 1,HI-01,134964,Democratic,73826,54.700512729320415
HI,DISTRICT 1,HI-01,134964,Republican,61138,45.29948727067959
HI,DISTRICT 2,HI-02,139899,Democratic,79856,57.08117999413863
HI,DISTRICT 2,HI-02,139899,Republican,60043,42.91882000586137
ID,DISTRICT 1,ID-01,153376,Democratic,68106,44.404600459002715
ID,DISTRICT 1,ID-01,153376,Republican,85270,55.59539954099729
ID,DISTRICT 2,ID-02,148178,Democratic,40081,27.04922458124688
ID,DISTRICT 2,ID-02,148178,Republican,102537,69.19853149590357
ID,DISTRICT 2,ID-02,148178,Other,5560,3.7522439228495457
IL,DISTRICT 1,IL-01,149634,Democratic,136755,91.39299891735836
IL,DISTRICT 1,IL-01,149634,Republican,12877,8.60566448801743
IL,DISTRICT 1,IL-01,149634,Other,2,0.0013365946242164214
IL,DISTRICT 2,IL-02,153698,Democratic,115306,75.02114536298456
IL,DISTRICT 2,IL-02,153698,Republican,38391,24.978204010462076
IL,DISTRICT 2,IL-02,153698,Other,1,0.0006506265533708962
IL,DISTRICT 3,IL-03,206147,Democratic,77814,37.74685054839508
IL,DISTRICT 3,IL-03,206147,Republican,128329,62.25120908866003
IL,DISTRICT 3,IL-03,206147,Other,4,0.0019403629448888414
IL,DISTRICT 4,IL-04,200463,Democratic,59057,29.460299406873087
IL,DISTRICT 4,IL-04,200463,Republican,141402,70.53770521243322
IL,DISTRICT 4,IL-04,200463,Other,4,0.001995380693694098
IL,DISTRICT 5,IL-05,166544,Democratic,121278,72.82039581131713
IL,DISTRICT 5,IL-05,166544,Republican,45264,27.178403304832354
IL,DISTRICT 5,IL-05,166544,Other,2,0.0012008838505139783
IL,DISTRICT 6,IL-06,203501,Democratic,79002,38.82143085291964
IL,DISTRICT 6,IL-06,203501,Republican,124486,61.17218097208368
IL,DISTRICT 6,IL-06,203501,Other,13,0.006388174996683063
IL,DISTRICT 7,IL-07,114778,Democratic,95018,82.78415724267717
IL,DISTRICT 7,IL-07,114778,Republican,19758,17.214100263116624
IL,DISTRICT 7,IL-07,114778,Other,2,0.0017424942062067646
IL,DISTRICT 8,IL-08,149219,Democratic,110457,74.02341524872837
IL,DISTRICT 8,IL-08,149219,Republican,38758,25.973904127490467
IL,DISTRICT 8,IL-08,149219,Other,4,0.0026806237811538747
IL,DISTRICT 9,IL-09,192817,Democratic,131777,68.34304029209044
IL,DISTRICT 9,IL-09,192817,Republican,61038,31.65592245497026
IL,DISTRICT 9,IL-09,192817,Other,2,0.0010372529393155167
IL,DISTRICT 10,IL-10,233929,Democratic,113222,48.400155602768365
IL,DISTRICT 10,IL-10,233929,Republican,120681,51.58872991377726
IL,DISTRICT 10,IL-10,233929,Other,26,0.011114483454381457
IL,DISTRICT 11,IL-11,222415,Democratic,118637,53.34037722275926
IL,DISTRICT 11,IL-11,222415,Republican,103773,46.657374727423964
IL,DISTRICT 11,IL-11,222415,Other,5,0.0022480498167839398
IL,DISTRICT 12,IL-12,206000,Democratic,53055,25.75485436893204
IL,DISTRICT 12,IL-12,206000,Republican,152938,74.24174757281553
IL,DISTRICT 12,IL-12,206000,Other,7,0.0033980582524271844
IL,DISTRICT 13,IL-13,159738,Democratic,61537,38.52370757114775
IL,DISTRICT 13,IL-13,159738,Republican,98201,61.47629242885224
IL,DISTRICT 14,IL-14,212668,Democratic,57874,27.21330900746704
IL,DISTRICT 14,IL-14,212668,Republican,154794,72.78669099253297
IL,DISTRICT 15,IL-15,193950,Democratic,82925,42.75586491363754
IL,DISTRICT 15,IL-15,193950,Republican,111022,57.242588295952565
IL,DISTRICT 15,IL-15,193950,Other,3,0.0015467904098994587
IL,DISTRICT 16,IL-16,180291,Democratic,50649,28.09291645173636
IL,DISTRICT 16,IL-16,180291,Republican,129640,71.9059742305495
IL,DISTRICT 16,IL-16,180291,Other,2,0.0011093177141399183
IL,DISTRICT 17,IL-17,180016,Democratic,79840,44.35161318993867
IL,DISTRICT 17,IL-17,180016,Republican,100175,55.6478313038841
IL,DISTRICT 17,IL-17,180016,Other,1,0.0005555061772286908
IL,DISTRICT 18,IL-18,191921,Democratic,67514,35.178015954481275
IL,DISTRICT 18,IL-18,191921,Republican,124407,64.82198404551873
IL,DISTRICT 19,IL-19,138123,Republican,138123,100.0
IL,DISTRICT 20,IL-20,205572,Democratic,67445,32.808456404568716
IL,DISTRICT 20,IL-20,205572,Republican,138123,67.18959780514857
IL,DISTRICT 20,IL-20,205572,Other,4,0.0019457902827233282
IL,DISTRICT 21,IL-21,230946,Democratic,82523,35.732595498514804
IL,DISTRICT 21,IL-21,230946,Republican,148419,64.26567249486894
IL,DISTRICT 21,IL-21,230946,Other,4,0.0017320066162652742
IL,DISTRICT 22,IL-22,224562,Democratic,124589,55.48089169138144
IL,DISTRICT 22,IL-22,224562,Republican,99966,44.515991129398564
IL,DISTRICT 22,IL-22,224562,Other,7,0.003117179219992697
IL,DISTRICT 23,IL-23,217461,Democratic,121682,55.955780576747095
IL,DISTRICT 23,IL-23,217461,Republican,90390,41.56607391670231
IL,DISTRICT 23,IL-23,217461,Other,5389,2.4781455065505997
IL,DISTRICT 24,IL-24,179314,Democratic,138867,77.44347903677348
IL,DISTRICT 24,IL-24,179314,Republican,40428,22.545925025374483
IL,DISTRICT 24,IL-24,179314,Other,19,0.010595937852036094
IN,DISTRICT 1,IN-01,168535,Democratic,95873,56.886106743406415
IN,DISTRICT 1,IN-01,168535,Republican,72662,43.11389325659359
IN,DISTRICT 2,IN-02,201939,Democratic,91533,45.32705420943948
IN,DISTRICT 2,IN-02,201939,Republican,110406,54.67294579056051
IN,DISTRICT 3,IN-03,188202,Democratic,103949,55.232675529484276
IN,DISTRICT 3,IN-03,188202,Republican,81369,43.2349284279657
IN,DISTRICT 3,IN-03,188202,Other,2884,1.532396042550026
IN,DISTRICT 4,IN-04,194819,Democratic,100327,51.49754387405746
IN,DISTRICT 4,IN-04,194819,Republican,94492,48.50245612594254
IN,DISTRICT 5,IN-05,194438,Democratic,69746,35.87056028142647
IN,DISTRICT 5,IN-05,194438,Republican,124692,64.12943971857354
IN,DISTRICT 6,IN-06,173595,Democratic,61070,35.17958466545695
IN,DISTRICT 6,IN-06,173595,Republican,112525,64.82041533454304
IN,DISTRICT 7,IN-07,208833,Democratic,80145,38.37755527143699
IN,DISTRICT 7,IN-07,208833,Republican,128688,61.62244472856302
IN,DISTRICT 8,IN-08,211221,Democratic,77371,36.6303539894234
IN,DISTRICT 8,IN-08,211221,Republican,133850,63.369646010576595
IN,DISTRICT 9,IN-09,195023,Democratic,122698,62.914630582033915
IN,DISTRICT 9,IN-09,195023,Republican,72325,37.085369417966085
IN,DISTRICT 10,IN-10,186554,Democratic,79756,42.75223259753208
IN,DISTRICT 10,IN-10,186554,Republican,106798,57.24776740246792
IN,DISTRICT 11,IN-11,187077,Democratic,91238,48.770292446425806
IN,DISTRICT 11,IN-11,187077,Republican,95839,51.2297075535742
IA,DISTRICT 1,IA-01,200633,Democratic,107099,53.38055055748556
IA,DISTRICT 1,IA-01,200633,Republican,91609,45.659986143854695
IA,DISTRICT 1,IA-01,200633,Other,1925,0.9594632986597419
IA,DISTRICT 2,IA-02,195156,Democratic,115489,59.17778597634713
IA,DISTRICT 2,IA-02,195156,Republican,79667,40.822214023652876
IA,DISTRICT 3,IA-03,195965,Democratic,86848,44.318118031281095
IA,DISTRICT 3,IA-03,195965,Republican,109113,55.6798407878958
IA,DISTRICT 3,IA-03,195965,Other,4,0.002041180823106167
IA,DISTRICT 4,IA-04,210588,Democratic,125431,59.562273253936596
IA,DISTRICT 4,IA-04,210588,Republican,85156,40.43725188519764
IA,DISTRICT 4,IA-04,210588,Other,1,0.0004748608657663305
IA,DISTRICT 5,IA-05,196536,Democratic,87937,44.74345666951602
IA,DISTRICT 5,IA-05,196536,Republican,108596,55.25501689257948
IA,DISTRICT 5,IA-05,196536,Other,3,0.0015264379045060448
IA,DISTRICT 6,IA-06,196858,Democratic,93574,47.53375529569537
IA,DISTRICT 6,IA-06,196858,Republican,103284,52.46624470430462
KS,DISTRICT 1,KS-01,188658,Democratic,40678,21.56176785506048
KS,DISTRICT 1,KS-01,188658,Republican,145712,77.23605677999342
KS,DISTRICT 1,KS-01,188658,Other,2268,1.202175364946093
KS,DISTRICT 2,KS-02,175345,Democratic,106276,60.60965525107645
KS,DISTRICT 2,KS-02,175345,Republican,65071,37.11026832815307
KS,DISTRICT 2,KS-02,175345,Other,3998,2.280076420770481
KS,DISTRICT 3,KS-03,172406,Democratic,43777,25.39180770970848
KS,DISTRICT 3,KS-03,172406,Republican,122358,70.97084788232428
KS,DISTRICT 3,KS-03,172406,Other,6271,3.6373444079672397
KS,DISTRICT 4,KS-04,164127,Democratic,40753,24.830162008688394
KS,DISTRICT 4,KS-04,164127,Republican,120120,73.18722696448482
KS,DISTRICT 4,KS-04,164127,Other,3254,1.9826110268267867
KS,DISTRICT 5,KS-05,177829,Democratic,49169,27.649595960163975
KS,DISTRICT 5,KS-05,177829,Republican,128639,72.33859494233225
KS,DISTRICT 5,KS-05,177829,Other,21,0.011809097503781722
KY,DISTRICT 1,KY-01,125662,Democratic,81456,64.82150530788941
KY,DISTRICT 1,KY-01,125662,Republican,42286,33.65058649392816
KY,DISTRICT 1,KY-01,125662,Other,1920,1.5279081981824258
KY,DISTRICT 2,KY-02,123307,Democratic,75871,61.53016454864687
KY,DISTRICT 2,KY-02,123307,Republican,47436,38.46983545135313
KY,DISTRICT 3,KY-03,139671,Democratic,86810,62.153202883920066
KY,DISTRICT 3,KY-03,139671,Republican,51634,36.96830408603075
KY,DISTRICT 3,KY-03,139671,Other,1227,0.8784930300491871
KY,DISTRICT 4,KY-04,150234,Democratic,39332,26.180491766178093
KY,DISTRICT 4,KY-04,150234,Republican,110902,73.8195082338219
KY,DISTRICT 5,KY-05,148565,Democratic,39301,26.45374078686097
KY,DISTRICT 5,KY-05,148565,Republican,109264,73.54625921313904
KY,DISTRICT 6,KY-06,145412,Democratic,76185,52.39251230985064
KY,DISTRICT 6,KY-06,145412,Republican,68012,46.771930789756006
KY,DISTRICT 6,KY-06,145412,Other,1215,0.835556900393365
KY,DISTRICT 7,KY-07,153126,Democratic,94840,61.935922051121295
KY,DISTRICT 7,KY-07,153126,Republican,58286,38.0640779488787
LA,DISTRICT 1,LA-01,78156,Democratic,78156,100.0
LA,DISTRICT 1,LA-01,78156,Republican,0,0.0
LA,DISTRICT 2,LA-02,68093,Democratic,68093,100.0
LA,DISTRICT 2,LA-02,68093,Republican,0,0.0
LA,DISTRICT 3,LA-03,131611,Democratic,60521,45.98475811292369
LA,DISTRICT 3,LA-03,131611,Republican,71090,54.01524188707631
LA,DISTRICT 4,LA-04,74397,Democratic,74397,100.0
LA,DISTRICT 4,LA-04,74397,Republican,0,0.0
LA,DISTRICT 5,LA-05,64027,Democratic,64027,100.0
LA,DISTRICT 5,LA-05,64027,Republican,0,0.0
LA,DISTRICT 6,LA-06,84275,Democratic,84275,100.0
LA,DISTRICT 6,LA-06,84275,Republican,0,0.0
LA,DISTRICT 7,LA-07,71901,Democratic,71901,100.0
LA,DISTRICT 7,LA-07,71901,Republican,0,0.0
