state,district,geoid,total votes,party,votes,percentage
CA,DISTRICT 8,CA-08,139852,Other,11,0.007865457769642193
CA,DISTRICT 9,CA-09,245887,Democratic,152476,62.01059836428928
CA,DISTRICT 9,CA-09,245887,Republican,93403,37.98614810868407
CA,DISTRICT 9,CA-09,245887,Other,8,0.0032535270266423194
CA,DISTRICT 10,CA-10,196823,Democratic,80227,40.760988299131704
CA,DISTRICT 10,CA-10,196823,Republican,116589,59.235455205946465
CA,DISTRICT 10,CA-10,196823,Other,7,0.0035564949218333222
CA,DISTRICT 11,CA-11,288587,Democratic,118520,41.069071025375365
CA,DISTRICT 11,CA-11,288587,Republican,170063,58.92954291080332
CA,DISTRICT 11,CA-11,288587,Other,4,0.001386063821308652
CA,DISTRICT 12,CA-12,148848,Democratic,97368,65.41438245727184
CA,DISTRICT 12,CA-12,148848,Republican,51473,34.580914758679995
CA,DISTRICT 12,CA-12,148848,Other,7,0.004702784048156508
CA,DISTRICT 13,CA-13,193573,Democratic,141974,73.34390643323191
CA,DISTRICT 13,CA-13,193573,Republican,51473,26.59100184426547
CA,DISTRICT 13,CA-13,193573,Other,126,0.06509172250262175
CA,DISTRICT 14,CA-14,224674,Democratic,78597,34.982686025085236
CA,DISTRICT 14,CA-14,224674,Republican,146072,65.01508852826763
CA,DISTRICT 14,CA-14,224674,Other,5,0.0022254466471420815
CA,DISTRICT 15,CA-15,171827,Democratic,97026,56.46726067498123
CA,DISTRICT 15,CA-15,171827,Republican,74800,43.53215734430561
CA,DISTRICT 15,CA-15,171827,Other,1,0.0005819807131591659
CA,DISTRICT 16,CA-16,174035,Democratic,84650,48.63964145143218
CA,DISTRICT 16,CA-16,174035,Republican,89234,51.273594391932654
CA,DISTRICT 16,CA-16,174035,Other,151,0.0867641566351596
CA,DISTRICT 17,CA-17,150928,Democratic,67318,44.60272447789674
CA,DISTRICT 17,CA-17,150928,Republican,83601,55.39131241386621
CA,DISTRICT 17,CA-17,150928,Other,9,0.005963108237040178
CA,DISTRICT 18,CA-18,305130,Democratic,206620,67.71539999344542
CA,DISTRICT 18,CA-18,305130,Republican,98510,32.284600006554584
CA,DISTRICT 19,CA-19,185642,Democratic,55735,30.02283965912886
CA,DISTRICT 19,CA-19,185642,Republican,129851,69.94699475334245
CA,DISTRICT 19,CA-19,185642,Other,56,0.030165587528684243
CA,DISTRICT 20,CA-20,186004,Democratic,145479,78.2128341325993
CA,DISTRICT 20,CA-20,186004,Republican,40491,21.768886690608806
CA,DISTRICT 20,CA-20,186004,Other,34,0.01827917679189695
CA,DISTRICT 21,CA-21,128714,Democratic,38497,29.908945413863293
CA,DISTRICT 21,CA-21,128714,Republican,90214,70.08872383734482
CA,DISTRICT 21,CA-21,128714,Other,3,0.0023307487918952097
CA,DISTRICT 22,CA-22,306970,Democratic,127591,41.56464801120631
CA,DISTRICT 22,CA-22,306970,Republican,179376,58.43437469459556
CA,DISTRICT 22,CA-22,306970,Other,3,0.0009772941981301105
CA,DISTRICT 23,CA-23,205250,Democratic,104919,51.11766138855055
CA,DISTRICT 23,CA-23,205250,Republican,100321,48.8774665042631
CA,DISTRICT 23,CA-23,205250,Other,10,0.0048721071863581
CA,DISTRICT 24,CA-24,199977,Democratic,148415,74.21603484400705
CA,DISTRICT 24,CA-24,199977,Republican,51548,25.776964350900357
CA,DISTRICT 24,CA-24,199977,Other,14,0.007000805092585648
CA,DISTRICT 25,CA-25,138118,Democratic,55613,40.26484600124532
CA,DISTRICT 25,CA-25,138118,Republican,82497,59.72936185001231
CA,DISTRICT 25,CA-25,138118,Other,8,0.005792148742379704
CA,DISTRICT 26,CA-26,340842,Democratic,158289,46.440579506046795
CA,DISTRICT 26,CA-26,340842,Republican,182545,53.55707336537164
CA,DISTRICT 26,CA-26,340842,Other,8,0.00234712858157152
CA,DISTRICT 27,CA-27,204861,Democratic,150318,73.37560589863371
CA,DISTRICT 27,CA-27,204861,Republican,54540,26.622929693792376
CA,DISTRICT 27,CA-27,204861,Other,3,0.0014644075739159723
CA,DISTRICT 28,CA-28,185140,Democratic,123645,66.78459544128768
CA,DISTRICT 28,CA-28,185140,Republican,61484,33.20946310899859
CA,DISTRICT 28,CA-28,185140,Other,11,0.00594144971373015
CA,DISTRICT 29,CA-29,397142,Democratic,155221,39.08450881548665
CA,DISTRICT 29,CA-29,397142,Republican,241765,60.87621052419537
CA,DISTRICT 29,CA-29,397142,Other,156,0.03928066031797191
CA,DISTRICT 30,CA-30,133460,Democratic,76139,57.05005245017234
CA,DISTRICT 30,CA-30,133460,Republican,57319,42.9484489734752
CA,DISTRICT 30,CA-30,133460,Other,2,0.0014985763524651581
CO,DISTRICT 1,CO-01,0,Democratic,0,0
CO,DISTRICT 1,CO-01,0,Republican,0,0
CO,DISTRICT 2,CO-02,0,Democratic,0,0
CO,DISTRICT 2,CO-02,0,Republican,0,0
CO,DISTRICT 3,CO-03,0,Democratic,0,0
CO,DISTRICT 3,CO-03,0,Republican,0,0
CO,DISTRICT 4,CO-04,0,Democratic,0,0
CO,DISTRICT 4,CO-04,0,Republican,0,0
CT,DISTRICT 1,CT-01,330716,Democratic,193330,58.45801231267915
CT,DISTRICT 1,CT-01,330716,Republican,137386,41.54198768732084
CT,DISTRICT 2,CT-02,187486,Democratic,93515,49.87839091985535
CT,DISTRICT 2,CT-02,187486,Republican,93971,50.121609080144644
CT,DISTRICT 3,CT-03,226818,Democratic,124547,54.91054501847296
CT,DISTRICT 3,CT-03,226818,Republican,102271,45.08945498152704
CT,DISTRICT 4,CT-04,313209,Democratic,150205,47.9567956220926
CT,DISTRICT 4,CT-04,313209,Republican,160654,51.2929066533848
CT,DISTRICT 4,CT-04,313209,Other,2350,0.7502977245226031
CT,DISTRICT 5,CT-05,160274,Democratic,88310,55.09939229070218
CT,DISTRICT 5,CT-05,160274,Republican,71964,44.90060770929783
CT,DISTRICT 6,CT-06,1218483,Democratic,657680,53.975311924745775
CT,DISTRICT 6,CT-06,1218483,Republican,560803,46.024688075254225
DE,DISTRICT 1,DE-01,104564,Democratic,8227,7.8679086492483075
DE,DISTRICT 1,DE-01,104564,Republican,96337,92.1320913507517
FL,DISTRICT 1,FL-01,273019,Democratic,113504,41.57366337141371
FL,DISTRICT 1,FL-01,273019,Republican,159515,58.426336628586284
FL,DISTRICT 2,FL-02,114660,Democratic,94570,82.47863247863248
FL,DISTRICT 2,FL-02,114660,Republican,20090,17.52136752136752
FL,DISTRICT 3,FL-03,95062,Democratic,95062,100.0
FL,DISTRICT 3,FL-03,95062,Republican,0,0.0
FL,DISTRICT 4,FL-04,275232,Democratic,194023,70.49434658760609
FL,DISTRICT 4,FL-04,275232,Republican,81209,29.505653412393904
FL,DISTRICT 5,FL-05,252164,Democratic,252164,100.0
FL,DISTRICT 5,FL-05,252164,Republican,0,0.0
FL,DISTRICT 6,FL-06,149920,Democratic,65144,43.45250800426894
FL,DISTRICT 6,FL-06,149920,Republican,84776,56.54749199573106
FL,DISTRICT 7,FL-07,87717,Democratic,46794,53.34655767981121
FL,DISTRICT 7,FL-07,87717,Republican,40923,46.65344232018879
FL,DISTRICT 8,FL-08,0,Democratic,0,0
FL,DISTRICT 8,FL-08,0,Republican,0,0
GA,DISTRICT 1,GA-01,53749,Democratic,53749,100.0
GA,DISTRICT 1,GA-01,53749,Republican,0,0.0
GA,DISTRICT 2,GA-02,43596,Democratic,43596,100.0
GA,DISTRICT 2,GA-02,43596,Republican,0,0.0
GA,DISTRICT 3,GA-03,55187,Democratic,55005,99.67021218765288
GA,DISTRICT 3,GA-03,55187,Republican,182,0.32978781234711074
GA,DISTRICT 4,GA-04,53394,Democratic,53394,100.0
GA,DISTRICT 4,GA-04,53394,Republican,0,0.0
GA,DISTRICT 5,GA-05,80295,Democratic,80023,99.6612491437823
GA,DISTRICT 5,GA-05,80295,Republican,0,0.0
GA,DISTRICT 5,GA-05,80295,Other,272,0.33875085621769724
GA,DISTRICT 6,GA-06,44237,Democratic,44237,100.0
GA,DISTRICT 6,GA-06,44237,Republican,0,0.0
GA,DISTRICT 7,GA-07,94002,Democratic,69717,74.16544328844067
GA,DISTRICT 7,GA-07,94002,Republican,24285,25.83455671155933
GA,DISTRICT 8,GA-08,50540,Democratic,50456,99.83379501385042
GA,DISTRICT 8,GA-08,50540,Republican,84,0.16620498614958448
GA,DISTRICT 9,GA-09,57549,Democratic,57549,100.0
GA,DISTRICT 9,GA-09,57549,Republican,0,0.0
GA,DISTRICT 10,GA-10,41720,Democratic,41679,99.90172579098754
GA,DISTRICT 10,GA-10,41720,Republican,0,0.0
GA,DISTRICT 10,GA-10,41720,Other,41,0.09827420901246403
HI,DISTRICT 1,HI-01,182639,Democratic,135827,74.36911064997071
HI,DISTRICT 1,HI-01,182639,Republican,46812,25.63088935002929
ID,DISTRICT 1,ID-01,0,Democratic,0,0
ID,DISTRICT 1,ID-01,0,Republican,0,0
ID,DISTRICT 2,ID-02,0,Democratic,0,0
ID,DISTRICT 2,ID-02,0,Republican,0,0
IL,DISTRICT 1,IL-01,97598,Democratic,75938,77.8069222729974
IL,DISTRICT 1,IL-01,97598,Republican,21660,22.193077727002603
IL,DISTRICT 2,IL-02,155563,Democratic,103535,66.55502915217629
IL,DISTRICT 2,IL-02,155563,Republican,52028,33.44497084782371
IL,DISTRICT 3,IL-03,193830,Democratic,114523,59.08424908424909
IL,DISTRICT 3,IL-03,193830,Republican,79307,40.91575091575091
IL,DISTRICT 4,IL-04,321252,Democratic,141772,44.1310871216366
IL,DISTRICT 4,IL-04,321252,Republican,179480,55.86891287836341
IL,DISTRICT 5,IL-05,170270,Democratic,121240,71.20455746755154
IL,DISTRICT 5,IL-05,170270,Republican,49030,28.79544253244846
IL,DISTRICT 6,IL-06,149835,Democratic,107474,71.72823439116361
IL,DISTRICT 6,IL-06,149835,Republican,42361,28.271765608836386
IL,DISTRICT 7,IL-07,122334,Democratic,98494,80.5123677800121
IL,DISTRICT 7,IL-07,122334,Republican,23840,19.4876322199879
IL,DISTRICT 8,IL-08,120743,Democratic,81092,67.16082919920824
IL,DISTRICT 8,IL-08,120743,Republican,39651,32.83917080079177
IL,DISTRICT 9,IL-09,134367,Democratic,80681,60.0452492055341
IL,DISTRICT 9,IL-09,134367,Republican,53686,39.9547507944659
IL,DISTRICT 10,IL-10,221885,Democratic,95214,42.911418076931746
IL,DISTRICT 10,IL-10,221885,Republican,126671,57.08858192306826
IL,DISTRICT 11,IL-11,187529,Democratic,101224,53.977784769289016
IL,DISTRICT 11,IL-11,187529,Republican,86305,46.022215230710984
IL,DISTRICT 12,IL-12,186885,Democratic,94907,50.78363699601359
IL,DISTRICT 12,IL-12,186885,Republican,91978,49.21636300398641
IL,DISTRICT 13,IL-13,406995,Democratic,138348,33.99255519109571
IL,DISTRICT 13,IL-13,406995,Republican,268647,66.00744480890428
IL,DISTRICT 14,IL-14,262073,Democratic,94945,36.228455430357194
IL,DISTRICT 14,IL-14,262073,Republican,167128,63.77154456964281
IL,DISTRICT 15,IL-15,186287,Democratic,92301,49.547740851481855
IL,DISTRICT 15,IL-15,186287,Republican,93986,50.45225914851814
IL,DISTRICT 16,IL-16,185637,Democratic,69944,37.67783362153019
IL,DISTRICT 16,IL-16,185637,Republican,115693,62.32216637846981
IL,DISTRICT 17,IL-17,175916,Democratic,68020,38.66618158666636
IL,DISTRICT 17,IL-17,175916,Republican,107896,61.33381841333364
IL,DISTRICT 18,IL-18,159273,Democratic,64885,40.73822932951599
IL,DISTRICT 18,IL-18,159273,Republican,94388,59.26177067048401
IL,DISTRICT 19,IL-19,163322,Democratic,80700,49.411591824738856
IL,DISTRICT 19,IL-19,163322,Republican,82622,50.588408175261144
IL,DISTRICT 20,IL-20,139076,Democratic,61790,44.42894532485835
IL,DISTRICT 20,IL-20,139076,Republican,77286,55.57105467514165
IL,DISTRICT 21,IL-21,186625,Democratic,102154,54.737575351640984
IL,DISTRICT 21,IL-21,186625,Republican,84471,45.26242464835901
IL,DISTRICT 22,IL-22,160275,Democratic,61837,38.58181250974887
IL,DISTRICT 22,IL-22,160275,Republican,98438,61.41818749025113
IL,DISTRICT 23,IL-23,156527,Democratic,80718,51.56810007219201
IL,DISTRICT 23,IL-23,156527,Republican,75809,48.43189992780798
IL,DISTRICT 24,IL-24,200180,Democratic,144560,72.21500649415526
IL,DISTRICT 24,IL-24,200180,Republican,55620,27.784993505844742
IL,DISTRICT 25,IL-25,159294,Democratic,92227,57.897347043830905
IL,DISTRICT 25,IL-25,159294,Republican,67067,42.102652956169095
IN,DISTRICT 1,IN-01,210839,Democratic,136443,64.7143080739332
IN,DISTRICT 1,IN-01,210839,Republican,73984,35.0902821584242
IN,DISTRICT 1,IN-01,210839,Other,412,0.1954097676426088
IN,DISTRICT 2,IN-02,166937,Democratic,70464,42.20993548464391
IN,DISTRICT 2,IN-02,166937,Republican,95920,57.45880182344237
IN,DISTRICT 2,IN-02,166937,Other,553,0.33126269191371593
IN,DISTRICT 3,IN-03,219500,Democratic,115070,52.42369020501138
IN,DISTRICT 3,IN-03,219500,Republican,104430,47.57630979498861
IN,DISTRICT 4,IN-04,172670,Democratic,72251,41.843400706550064
IN,DISTRICT 4,IN-04,172670,Republican,100419,58.15659929344993
IN,DISTRICT 5,IN-05,213746,Democratic,106874,50.00046784501231
IN,DISTRICT 5,IN-05,213746,Republican,106872,49.9995321549877
IN,DISTRICT 6,IN-06,162909,Democratic,78247,48.03110939236015
IN,DISTRICT 6,IN-06,162909,Republican,84662,51.96889060763985
IN,DISTRICT 7,IN-07,159644,Democratic,63646,39.867455087569844
IN,DISTRICT 7,IN-07,159644,Republican,95998,60.132544912430156
IN,DISTRICT 8,IN-08,203062,Democratic,108058,53.21428923186022
IN,DISTRICT 8,IN-08,203062,Republican,94694,46.633048034590416
IN,DISTRICT 8,IN-08,203062,Other,310,0.1526627335493593
IN,DISTRICT 9,IN-09,141163,Democratic,69761,49.41875703973421
IN,DISTRICT 9,IN-09,141163,Republican,71402,50.58124296026579
IN,DISTRICT 10,IN-10,183601,Democratic,78716,42.87340482894974
IN,DISTRICT 10,IN-10,183601,Republican,104885,57.12659517105026
IN,DISTRICT 11,IN-11,288261,Democratic,133153,46.19181921938799
IN,DISTRICT 11,IN-11,288261,Republican,154676,53.6583165950302
IN,DISTRICT 11,IN-11,288261,Other,432,0.14986418558181647
IA,DISTRICT 1,IA-01,172024,Democratic,67287,39.114890945449474
IA,DISTRICT 1,IA-01,172024,Republican,104737,60.885109054550526
IA,DISTRICT 2,IA-02,205745,Democratic,97608,47.441250091132225
IA,DISTRICT 2,IA-02,205745,Republican,108137,52.558749908867775
IA,DISTRICT 3,IA-03,175883,Democratic,76837,43.68642790946254
IA,DISTRICT 3,IA-03,175883,Republican,99046,56.313572090537455
IA,DISTRICT 4,IA-04,114934,Democratic,49918,43.43188264569231
IA,DISTRICT 4,IA-04,114934,Republican,65016,56.56811735430769
IA,DISTRICT 5,IA-05,173282,Democratic,91808,52.98184462321534
IA,DISTRICT 5,IA-05,173282,Republican,81474,47.01815537678466
IA,DISTRICT 6,IA-06,131187,Democratic,70353,53.62802716732603
IA,DISTRICT 6,IA-06,131187,Republican,60834,46.37197283267397
IA,DISTRICT 7,IA-07,118251,Democratic,52214,44.1552291312547
IA,DISTRICT 7,IA-07,118251,Republican,66037,55.8447708687453
IA,DISTRICT 8,IA-08,134916,Democratic,57333,42.495330427821756
IA,DISTRICT 8,IA-08,134916,Republican,77583,57.504669572178244
KS,DISTRICT 1,KS-01,0,Democratic,0,0
KS,DISTRICT 1,KS-01,0,Republican,0,0
KS,DISTRICT 2,KS-02,134414,Democratic,49598,36.89943011888643
KS,DISTRICT 2,KS-02,134414,Republican,84816,63.10056988111358
KS,DISTRICT 3,KS-03,104251,Democratic,8905,8.54188449031664
KS,DISTRICT 3,KS-03,104251,Republican,95346,91.45811550968335
KS,DISTRICT 4,KS-04,96556,Democratic,47127,48.8079456481213
KS,DISTRICT 4,KS-04,96556,Republican,49429,51.1920543518787
KS,DISTRICT 5,KS-05,215981,Democratic,96706,44.77523485862182
KS,DISTRICT 5,KS-05,215981,Republican,119275,55.22476514137817
KS,DISTRICT 6,KS-06,136481,Democratic,75687,55.45607080839091
KS,DISTRICT 6,KS-06,136481,Republican,60794,44.54392919160909
KY,DISTRICT 1,KY-01,66248,Democratic,66248,100.0
KY,DISTRICT 1,KY-01,66248,Republican,0,0.0
KY,DISTRICT 2,KY-02,55877,Democratic,55877,100.0
KY,DISTRICT 2,KY-02,55877,Republican,0,0.0
KY,DISTRICT 3,KY-03,229684,Democratic,115421,50.25208547395552
KY,DISTRICT 3,KY-03,229684,Republican,114263,49.74791452604448
KY,DISTRICT 4,KY-04,48743,Democratic,48743,100.0
KY,DISTRICT 4,KY-04,48743,Republican,0,0.0
KY,DISTRICT 5,KY-05,114680,Democratic,63555,55.41942797349145
KY,DISTRICT 5,KY-05,114680,Republican,51125,44.58057202650855
KY,DISTRICT 6,KY-06,136295,Democratic,74500,54.660845959132764
KY,DISTRICT 6,KY-06,136295,Republican,61795,45.339154040867236
KY,DISTRICT 7,KY-07,147433,Democratic,82746,56.124476881023924
KY,DISTRICT 7,KY-07,147433,Republican,64687,43.875523118976076
KY,DISTRICT 8,KY-08,114066,Democratic,32163,28.196833412235023
KY,DISTRICT 8,KY-08,114066,Republican,81903,71.80316658776498
LA,DISTRICT 1,LA-01,85779,Democratic,70465,82.14714557175998
LA,DISTRICT 1,LA-01,85779,Republican,15314,17.85285442824001
LA,DISTRICT 2,LA-02,103852,Democratic,81034,78.02834803374033
LA,DISTRICT 2,LA-02,103852,Republican,22818,21.971651966259678
LA,DISTRICT 3,LA-03,62714,Democratic,52428,83.5985585355742
LA,DISTRICT 3,LA-03,62714,Republican,10286,16.401441464425805
LA,DISTRICT 4,LA-04,64573,Democratic,48286,74.7773837362365
LA,DISTRICT 4,LA-04,64573,Republican,16287,25.22261626376349
LA,DISTRICT 5,LA-05,22181,Democratic,22181,100.0
LA,DISTRICT 5,LA-05,22181,Republican,0,0.0
LA,DISTRICT 6,LA-06,91873,Democratic,78640,85.59642114658278
LA,DISTRICT 6,LA-06,91873,Republican,13233,14.403578853417217
LA,DISTRICT 7,LA-07,60007,Democratic,60007,100.0
LA,DISTRICT 7,LA-07,60007,Republican,0,0.0
LA,DISTRICT 8,LA-08,28492,Democratic,28492,100.0
LA,DISTRICT 8,LA-08,28492,Republican,0,0.0
ME,DISTRICT 1,ME-01,159647,Democratic,73826,46.24327422375617
ME,DISTRICT 1,ME-01,159647,Republican,85821,53.75672577624384
ME,DISTRICT 2,ME-02,62309,Democratic,62309,100.0
ME,DISTRICT 2,ME-02,62309,Republican,0,0.0
ME,DISTRICT 3,ME-03,71689,Democratic,0,0.0
ME,DISTRICT 3,ME-03,71689,Republican,71271,99.41692588821158
ME,DISTRICT 3,ME-03,71689,Other,418,0.5830741117884194
MD,DISTRICT 1,MD-01,78727,Democratic,42219,53.62709108692062
MD,DISTRICT 1,MD-01,78727,Republican,36508,46.37290891307938
MD,DISTRICT 2,MD-02,215714,Democratic,126452,58.620210092993496
MD,DISTRICT 2,MD-02,215714,Republican,89262,41.3797899070065
MD,DISTRICT 3,MD-03,71180,Democratic,57154,80.29502669289126
MD,DISTRICT 3,MD-03,71180,Republican,14026,19.704973307108737
MD,DISTRICT 4,MD-04,73539,Democratic,48145,65.46866288635962
MD,DISTRICT 4,MD-04,73539,Republican,25394,34.53133711364038
MD,DISTRICT 5,MD-05,194206,Democratic,120773,62.18808893649012
MD,DISTRICT 5,MD-05,194206,Republican,73433,37.81191106350988
MD,DISTRICT 6,MD-06,221186,Democratic,106098,47.96777372889785
MD,DISTRICT 6,MD-06,221186,Republican,115088,52.03222627110215
MD,DISTRICT 7,MD-07,126253,Democratic,81474,64.53232794468249
MD,DISTRICT 7,MD-07,126253,Republican,44779,35.46767205531749
MA,DISTRICT 1,MA-01,0,Democratic,0,0
MA,DISTRICT 1,MA-01,0,Republican,0,0
MA,DISTRICT 2,MA-02,150295,Democratic,46863,31.180677999933465
MA,DISTRICT 2,MA-02,150295,Republican,102921,68.47932399614093
MA,DISTRICT 2,MA-02,150295,Other,511,0.33999800392561297
MA,DISTRICT 3,MA-03,135825,Democratic,135815,99.99263758512792
MA,DISTRICT 3,MA-03,135825,Republican,0,0.0
MA,DISTRICT 3,MA-03,135825,Other,10,0.007362414872078041
MA,DISTRICT 4,MA-04,212575,Democratic,145287,68.34623074209102
MA,DISTRICT 4,MA-04,212575,Republican,67270,31.645301658238267
MA,DISTRICT 4,MA-04,212575,Other,18,0.008467599670704457
MA,DISTRICT 5,MA-05,189634,Democratic,122364,64.5264034930445
MA,DISTRICT 5,MA-05,189634,Republican,67270,35.4735965069555
MA,DISTRICT 6,MA-06,225933,Democratic,102765,45.484723347187
MA,DISTRICT 6,MA-06,225933,Republican,123161,54.512178389168476
MA,DISTRICT 6,MA-06,225933,Other,7,0.0030982636445317856
MA,DISTRICT 7,MA-07,171147,Democratic,58312,34.071295436087105
MA,DISTRICT 7,MA-07,171147,Republican,112835,65.9287045639129
MA,DISTRICT 8,MA-08,176788,Democratic,117237,66.31502138154174
MA,DISTRICT 8,MA-08,176788,Republican,59550,33.68441296920606
MA,DISTRICT 8,MA-08,176788,Other,1,0.0005656492522116886
MA,DISTRICT 9,MA-09,173883,Democratic,114333,65.7528338020393
MA,DISTRICT 9,MA-09,173883,Republican,59550,34.2471661979607
MA,DISTRICT 10,MA-10,199179,Democratic,88222,44.292822034451426
MA,DISTRICT 10,MA-10,199179,Republican,110955,55.70617384362809
MA,DISTRICT 10,MA-10,199179,Other,2,0.0010041219204835852
MA,DISTRICT 11,MA-11,175978,Democratic,86057,48.9021354942095
MA,DISTRICT 11,MA-11,175978,Republican,89921,51.09786450579049
MA,DISTRICT 12,MA-12,216857,Democratic,126936,58.534425912006526
MA,DISTRICT 12,MA-12,216857,Republican,89921,41.465574087993474
MA,DISTRICT 13,MA-13,191086,Democratic,75815,39.675852757397195
MA,DISTRICT 13,MA-13,191086,Republican,115269,60.32310059345007
MA,DISTRICT 13,MA-13,191086,Other,2,0.001046649152737511
MA,DISTRICT 14,MA-14,0,Democratic,0,0
MA,DISTRICT 14,MA-14,0,Republican,0,0
MI,DISTRICT 1,MI-01,116406,Democratic,102948,88.43874027112004
MI,DISTRICT 1,MI-01,116406,Republican,13157,11.302681992337165
MI,DISTRICT 1,MI-01,116406,Other,301,0.25857773654278987
MI,DISTRICT 2,MI-02,184709,Democratic,74276,40.21244227406353
MI,DISTRICT 2,MI-02,184709,Republican,110124,59.62026755599348
MI,DISTRICT 2,MI-02,184709,Other,309,0.1672901699429914
MI,DISTRICT 3,MI-03,166681,Democratic,65402,39.237825547002956
MI,DISTRICT 3,MI-03,166681,Republican,100918,60.54559307899521
MI,DISTRICT 3,MI-03,166681,Other,361,0.21658137400183586
MI,DISTRICT 4,MI-04,0,Democratic,0,0
MI,DISTRICT 4,MI-04,0,Republican,0,0
MI,DISTRICT 5,MI-05,244432,Democratic,105864,43.31020488315769
MI,DISTRICT 5,MI-05,244432,Republican,138355,56.602654316947046
MI,DISTRICT 5,MI-05,244432,Other,213,0.08714079989526739
MI,DISTRICT 6,MI-06,267877,Democratic,142795,53.306181568406394
MI,DISTRICT 6,MI-06,267877,Republican,124750,46.569880952825365
MI,DISTRICT 6,MI-06,267877,Other,332,0.12393747876824064
MI,DISTRICT 7,MI-07,151752,Democratic,57126,37.64431440771786
MI,DISTRICT 7,MI-07,151752,Republican,94405,62.210053244767785
MI,DISTRICT 7,MI-07,151752,Other,221,0.14563234751436555
MI,DISTRICT 8,MI-08,130012,Democratic,52375,40.28474294680491
MI,DISTRICT 8,MI-08,130012,Republican,77541,59.641417715287815
MI,DISTRICT 8,MI-08,130012,Other,96,0.0738393379072701
MI,DISTRICT 9,MI-09,121986,Democratic,46140,37.82401259160888
MI,DISTRICT 9,MI-09,121986,Republican,75846,62.17598740839113
MI,DISTRICT 10,MI-10,99004,Democratic,44650,45.09918791159953
MI,DISTRICT 10,MI-10,99004,Republican,54300,54.84626883762272
MI,DISTRICT 10,MI-10,99004,Other,54,0.054543250777746355
MI,DISTRICT 11,MI-11,79600,Democratic,31137,39.11683417085427
