state,district,geoid,total votes,party,votes,percentage
MI,DISTRICT 11,MI-11,79600,Republican,48422,60.83165829145729
MI,DISTRICT 11,MI-11,79600,Other,41,0.05150753768844221
MI,DISTRICT 12,MI-12,107523,Democratic,76812,71.43773890237438
MI,DISTRICT 12,MI-12,107523,Republican,30369,28.24418961524511
MI,DISTRICT 12,MI-12,107523,Other,342,0.3180714823805139
MI,DISTRICT 13,MI-13,211352,Democratic,132602,62.739884174268525
MI,DISTRICT 13,MI-13,211352,Republican,78548,37.16454067148643
MI,DISTRICT 13,MI-13,211352,Other,202,0.0955751542450509
MI,DISTRICT 14,MI-14,140493,Democratic,111671,79.48509890172464
MI,DISTRICT 14,MI-14,140493,Republican,28532,20.308485120255103
MI,DISTRICT 14,MI-14,140493,Other,290,0.20641597802025727
MI,DISTRICT 15,MI-15,320369,Democratic,211733,66.09035206277761
MI,DISTRICT 15,MI-15,320369,Republican,108332,33.81475735792165
MI,DISTRICT 15,MI-15,320369,Other,304,0.09489057930074382
MI,DISTRICT 16,MI-16,233745,Democratic,134660,57.60978844467262
MI,DISTRICT 16,MI-16,233745,Republican,98721,42.234486299172175
MI,DISTRICT 16,MI-16,233745,Other,364,0.15572525615521188
MI,DISTRICT 17,MI-17,292291,Democratic,128678,44.02393505102791
MI,DISTRICT 17,MI-17,292291,Republican,163233,55.84605752486392
MI,DISTRICT 17,MI-17,292291,Other,380,0.13000742410816618
MI,DISTRICT 18,MI-18,0,Democratic,0,0
MI,DISTRICT 18,MI-18,0,Republican,0,0
MN,DISTRICT 1,MN-01,165803,Democratic,65422,39.4576696440957
MN,DISTRICT 1,MN-01,165803,Republican,100381,60.5423303559043
MN,DISTRICT 2,MN-02,168710,Democratic,72239,42.818445853832024
MN,DISTRICT 2,MN-02,168710,Republican,96471,57.181554146167976
MN,DISTRICT 3,MN-03,300214,Democratic,139908,46.60275670022051
MN,DISTRICT 3,MN-03,300214,Republican,154847,51.578873736734465
MN,DISTRICT 3,MN-03,300214,Other,5459,1.8183695630450278
MN,DISTRICT 4,MN-04,178373,Democratic,108738,60.961019885296544
MN,DISTRICT 4,MN-04,178373,Republican,69635,39.038980114703456
MN,DISTRICT 5,MN-05,141600,Democratic,55377,39.108050847457626
MN,DISTRICT 5,MN-05,141600,Republican,86223,60.89194915254237
MN,DISTRICT 6,MN-06,146637,Democratic,87332,59.55659212886243
MN,DISTRICT 6,MN-06,146637,Republican,59305,40.44340787113757
MN,DISTRICT 7,MN-07,140096,Democratic,66609,47.545254682503426
MN,DISTRICT 7,MN-07,140096,Republican,73487,52.454745317496574
MN,DISTRICT 8,MN-08,154253,Democratic,107154,69.46639611547263
MN,DISTRICT 8,MN-08,154253,Republican,47099,30.533603884527366
MN,DISTRICT 9,MN-09,119436,Democratic,57114,47.8197528383402
MN,DISTRICT 9,MN-09,119436,Republican,62322,52.1802471616598
MS,DISTRICT 1,MS-01,47399,Democratic,44381,93.63277706280724
MS,DISTRICT 1,MS-01,47399,Republican,3018,6.367222937192768
MS,DISTRICT 2,MS-02,23942,Democratic,23942,100.0
MS,DISTRICT 2,MS-02,23942,Republican,0,0.0
MS,DISTRICT 3,MS-03,27610,Democratic,25592,92.69105396595437
MS,DISTRICT 3,MS-03,27610,Republican,2018,7.308946034045635
MS,DISTRICT 4,MS-04,58974,Democratic,58974,100.0
MS,DISTRICT 4,MS-04,58974,Republican,0,0.0
MS,DISTRICT 5,MS-05,40480,Democratic,40480,100.0
MS,DISTRICT 5,MS-05,40480,Republican,0,0.0
MS,DISTRICT 6,MS-06,59372,Democratic,59372,100.0
MS,DISTRICT 6,MS-06,59372,Republican,0,0.0
MO,DISTRICT 1,MO-01,228034,Democratic,161394,70.77628774656411
MO,DISTRICT 1,MO-01,228034,Republican,66640,29.22371225343589
MO,DISTRICT 2,MO-02,265130,Democratic,114803,43.30064496662015
MO,DISTRICT 2,MO-02,265130,Republican,150327,56.69935503337985
MO,DISTRICT 3,MO-03,119539,Democratic,87637,73.31247542642987
MO,DISTRICT 3,MO-03,119539,Republican,31902,26.68752457357013
MO,DISTRICT 4,MO-04,206627,Democratic,111557,53.98955605995345
MO,DISTRICT 4,MO-04,206627,Republican,95070,46.01044394004656
MO,DISTRICT 5,MO-05,122644,Democratic,74834,61.01725318808911
MO,DISTRICT 5,MO-05,122644,Republican,47810,38.98274681191089
MO,DISTRICT 6,MO-06,170923,Democratic,93285,54.57720728047132
MO,DISTRICT 6,MO-06,170923,Republican,77638,45.42279271952868
MO,DISTRICT 7,MO-07,195370,Democratic,88162,45.12565900598864
MO,DISTRICT 7,MO-07,195370,Republican,107208,54.87434099401136
MO,DISTRICT 8,MO-08,136254,Democratic,79020,57.99462768065524
MO,DISTRICT 8,MO-08,136254,Republican,57234,42.00537231934475
MO,DISTRICT 9,MO-09,179482,Democratic,107384,59.82995509298983
MO,DISTRICT 9,MO-09,179482,Republican,72098,40.17004490701017
MO,DISTRICT 10,MO-10,69997,Democratic,69997,100.0
MO,DISTRICT 10,MO-10,69997,Republican,0,0.0
MO,DISTRICT 11,MO-11,149371,Democratic,74866,50.12084005596803
MO,DISTRICT 11,MO-11,149371,Republican,74505,49.879159944031976
MT,DISTRICT 1,MT-01,0,Democratic,0,0
MT,DISTRICT 1,MT-01,0,Republican,0,0
MT,DISTRICT 2,MT-02,0,Democratic,0,0
MT,DISTRICT 2,MT-02,0,Republican,0,0
NE,DISTRICT 1,NE-01,161002,Democratic,71626,44.48764611619732
NE,DISTRICT 1,NE-01,161002,Republican,89376,55.51235388380269
NE,DISTRICT 2,NE-02,152115,Democratic,50768,33.374749367255035
NE,DISTRICT 2,NE-02,152115,Republican,101347,66.62525063274497
NE,DISTRICT 3,NE-03,130967,Democratic,63838,48.74357662617301
NE,DISTRICT 3,NE-03,130967,Republican,67129,51.256423373827
NE,DISTRICT 4,NE-04,136453,Democratic,66699,48.88056693513517
NE,DISTRICT 4,NE-04,136453,Republican,69754,51.11943306486483
NV,DISTRICT 1,NV-01,103602,Democratic,59616,57.54329067006429
NV,DISTRICT 1,NV-01,103602,Republican,43986,42.45670932993571
NH,DISTRICT 1,NH-01,0,Democratic,0,0
NH,DISTRICT 1,NH-01,0,Republican,0,0
NH,DISTRICT 2,NH-02,0,Democratic,0,0
NH,DISTRICT 2,NH-02,0,Republican,0,0
NJ,DISTRICT 1,NJ-01,267062,Democratic,112802,42.23813196935543
NJ,DISTRICT 1,NJ-01,267062,Republican,153817,57.59598894638698
NJ,DISTRICT 1,NJ-01,267062,Other,443,0.16587908425758813
NJ,DISTRICT 2,NJ-02,137752,Democratic,59520,43.20808409315291
NJ,DISTRICT 2,NJ-02,137752,Republican,77894,56.546547418549274
NJ,DISTRICT 2,NJ-02,137752,Other,338,0.24536848829781055
NJ,DISTRICT 3,NJ-03,455100,Democratic,239041,52.52493957372006
NJ,DISTRICT 3,NJ-03,455100,Republican,215657,47.386728191606245
NJ,DISTRICT 3,NJ-03,455100,Other,402,0.08833223467369809
NJ,DISTRICT 4,NJ-04,291606,Democratic,120302,41.2549810360555
NJ,DISTRICT 4,NJ-04,291606,Republican,170859,58.59241579391371
NJ,DISTRICT 4,NJ-04,291606,Other,445,0.152603170030795
NJ,DISTRICT 5,NJ-05,236824,Democratic,98043,41.39909806438536
NJ,DISTRICT 5,NJ-05,236824,Republican,136723,57.731902172077156
NJ,DISTRICT 5,NJ-05,236824,Other,2058,0.8689997635374792
NJ,DISTRICT 6,NJ-06,246137,Democratic,88649,36.01612110328801
NJ,DISTRICT 6,NJ-06,246137,Republican,156758,63.687296099326794
NJ,DISTRICT 6,NJ-06,246137,Other,730,0.29658279738519605
NJ,DISTRICT 7,NJ-07,169311,Democratic,88100,52.034421862725985
NJ,DISTRICT 7,NJ-07,169311,Republican,74165,43.804005646414
NJ,DISTRICT 7,NJ-07,169311,Other,7046,4.161572490860015
NJ,DISTRICT 8,NJ-08,218894,Democratic,91065,41.602328067466445
NJ,DISTRICT 8,NJ-08,218894,Republican,127088,58.05915191828008
NJ,DISTRICT 8,NJ-08,218894,Other,741,0.3385200142534743
NJ,DISTRICT 9,NJ-09,130032,Democratic,84859,65.2600898240433
NJ,DISTRICT 9,NJ-09,130032,Republican,43238,33.251814937861454
NJ,DISTRICT 9,NJ-09,130032,Other,1935,1.488095238095238
NJ,DISTRICT 10,NJ-10,123046,Democratic,75533,61.38598572891439
NJ,DISTRICT 10,NJ-10,123046,Republican,44580,36.23035287616014
NJ,DISTRICT 10,NJ-10,123046,Other,2933,2.383661394925475
NJ,DISTRICT 11,NJ-11,153191,Democratic,73119,47.73061080611785
NJ,DISTRICT 11,NJ-11,153191,Republican,76945,50.22814656213485
NJ,DISTRICT 11,NJ-11,153191,Other,3127,2.041242631747296
NJ,DISTRICT 12,NJ-12,117840,Democratic,80490,68.30448065173115
NJ,DISTRICT 12,NJ-12,117840,Republican,37350,31.695519348268842
NJ,DISTRICT 13,NJ-13,112230,Democratic,64359,57.34562951082598
NJ,DISTRICT 13,NJ-13,112230,Republican,46770,41.673349371825715
NJ,DISTRICT 13,NJ-13,112230,Other,1101,0.9810211173483026
NJ,DISTRICT 14,NJ-14,0,Democratic,0,0
NJ,DISTRICT 14,NJ-14,0,Republican,0,0
NM,DISTRICT 1,NM-01,300197,Democratic,176514,58.79938840161627
NM,DISTRICT 1,NM-01,300197,Republican,123683,41.20061159838373
NM,DISTRICT 2,NM-02,297529,Democratic,172577,58.00342151521364
NM,DISTRICT 2,NM-02,297529,Republican,124101,41.710555945806966
NM,DISTRICT 2,NM-02,297529,Other,851,0.2860225389793936
NY,DISTRICT 1,NY-01,371835,Democratic,176905,47.576209878037304
NY,DISTRICT 1,NY-01,371835,Republican,184549,49.63196041254857
NY,DISTRICT 1,NY-01,371835,Other,10381,2.7918297094141216
NY,DISTRICT 2,NY-02,228599,Democratic,82227,35.96997362193186
NY,DISTRICT 2,NY-02,228599,Republican,139423,60.990205556454754
NY,DISTRICT 2,NY-02,228599,Other,6949,3.039820821613393
NY,DISTRICT 3,NY-03,246559,Democratic,104318,42.30954862730624
NY,DISTRICT 3,NY-03,246559,Republican,133416,54.11118636918547
NY,DISTRICT 3,NY-03,246559,Other,8825,3.5792650035082882
NY,DISTRICT 4,NY-04,210126,Democratic,82138,39.08987940568992
NY,DISTRICT 4,NY-04,210126,Republican,115736,55.07933335236953
NY,DISTRICT 4,NY-04,210126,Other,12252,5.83078724194055
NY,DISTRICT 5,NY-05,111582,Democratic,53985,48.38145937516804
NY,DISTRICT 5,NY-05,111582,Republican,51129,45.8219067591547
NY,DISTRICT 5,NY-05,111582,Other,6468,5.7966338656772605
NY,DISTRICT 6,NY-06,237598,Democratic,131963,55.54045067719425
NY,DISTRICT 6,NY-06,237598,Republican,81694,34.38328605459642
NY,DISTRICT 6,NY-06,237598,Other,23941,10.07626326820933
NY,DISTRICT 7,NY-07,152306,Democratic,84529,55.49945504444999
NY,DISTRICT 7,NY-07,152306,Republican,59882,39.316901500925766
NY,DISTRICT 7,NY-07,152306,Other,7895,5.183643454624243
NY,DISTRICT 8,NY-08,82348,Democratic,54045,65.63000922912518
NY,DISTRICT 8,NY-08,82348,Republican,22318,27.102054694710255
NY,DISTRICT 8,NY-08,82348,Other,5985,7.26793607616457
NY,DISTRICT 9,NY-09,117479,Democratic,73841,62.85463785016897
NY,DISTRICT 9,NY-09,117479,Republican,32538,27.696864971611944
NY,DISTRICT 9,NY-09,117479,Other,11100,9.448497178219085
NY,DISTRICT 10,NY-10,129181,Democratic,82534,63.890200571291444
NY,DISTRICT 10,NY-10,129181,Republican,30243,23.41133758060396
NY,DISTRICT 10,NY-10,129181,Other,16404,12.698461848104598
NY,DISTRICT 11,NY-11,170775,Democratic,113679,66.566534914361
NY,DISTRICT 11,NY-11,170775,Republican,31378,18.37388376518811
NY,DISTRICT 11,NY-11,170775,Other,25718,15.059581320450885
NY,DISTRICT 12,NY-12,130895,Democratic,57285,43.76408571755987
NY,DISTRICT 12,NY-12,130895,Republican,64899,49.58096183964246
NY,DISTRICT 12,NY-12,130895,Other,8711,6.654952442797662
NY,DISTRICT 13,NY-13,155276,Democratic,96329,62.037275560936656
NY,DISTRICT 13,NY-13,155276,Republican,38189,24.5942708467503
NY,DISTRICT 13,NY-13,155276,Other,20758,13.368453592313042
NY,DISTRICT 14,NY-14,114741,Democratic,69956,60.96861627491481
NY,DISTRICT 14,NY-14,114741,Republican,33769,29.430630724849877
NY,DISTRICT 14,NY-14,114741,Other,11016,9.600753000235313
NY,DISTRICT 15,NY-15,164856,Democratic,77812,47.1999805891202
NY,DISTRICT 15,NY-15,164856,Republican,80218,48.659436113941865
NY,DISTRICT 15,NY-15,164856,Other,6826,4.140583296937934
NY,DISTRICT 16,NY-16,83756,Democratic,59957,71.58531926070968
NY,DISTRICT 16,NY-16,83756,Republican,14706,17.55814508811309
NY,DISTRICT 16,NY-16,83756,Other,9093,10.856535651177229
NY,DISTRICT 17,NY-17,134580,Democratic,43905,32.62371823450735
NY,DISTRICT 17,NY-17,134580,Republican,81006,60.19170753455194
NY,DISTRICT 17,NY-17,134580,Other,9669,7.184574230940704
NY,DISTRICT 18,NY-18,81848,Democratic,47749,58.33862770012706
NY,DISTRICT 18,NY-18,81848,Republican,27419,33.49990225784381
NY,DISTRICT 18,NY-18,81848,Other,6680,8.161470042029126
NY,DISTRICT 19,NY-19,94499,Democratic,56471,59.758304320680644
NY,DISTRICT 19,NY-19,94499,Republican,26054,27.570662123408713
NY,DISTRICT 19,NY-19,94499,Other,11974,12.671033555910643
NY,DISTRICT 20,NY-20,99202,Democratic,55272,55.716618616560154
NY,DISTRICT 20,NY-20,99202,Republican,30046,30.287695812584424
NY,DISTRICT 20,NY-20,99202,Other,13884,13.995685570855427
NY,DISTRICT 21,NY-21,117610,Democratic,71525,60.81540685315875
NY,DISTRICT 21,NY-21,117610,Republican,29835,25.367740838364085
NY,DISTRICT 21,NY-21,117610,Other,16250,13.81685230847717
NY,DISTRICT 22,NY-22,121113,Democratic,78717,64.99467439498649
NY,DISTRICT 22,NY-22,121113,Republican,24958,20.607201539058565
NY,DISTRICT 22,NY-22,121113,Other,17438,14.398124065954935
NY,DISTRICT 23,NY-23,87102,Democratic,61474,70.577024637781
NY,DISTRICT 23,NY-23,87102,Republican,15208,17.459989437670778
NY,DISTRICT 23,NY-23,87102,Other,10420,11.962985924548232
NY,DISTRICT 24,NY-24,157533,Democratic,89140,56.5849694984543
NY,DISTRICT 24,NY-24,157533,Republican,43110,27.36569480680238
NY,DISTRICT 24,NY-24,157533,Other,25283,16.049335694743323
NY,DISTRICT 25,NY-25,187630,Democratic,66539,35.46287907051111
NY,DISTRICT 25,NY-25,187630,Republican,112187,59.79161114960294
NY,DISTRICT 25,NY-25,187630,Other,8904,4.745509779885946
NY,DISTRICT 26,NY-26,187385,Democratic,80201,42.80011740534194
NY,DISTRICT 26,NY-26,187385,Republican,98506,52.568775515649605
NY,DISTRICT 26,NY-26,187385,Other,8678,4.6311070790084585
NY,DISTRICT 27,NY-27,215703,Democratic,86997,40.3318451760059
NY,DISTRICT 27,NY-27,215703,Republican,121533,56.342749057732156
NY,DISTRICT 27,NY-27,215703,Other,7173,3.3254057662619436
NY,DISTRICT 28,NY-28,182627,Democratic,70622,38.67007616617477
NY,DISTRICT 28,NY-28,182627,Republican,107179,58.687379193657016
NY,DISTRICT 28,NY-28,182627,Other,4826,2.642544640168212
NY,DISTRICT 29,NY-29,183218,Democratic,73976,40.37594559486513
NY,DISTRICT 29,NY-29,183218,Republican,103966,56.74442467443155
NY,DISTRICT 29,NY-29,183218,Other,5276,2.879629730703315
NY,DISTRICT 30,NY-30,187241,Democratic,112604,60.138538033870795
NY,DISTRICT 30,NY-30,187241,Republican,69549,37.14410839506305
NY,DISTRICT 30,NY-30,187241,Other,5088,2.717353571066166
NY,DISTRICT 31,NY-31,164909,Democratic,60795,36.86578658532888
NY,DISTRICT 31,NY-31,164909,Republican,99604,60.399371774736366
NY,DISTRICT 31,NY-31,164909,Other,4510,2.7348416399347517
NY,DISTRICT 32,NY-32,158880,Democratic,94132,59.24723061430011
NY,DISTRICT 32,NY-32,158880,Republican,59890,37.69511581067472
NY,DISTRICT 32,NY-32,158880,Other,4858,3.057653575025176
NY,DISTRICT 33,NY-33,148174,Democratic,53130,35.85649304196418
NY,DISTRICT 33,NY-33,148174,Republican,91710,61.893449593046014
NY,DISTRICT 33,NY-33,148174,Other,3334,2.2500573649898095
NY,DISTRICT 34,NY-34,177216,Democratic,74871,42.248442578548214
NY,DISTRICT 34,NY-34,177216,Republican,98063,55.3352970386421
NY,DISTRICT 34,NY-34,177216,Other,4282,2.4162603828096785
NY,DISTRICT 35,NY-35,195732,Democratic,87347,44.625814889747204
NY,DISTRICT 35,NY-35,195732,Republican,105241,53.767907138332006
NY,DISTRICT 35,NY-35,195732,Other,3144,1.6062779719207898
NY,DISTRICT 36,NY-36,160561,Democratic,71959,44.81723457128444
NY,DISTRICT 36,NY-36,160561,Republican,84441,52.59122701029515
NY,DISTRICT 36,NY-36,160561,Other,4161,2.5915384184204133
NY,DISTRICT 37,NY-37,195136,Democratic,68839,35.277447523778285
NY,DISTRICT 37,NY-37,195136,Republican,123782,63.43370777304034
NY,DISTRICT 37,NY-37,195136,Other,2515,1.2888447031813708
NY,DISTRICT 38,NY-38,199587,Democratic,81683,40.92601221522444
NY,DISTRICT 38,NY-38,199587,Republican,114871,57.55434973219698
NY,DISTRICT 38,NY-38,199587,Other,3033,1.5196380525785746
NY,DISTRICT 39,NY-39,172866,Democratic,67526,39.06262654310275
NY,DISTRICT 39,NY-39,172866,Republican,103162,59.67743801557276
NY,DISTRICT 39,NY-39,172866,Other,2178,1.259935441324494
NY,DISTRICT 40,NY-40,195378,Democratic,85005,43.507969167460004
NY,DISTRICT 40,NY-40,195378,Republican,104752,53.61504365895853
NY,DISTRICT 40,NY-40,195378,Other,5621,2.8769871735814676
NY,DISTRICT 41,NY-41,146003,Democratic,77821,53.300959569323915
NY,DISTRICT 41,NY-41,146003,Republican,63889,43.75868988993376
NY,DISTRICT 41,NY-41,146003,Other,4293,2.9403505407423136
NY,DISTRICT 42,NY-42,220544,Democratic,93492,42.39154091700522
NY,DISTRICT 42,NY-42,220544,Republican,122073,55.35085969239698
NY,DISTRICT 42,NY-42,220544,Other,4979,2.2575993905977945
NY,DISTRICT 43,NY-43,139561,Democratic,48423,34.69665594256275
NY,DISTRICT 43,NY-43,139561,Republican,87585,62.75750388718912
NY,DISTRICT 43,NY-43,139561,Other,3553,2.5458401702481352
NC,DISTRICT 1,NC-01,56396,Democratic,48809,86.54691822115043
NC,DISTRICT 1,NC-01,56396,Republican,7587,13.453081778849562
NC,DISTRICT 2,NC-02,58291,Democratic,51156,87.75968845962498
NC,DISTRICT 2,NC-02,58291,Republican,7135,12.240311540375014
NC,DISTRICT 3,NC-03,71867,Democratic,51193,71.23297201775503
NC,DISTRICT 3,NC-03,71867,Republican,20674,28.76702798224498
NC,DISTRICT 4,NC-04,113285,Democratic,75464,66.6142913889747
NC,DISTRICT 4,NC-04,113285,Republican,37821,33.38570861102529
NC,DISTRICT 5,NC-05,114651,Democratic,66079,57.63490942076388
NC,DISTRICT 5,NC-05,114651,Republican,48572,42.36509057923612
NC,DISTRICT 6,NC-06,133837,Democratic,79809,59.63149203882334
NC,DISTRICT 6,NC-06,133837,Republican,54028,40.368507961176654
NC,DISTRICT 7,NC-07,93723,Democratic,71726,76.5297739082189
NC,DISTRICT 7,NC-07,93723,Republican,21997,23.4702260917811
NC,DISTRICT 8,NC-08,126801,Democratic,71429,56.33157467212404
NC,DISTRICT 8,NC-08,126801,Republican,55372,43.668425327875966
NC,DISTRICT 9,NC-09,142942,Democratic,75909,53.10475577506961
NC,DISTRICT 9,NC-09,142942,Republican,67033,46.895244224930394
NC,DISTRICT 10,NC-10,165899,Democratic,68761,41.447507218247246
NC,DISTRICT 10,NC-10,165899,Republican,97138,58.552492781752754
NC,DISTRICT 11,NC-11,107241,Democratic,65478,61.05687190533471
NC,DISTRICT 11,NC-11,107241,Republican,41763,38.94312809466528
NC,DISTRICT 12,NC-12,117538,Democratic,61170,52.042743623338836
NC,DISTRICT 12,NC-12,117538,Republican,56368,47.957256376661164
ND,DISTRICT 1,ND-01,0,Democratic,0,0
ND,DISTRICT 1,ND-01,0,Republican,0,0
ND,DISTRICT 2,ND-02,365559,Democratic,229980,62.91186921946937
ND,DISTRICT 2,ND-02,365559,Republican,135579,37.08813078053063
OH,DISTRICT 1,OH-01,150942,Democratic,62043,41.10386771077633
OH,DISTRICT 1,OH-01,150942,Republican,88899,58.89613228922368
OH,DISTRICT 2,OH-02,205571,Democratic,87531,42.579449435961294
OH,DISTRICT 2,OH-02,205571,Republican,118040,57.4205505640387
OH,DISTRICT 3,OH-03,269354,Democratic,102237,37.9563696845044
OH,DISTRICT 3,OH-03,269354,Republican,167117,62.04363031549559
OH,DISTRICT 4,OH-04,152480,Democratic,52797,34.62552465897167
OH,DISTRICT 4,OH-04,152480,Republican,99683,65.37447534102833
OH,DISTRICT 5,OH-05,126550,Democratic,41375,32.69458711971553
OH,DISTRICT 5,OH-05,126550,Republican,85175,67.30541288028448
OH,DISTRICT 6,OH-06,145169,Democratic,65045,44.80639806019192
OH,DISTRICT 6,OH-06,145169,Republican,80124,55.19360193980809
OH,DISTRICT 7,OH-07,138233,Democratic,61713,44.64418771205139
OH,DISTRICT 7,OH-07,138233,Republican,76520,55.355812287948616
OH,DISTRICT 8,OH-08,160477,Democratic,55451,34.5538613009964
OH,DISTRICT 8,OH-08,160477,Republican,105026,65.4461386990036
OH,DISTRICT 9,OH-09,120244,Democratic,38871,32.326768903230096
OH,DISTRICT 9,OH-09,120244,Republican,81373,67.67323109676991
OH,DISTRICT 10,OH-10,191121,Democratic,108688,56.86868528314524
OH,DISTRICT 10,OH-10,191121,Republican,82433,43.13131471685477
OH,DISTRICT 11,OH-11,110564,Democratic,58085,52.53518324228501
OH,DISTRICT 11,OH-11,110564,Republican,52479,47.46481675771499
OH,DISTRICT 12,OH-12,104183,Democratic,104183,100.0
OH,DISTRICT 12,OH-12,104183,Republican,0,0.0
OH,DISTRICT 13,OH-13,190885,Democratic,90894,47.617151688189225
OH,DISTRICT 13,OH-13,190885,Republican,99991,52.38284831181078
OH,DISTRICT 14,OH-14,209269,Democratic,69033,32.987685705957404
OH,DISTRICT 14,OH-14,209269,Republican,140236,67.0123142940426
OH,DISTRICT 15,OH-15,164203,Democratic,91103,55.481933947613626
OH,DISTRICT 15,OH-15,164203,Republican,73100,44.518066052386374
OH,DISTRICT 16,OH-16,192892,Democratic,47366,24.555709930945817
OH,DISTRICT 16,OH-16,192892,Republican,145526,75.44429006905419
OH,DISTRICT 17,OH-17,127999,Democratic,78257,61.13875889655388
OH,DISTRICT 17,OH-17,127999,Republican,49742,38.86124110344612
OH,DISTRICT 18,OH-18,201012,Democratic,70470,35.05760850098502
OH,DISTRICT 18,OH-18,201012,Republican,130542,64.94239149901499
OH,DISTRICT 19,OH-19,176083,Democratic,96474,54.788934763719375
OH,DISTRICT 19,OH-19,176083,Republican,79609,45.21106523628062
OH,DISTRICT 20,OH-20,153572,Democratic,102874,66.987471674524
OH,DISTRICT 20,OH-20,153572,Republican,50698,33.012528325476
OH,DISTRICT 21,OH-21,159839,Democratic,113302,70.88507810984804
OH,DISTRICT 21,OH-21,159839,Republican,46537,29.11492189015197
OH,DISTRICT 22,OH-22,157305,Democratic,103460,65.77031880741235
OH,DISTRICT 22,OH-22,157305,Republican,53845,34.22968119258765
OH,DISTRICT 23,OH-23,105256,Democratic,66930,63.5878239720301
OH,DISTRICT 23,OH-23,105256,Republican,38326,36.4121760279699
OK,DISTRICT 1,OK-01,209898,Democratic,75934,36.17661911976293
OK,DISTRICT 1,OK-01,209898,Republican,133964,63.82338088023707
OK,DISTRICT 2,OK-02,139985,Democratic,79732,56.957531164053286
OK,DISTRICT 2,OK-02,139985,Republican,60253,43.04246883594671
OK,DISTRICT 3,OK-03,74937,Democratic,56138,74.91359408569865
OK,DISTRICT 3,OK-03,74937,Republican,18799,25.086405914301345
OK,DISTRICT 4,OK-04,89209,Democratic,54181,60.73490342902622
OK,DISTRICT 4,OK-04,89209,Republican,35028,39.26509657097378
OK,DISTRICT 5,OK-05,188257,Democratic,125286,66.55051339392426
OK,DISTRICT 5,OK-05,188257,Republican,62971,33.44948660607574
OK,DISTRICT 6,OK-06,136308,Democratic,68192,50.02787804090736
OK,DISTRICT 6,OK-06,136308,Republican,68116,49.97212195909264
OR,DISTRICT 1,OR-01,222432,Democratic,77689,34.92707883757733
OR,DISTRICT 1,OR-01,222432,Republican,144743,65.07292116242267
OR,DISTRICT 2,OR-02,105206,Democratic,62690,59.587856205919806
OR,DISTRICT 2,OR-02,105206,Republican,42516,40.41214379408019
OR,DISTRICT 3,OR-03,246149,Democratic,157243,63.881226411644974
OR,DISTRICT 3,OR-03,246149,Republican,88906,36.11877358835502
OR,DISTRICT 4,OR-04,187969,Democratic,91947,48.91604466693976
OR,DISTRICT 4,OR-04,187969,Republican,96022,51.08395533306024
PA,DISTRICT 1,PA-01,115406,Democratic,88805,76.95007192000416
PA,DISTRICT 1,PA-01,115406,Republican,26601,23.04992807999584
PA,DISTRICT 2,PA-02,151471,Democratic,109452,72.2593763822778
PA,DISTRICT 2,PA-02,151471,Republican,42019,27.740623617722203
PA,DISTRICT 3,PA-03,115214,Democratic,80258,69.65993716041453
PA,DISTRICT 3,PA-03,115214,Republican,34956,30.340062839585467
PA,DISTRICT 4,PA-04,107199,Democratic,84053,78.40838067519287
PA,DISTRICT 4,PA-04,107199,Republican,23146,21.591619324807134
PA,DISTRICT 5,PA-05,230745,Democratic,140658,60.958200611064164
PA,DISTRICT 5,PA-05,230745,Republican,90087,39.041799388935836
PA,DISTRICT 6,PA-06,183407,Democratic,109275,59.58060488421925
PA,DISTRICT 6,PA-06,183407,Republican,74132,40.41939511578075
PA,DISTRICT 7,PA-07,256860,Democratic,120839,47.0446936074126
PA,DISTRICT 7,PA-07,256860,Republican,136021,52.955306392587396
PA,DISTRICT 8,PA-08,216704,Democratic,95140,43.903204370939164
PA,DISTRICT 8,PA-08,216704,Republican,121564,56.096795629060836
PA,DISTRICT 9,PA-09,193576,Democratic,64659,33.40238459313138
PA,DISTRICT 9,PA-09,193576,Republican,128917,66.59761540686861
PA,DISTRICT 10,PA-10,177109,Democratic,80097,45.22469213873942
PA,DISTRICT 10,PA-10,177109,Republican,97012,54.77530786126058
PA,DISTRICT 11,PA-11,171470,Democratic,115042,67.09161952528139
PA,DISTRICT 11,PA-11,171470,Republican,56428,32.908380474718605
PA,DISTRICT 12,PA-12,137646,Democratic,65585,47.647588742135625
PA,DISTRICT 12,PA-12,137646,Republican,72061,52.352411257864375
PA,DISTRICT 13,PA-13,231452,Democratic,88486,38.23082107737241
PA,DISTRICT 13,PA-13,231452,Republican,142966,61.76917892262759
PA,DISTRICT 14,PA-14,111957,Democratic,60211,53.78046928731567
PA,DISTRICT 14,PA-14,111957,Republican,51746,46.21953071268434
PA,DISTRICT 15,PA-15,122955,Democratic,67830,55.16652433817251
PA,DISTRICT 15,PA-15,122955,Republican,55125,44.8334756618275
PA,DISTRICT 16,PA-16,150098,Democratic,56267,37.48684192993911
PA,DISTRICT 16,PA-16,150098,Republican,93831,62.51315807006089
PA,DISTRICT 17,PA-17,144735,Democratic,62695,43.31709676304971
PA,DISTRICT 17,PA-17,144735,Republican,82040,56.68290323695029
PA,DISTRICT 18,PA-18,141850,Democratic,53453,37.68276348255199
PA,DISTRICT 18,PA-18,141850,Republican,88397,62.317236517448
PA,DISTRICT 19,PA-19,166819,Democratic,78043,46.78304030116473
