state,district,geoid,total votes,party,votes,percentage
CA,DISTRICT 7,CA-07,162405,Democratic,102108,62.87244850835874
CA,DISTRICT 7,CA-07,162405,Republican,48133,29.637634309288508
CA,DISTRICT 7,CA-07,162405,Other,12164,7.48991718235276
CA,DISTRICT 8,CA-08,162815,Democratic,104231,64.01805730430243
CA,DISTRICT 8,CA-08,162815,Republican,58584,35.98194269569757
CA,DISTRICT 8,CA-08,162815,Other,0,0.0
CA,DISTRICT 9,CA-09,178412,Democratic,100891,56.549447346591045
CA,DISTRICT 9,CA-09,178412,Republican,77521,43.45055265340896
CA,DISTRICT 9,CA-09,178412,Other,0,0.0
CA,DISTRICT 10,CA-10,238010,Democratic,73530,30.89365993025503
CA,DISTRICT 10,CA-10,238010,Republican,160204,67.30977690013025
CA,DISTRICT 10,CA-10,238010,Other,4276,1.796563169614722
CA,DISTRICT 11,CA-11,208618,Democratic,40979,19.643079695903516
CA,DISTRICT 11,CA-11,208618,Republican,165482,79.32297308957041
CA,DISTRICT 11,CA-11,208618,Other,2157,1.0339472145260715
CA,DISTRICT 12,CA-12,148306,Democratic,0,0.0
CA,DISTRICT 12,CA-12,148306,Republican,140713,94.88018016803096
CA,DISTRICT 12,CA-12,148306,Other,7593,5.119819831969037
CA,DISTRICT 13,CA-13,225285,Democratic,76928,34.146969394322745
CA,DISTRICT 13,CA-13,225285,Republican,148357,65.85303060567725
CA,DISTRICT 13,CA-13,225285,Other,0,0.0
CA,DISTRICT 14,CA-14,213043,Democratic,152500,71.58179334688303
CA,DISTRICT 14,CA-14,213043,Republican,56598,26.56646780227466
CA,DISTRICT 14,CA-14,213043,Other,3945,1.851738850842318
CA,DISTRICT 15,CA-15,159446,Democratic,85761,53.786862009708614
CA,DISTRICT 15,CA-15,159446,Republican,73685,46.213137990291386
CA,DISTRICT 15,CA-15,159446,Other,0,0.0
CA,DISTRICT 16,CA-16,156055,Democratic,97473,62.460670917304796
CA,DISTRICT 16,CA-16,156055,Republican,55192,35.367018038512064
CA,DISTRICT 16,CA-16,156055,Other,3390,2.1723110441831404
CA,DISTRICT 17,CA-17,147929,Democratic,75070,50.74731797010729
CA,DISTRICT 17,CA-17,147929,Republican,71174,48.11362207545511
CA,DISTRICT 17,CA-17,147929,Other,1685,1.1390599544376019
CA,DISTRICT 18,CA-18,153468,Democratic,51274,33.41022232647848
CA,DISTRICT 18,CA-18,153468,Republican,100008,65.16537649542575
CA,DISTRICT 18,CA-18,153468,Other,2186,1.4244011780957595
CA,DISTRICT 19,CA-19,153137,Democratic,96857,63.248594395867755
CA,DISTRICT 19,CA-19,153137,Republican,52284,34.14197744503288
CA,DISTRICT 19,CA-19,153137,Other,3996,2.6094281590993686
CA,DISTRICT 20,CA-20,192121,Democratic,56008,29.15246120934203
CA,DISTRICT 20,CA-20,192121,Republican,133148,69.30424055673248
CA,DISTRICT 20,CA-20,192121,Other,2965,1.5432982339254948
CA,DISTRICT 21,CA-21,95200,Democratic,87205,91.60189075630252
CA,DISTRICT 21,CA-21,95200,Republican,7995,8.398109243697478
CA,DISTRICT 21,CA-21,95200,Other,0,0.0
CA,DISTRICT 22,CA-22,179789,Democratic,102332,56.917831457986864
CA,DISTRICT 22,CA-22,179789,Republican,74433,41.40019689747426
CA,DISTRICT 22,CA-22,179789,Other,3024,1.6819716445388762
CA,DISTRICT 23,CA-23,147234,Democratic,51606,35.05032804922776
CA,DISTRICT 23,CA-23,147234,Republican,95628,64.94967195077224
CA,DISTRICT 23,CA-23,147234,Other,0,0.0
CA,DISTRICT 24,CA-24,208903,Democratic,56723,27.15279340172233
CA,DISTRICT 24,CA-24,208903,Republican,152180,72.84720659827767
CA,DISTRICT 24,CA-24,208903,Other,0,0.0
CA,DISTRICT 25,CA-25,206332,Democratic,64732,31.372739080704882
CA,DISTRICT 25,CA-25,206332,Republican,141600,68.62726091929513
CA,DISTRICT 25,CA-25,206332,Other,0,0.0
CA,DISTRICT 26,CA-26,202234,Democratic,132447,65.49195486416725
CA,DISTRICT 26,CA-26,202234,Republican,63393,31.34636114599919
CA,DISTRICT 26,CA-26,202234,Other,6394,3.1616839898335596
CA,DISTRICT 27,CA-27,219117,Democratic,60808,27.751383963818416
CA,DISTRICT 27,CA-27,219117,Republican,158309,72.24861603618157
CA,DISTRICT 27,CA-27,219117,Other,0,0.0
CA,DISTRICT 28,CA-28,236125,Democratic,63414,26.856114346214927
CA,DISTRICT 28,CA-28,236125,Republican,168208,71.23684489147696
CA,DISTRICT 28,CA-28,236125,Other,4503,1.9070407623080994
CA,DISTRICT 29,CA-29,143020,Democratic,74807,52.30527198993148
CA,DISTRICT 29,CA-29,143020,Republican,68213,47.69472801006852
CA,DISTRICT 29,CA-29,143020,Other,0,0.0
CA,DISTRICT 30,CA-30,111693,Democratic,75381,67.48945770997287
CA,DISTRICT 30,CA-30,111693,Republican,36312,32.510542290027125
CA,DISTRICT 30,CA-30,111693,Other,0,0.0
CA,DISTRICT 31,CA-31,160232,Democratic,94387,58.90646063208348
CA,DISTRICT 31,CA-31,160232,Republican,62711,39.137625443107495
CA,DISTRICT 31,CA-31,160232,Other,3134,1.955913924809027
CA,DISTRICT 32,CA-32,187700,Democratic,45308,24.138518913159295
CA,DISTRICT 32,CA-32,187700,Republican,138494,73.78476291955248
CA,DISTRICT 32,CA-32,187700,Other,3898,2.076718167288226
CA,DISTRICT 33,CA-33,186216,Democratic,59619,32.01604588220132
CA,DISTRICT 33,CA-33,186216,Republican,123426,66.28109292434591
CA,DISTRICT 33,CA-33,186216,Other,3171,1.7028611934527644
CA,DISTRICT 34,CA-34,208213,Democratic,105880,50.85177198349767
CA,DISTRICT 34,CA-34,208213,Republican,102333,49.14822801650233
CA,DISTRICT 34,CA-34,208213,Other,0,0.0
CA,DISTRICT 35,CA-35,293462,Democratic,73778,25.14056334380601
CA,DISTRICT 35,CA-35,293462,Republican,212684,72.47411930675862
CA,DISTRICT 35,CA-35,293462,Other,7000,2.3853173494353612
CA,DISTRICT 36,CA-36,206350,Democratic,58578,28.387690816573784
CA,DISTRICT 36,CA-36,206350,Republican,147772,71.61230918342622
CA,DISTRICT 36,CA-36,206350,Other,0,0.0
CA,DISTRICT 37,CA-37,147803,Democratic,95591,64.67460065086635
CA,DISTRICT 37,CA-37,147803,Republican,52212,35.32539934913365
CA,DISTRICT 37,CA-37,147803,Other,0,0.0
CA,DISTRICT 38,CA-38,192841,Democratic,121025,62.758956860833536
CA,DISTRICT 38,CA-38,192841,Republican,68196,35.36384897402524
CA,DISTRICT 38,CA-38,192841,Other,3620,1.8771941651412303
CO,DISTRICT 1,CO-01,199375,Democratic,91199,45.74244514106583
CO,DISTRICT 1,CO-01,199375,Republican,82677,41.46808777429467
CO,DISTRICT 1,CO-01,199375,Other,25499,12.789467084639499
CO,DISTRICT 2,CO-02,242070,Democratic,89917,37.145040690709294
CO,DISTRICT 2,CO-02,242070,Republican,152153,62.854959309290706
CO,DISTRICT 2,CO-02,242070,Other,0,0.0
CO,DISTRICT 3,CO-03,169531,Democratic,88368,52.12498009213654
CO,DISTRICT 3,CO-03,169531,Republican,81163,47.87501990786346
CO,DISTRICT 3,CO-03,169531,Other,0,0.0
CO,DISTRICT 4,CO-04,169456,Democratic,92680,54.69266358228685
CO,DISTRICT 4,CO-04,169456,Republican,76776,45.30733641771315
CO,DISTRICT 4,CO-04,169456,Other,0,0.0
CT,DISTRICT 1,CT-01,200156,Democratic,124966,62.43430124502888
CT,DISTRICT 1,CT-01,200156,Republican,74615,37.27842283019245
CT,DISTRICT 1,CT-01,200156,Other,575,0.28727592477867264
CT,DISTRICT 2,CT-02,196486,Democratic,106203,54.051179218875646
CT,DISTRICT 2,CT-02,196486,Republican,89098,45.345724377309324
CT,DISTRICT 2,CT-02,196486,Other,1185,0.60309640381503
CT,DISTRICT 3,CT-03,190463,Democratic,102636,53.88763171849651
CT,DISTRICT 3,CT-03,190463,Republican,80696,42.368334007129995
CT,DISTRICT 3,CT-03,190463,Other,7131,3.7440342743735004
CT,DISTRICT 4,CT-04,221277,Democratic,104723,47.32665392245918
CT,DISTRICT 4,CT-04,221277,Republican,113749,51.40570416265585
CT,DISTRICT 4,CT-04,221277,Other,2805,1.2676419148849631
CT,DISTRICT 5,CT-05,195931,Democratic,110337,56.31421265649642
CT,DISTRICT 5,CT-05,195931,Republican,85591,43.68425619223093
CT,DISTRICT 5,CT-05,195931,Other,3,0.0015311512726418992
CT,DISTRICT 6,CT-06,202628,Democratic,76413,37.71097775233433
CT,DISTRICT 6,CT-06,202628,Republican,126208,62.2855676411947
CT,DISTRICT 6,CT-06,202628,Other,7,0.003454606470971435
DE,DISTRICT 1,DE-01,200820,Democratic,82993,41.32705905786276
DE,DISTRICT 1,DE-01,200820,Republican,117827,58.672940942137245
DE,DISTRICT 1,DE-01,200820,Other,0,0.0
FL,DISTRICT 1,FL-01,137278,Democratic,116215,84.65668206121883
FL,DISTRICT 1,FL-01,137278,Republican,21063,15.343317938781158
FL,DISTRICT 1,FL-01,137278,Other,0,0.0
FL,DISTRICT 2,FL-02,87313,Democratic,87313,100.0
FL,DISTRICT 2,FL-02,87313,Republican,0,0.0
FL,DISTRICT 2,FL-02,87313,Other,0,0.0
FL,DISTRICT 3,FL-03,131236,Democratic,103540,78.89603462464567
FL,DISTRICT 3,FL-03,131236,Republican,27696,21.10396537535432
FL,DISTRICT 3,FL-03,131236,Other,0,0.0
FL,DISTRICT 4,FL-04,163225,Democratic,86251,52.84178281513249
FL,DISTRICT 4,FL-04,163225,Republican,76974,47.15821718486751
FL,DISTRICT 4,FL-04,163225,Other,0,0.0
FL,DISTRICT 5,FL-05,176125,Democratic,67505,38.32789212207239
FL,DISTRICT 5,FL-05,176125,Republican,108620,61.67210787792761
FL,DISTRICT 5,FL-05,176125,Other,0,0.0
FL,DISTRICT 6,FL-06,135834,Democratic,84193,61.98227247964427
FL,DISTRICT 6,FL-06,135834,Republican,51637,38.014782749532515
FL,DISTRICT 6,FL-06,135834,Other,4,0.0029447708232106834
FL,DISTRICT 7,FL-07,166435,Democratic,91539,54.999849791209776
FL,DISTRICT 7,FL-07,166435,Republican,74896,45.00015020879022
FL,DISTRICT 7,FL-07,166435,Other,0,0.0
FL,DISTRICT 8,FL-08,117747,Democratic,0,0.0
FL,DISTRICT 8,FL-08,117747,Republican,117747,100.0
FL,DISTRICT 8,FL-08,117747,Other,0,0.0
FL,DISTRICT 9,FL-09,198613,Democratic,111539,56.15896240427364
FL,DISTRICT 9,FL-09,198613,Republican,87074,43.84103759572636
FL,DISTRICT 9,FL-09,198613,Other,0,0.0
FL,DISTRICT 10,FL-10,181982,Democratic,82138,45.13523315492741
FL,DISTRICT 10,FL-10,181982,Republican,99844,54.86476684507259
FL,DISTRICT 10,FL-10,181982,Other,0,0.0
FL,DISTRICT 11,FL-11,129479,Democratic,99154,76.57921361765229
FL,DISTRICT 11,FL-11,129479,Republican,30324,23.42001405633346
FL,DISTRICT 11,FL-11,129479,Other,1,0.0007723260142571383
FL,DISTRICT 12,FL-12,144394,Democratic,82362,57.03976619527127
FL,DISTRICT 12,FL-12,144394,Republican,62032,42.96023380472872
FL,DISTRICT 12,FL-12,144394,Other,0,0.0
GA,DISTRICT 1,GA-01,113521,Democratic,77403,68.1838602549308
GA,DISTRICT 1,GA-01,113521,Republican,36118,31.816139745069194
GA,DISTRICT 1,GA-01,113521,Other,0,0.0
GA,DISTRICT 2,GA-02,72830,Democratic,72830,100.0
GA,DISTRICT 2,GA-02,72830,Republican,0,0.0
GA,DISTRICT 2,GA-02,72830,Other,0,0.0
GA,DISTRICT 3,GA-03,55762,Democratic,55759,99.99461999210932
GA,DISTRICT 3,GA-03,55762,Republican,0,0.0
GA,DISTRICT 3,GA-03,55762,Other,3,0.0053800078906782395
GA,DISTRICT 4,GA-04,136907,Democratic,58154,42.477009941054874
GA,DISTRICT 4,GA-04,136907,Republican,78753,57.522990058945126
GA,DISTRICT 4,GA-04,136907,Other,0,0.0
GA,DISTRICT 5,GA-05,142442,Democratic,63183,44.357001446202666
GA,DISTRICT 5,GA-05,142442,Republican,79258,55.64229651366872
GA,DISTRICT 5,GA-05,142442,Other,1,0.0007020401286137515
GA,DISTRICT 6,GA-06,97293,Democratic,97289,99.99588870730679
GA,DISTRICT 6,GA-06,97293,Republican,0,0.0
GA,DISTRICT 6,GA-06,97293,Other,4,0.004111292693205061
GA,DISTRICT 7,GA-07,96656,Democratic,96505,99.84377586492302
GA,DISTRICT 7,GA-07,96656,Republican,0,0.0
GA,DISTRICT 7,GA-07,96656,Other,151,0.156224135076974
GA,DISTRICT 8,GA-08,64913,Democratic,64912,99.99845947653012
GA,DISTRICT 8,GA-08,64913,Republican,0,0.0
GA,DISTRICT 8,GA-08,64913,Other,1,0.0015405234698750638
GA,DISTRICT 9,GA-09,83832,Democratic,83829,99.99642141425709
GA,DISTRICT 9,GA-09,83832,Republican,0,0.0
GA,DISTRICT 9,GA-09,83832,Other,3,0.0035785857429143997
GA,DISTRICT 10,GA-10,80677,Democratic,80674,99.9962814680764
GA,DISTRICT 10,GA-10,80677,Republican,0,0.0
GA,DISTRICT 10,GA-10,80677,Other,3,0.0037185319235965644
HI,DISTRICT 1,HI-01,242713,Democratic,161954,66.72654534367751
HI,DISTRICT 1,HI-01,242713,Republican,78733,32.438723924964876
HI,DISTRICT 1,HI-01,242713,Other,2026,0.8347307313576117
HI,DISTRICT 2,HI-02,190872,Democratic,149207,78.17123517330987
HI,DISTRICT 2,HI-02,190872,Republican,39233,20.554612515193426
HI,DISTRICT 2,HI-02,190872,Other,2432,1.2741523114967097
ID,DISTRICT 1,ID-01,152872,Democratic,62002,40.55811397770684
ID,DISTRICT 1,ID-01,152872,Republican,90870,59.441886022293154
ID,DISTRICT 1,ID-01,152872,Other,0,0.0
ID,DISTRICT 2,ID-02,123662,Democratic,54256,43.8744319192638
ID,DISTRICT 2,ID-02,123662,Republican,65029,52.586081415471206
ID,DISTRICT 2,ID-02,123662,Other,4377,3.5394866652649966
IL,DISTRICT 1,IL-01,140965,Democratic,119207,84.56496293406165
IL,DISTRICT 1,IL-01,140965,Republican,21758,15.435037065938353
IL,DISTRICT 1,IL-01,140965,Other,0,0.0
IL,DISTRICT 2,IL-02,163155,Democratic,106642,65.36238546167755
IL,DISTRICT 2,IL-02,163155,Republican,56513,34.63761453832245
IL,DISTRICT 2,IL-02,163155,Other,0,0.0
IL,DISTRICT 3,IL-03,188264,Democratic,101729,54.0352908681426
IL,DISTRICT 3,IL-03,188264,Republican,86535,45.96470913185739
IL,DISTRICT 3,IL-03,188264,Other,0,0.0
IL,DISTRICT 4,IL-04,221361,Democratic,70145,31.688057065156013
IL,DISTRICT 4,IL-04,221361,Republican,151216,68.31194293484398
IL,DISTRICT 4,IL-04,221361,Other,0,0.0
IL,DISTRICT 5,IL-05,174471,Democratic,96584,55.35819706426855
IL,DISTRICT 5,IL-05,174471,Republican,77887,44.64180293573144
IL,DISTRICT 5,IL-05,174471,Other,0,0.0
IL,DISTRICT 6,IL-06,158778,Democratic,94779,59.69277859653101
IL,DISTRICT 6,IL-06,158778,Republican,63999,40.30722140346899
IL,DISTRICT 6,IL-06,158778,Other,0,0.0
IL,DISTRICT 7,IL-07,104363,Democratic,86769,83.14153483514272
IL,DISTRICT 7,IL-07,104363,Republican,17594,16.85846516485728
IL,DISTRICT 7,IL-07,104363,Other,0,0.0
IL,DISTRICT 8,IL-08,167257,Democratic,105003,62.779435240378575
IL,DISTRICT 8,IL-08,167257,Republican,62254,37.220564759621425
IL,DISTRICT 8,IL-08,167257,Other,0,0.0
IL,DISTRICT 9,IL-09,184719,Democratic,119032,64.43949999729318
IL,DISTRICT 9,IL-09,184719,Republican,65687,35.56050000270681
IL,DISTRICT 9,IL-09,184719,Other,0,0.0
IL,DISTRICT 10,IL-10,222164,Democratic,73766,33.203399290614136
IL,DISTRICT 10,IL-10,222164,Republican,148398,66.79660070938586
IL,DISTRICT 10,IL-10,222164,Other,0,0.0
IL,DISTRICT 11,IL-11,229817,Democratic,128152,55.76262852617517
IL,DISTRICT 11,IL-11,229817,Republican,101665,44.23737147382483
IL,DISTRICT 11,IL-11,229817,Other,0,0.0
IL,DISTRICT 12,IL-12,170895,Democratic,50525,29.564937534743557
IL,DISTRICT 12,IL-12,170895,Republican,120370,70.43506246525645
IL,DISTRICT 12,IL-12,170895,Other,0,0.0
IL,DISTRICT 13,IL-13,256701,Democratic,69987,27.264015333013898
IL,DISTRICT 13,IL-13,256701,Republican,186714,72.73598466698611
IL,DISTRICT 13,IL-13,256701,Other,0,0.0
IL,DISTRICT 14,IL-14,229625,Democratic,66293,28.870114316820906
IL,DISTRICT 14,IL-14,229625,Republican,163332,71.1298856831791
IL,DISTRICT 14,IL-14,229625,Other,0,0.0
IL,DISTRICT 15,IL-15,176724,Democratic,55291,31.286639052986576
IL,DISTRICT 15,IL-15,176724,Republican,121432,68.71279509291325
IL,DISTRICT 15,IL-15,176724,Other,1,0.0005658541001788099
IL,DISTRICT 16,IL-16,164875,Democratic,53838,32.653828658074296
IL,DISTRICT 16,IL-16,164875,Republican,111037,67.3461713419257
IL,DISTRICT 16,IL-16,164875,Other,0,0.0
IL,DISTRICT 17,IL-17,187705,Democratic,65192,34.731094003889076
IL,DISTRICT 17,IL-17,187705,Republican,122513,65.26890599611092
IL,DISTRICT 17,IL-17,187705,Other,0,0.0
IL,DISTRICT 18,IL-18,174295,Democratic,68173,39.11357181789495
IL,DISTRICT 18,IL-18,174295,Republican,106122,60.88642818210506
IL,DISTRICT 18,IL-18,174295,Other,0,0.0
IL,DISTRICT 19,IL-19,181083,Democratic,66135,36.52192640943655
IL,DISTRICT 19,IL-19,181083,Republican,114948,63.47807359056345
IL,DISTRICT 19,IL-19,181083,Other,0,0.0
IL,DISTRICT 20,IL-20,187533,Democratic,63412,33.813782107682385
IL,DISTRICT 20,IL-20,187533,Republican,124121,66.18621789231763
IL,DISTRICT 20,IL-20,187533,Other,0,0.0
IL,DISTRICT 21,IL-21,205788,Democratic,111425,54.145528407876064
IL,DISTRICT 21,IL-21,205788,Republican,94363,45.854471592123936
IL,DISTRICT 21,IL-21,205788,Other,0,0.0
IL,DISTRICT 22,IL-22,179235,Democratic,63957,35.683320779981585
IL,DISTRICT 22,IL-22,179235,Republican,115258,64.30552068513404
IL,DISTRICT 22,IL-22,179235,Other,20,0.011158534884369681
IL,DISTRICT 23,IL-23,193294,Democratic,104349,53.9846037642141
IL,DISTRICT 23,IL-23,193294,Republican,88945,46.0153962357859
IL,DISTRICT 23,IL-23,193294,Other,0,0.0
IL,DISTRICT 24,IL-24,159156,Democratic,113507,71.31807786071526
IL,DISTRICT 24,IL-24,159156,Republican,45649,28.681922139284726
IL,DISTRICT 24,IL-24,159156,Other,0,0.0
IN,DISTRICT 1,IN-01,158724,Democratic,90055,56.73685138983393
IN,DISTRICT 1,IN-01,158724,Republican,68318,43.042010029989164
IN,DISTRICT 1,IN-01,158724,Other,351,0.22113858017691088
IN,DISTRICT 2,IN-02,189322,Democratic,85084,44.941422549941365
IN,DISTRICT 2,IN-02,189322,Republican,104238,55.058577450058635
IN,DISTRICT 2,IN-02,189322,Other,0,0.0
IN,DISTRICT 3,IN-03,180806,Democratic,94452,52.239416833512166
IN,DISTRICT 3,IN-03,180806,Republican,86354,47.760583166487834
IN,DISTRICT 3,IN-03,180806,Other,0,0.0
IN,DISTRICT 4,IN-04,192492,Democratic,93515,48.58123973983334
IN,DISTRICT 4,IN-04,192492,Republican,98977,51.41876026016665
IN,DISTRICT 4,IN-04,192492,Other,0,0.0
IN,DISTRICT 5,IN-05,181907,Democratic,67370,37.03540820309279
IN,DISTRICT 5,IN-05,181907,Republican,114537,62.96459179690721
IN,DISTRICT 5,IN-05,181907,Other,0,0.0
IN,DISTRICT 6,IN-06,219147,Democratic,76940,35.108853874340056
IN,DISTRICT 6,IN-06,219147,Republican,142207,64.89114612565994
IN,DISTRICT 6,IN-06,219147,Other,0,0.0
IN,DISTRICT 7,IN-07,193981,Democratic,78045,40.23332182017826
IN,DISTRICT 7,IN-07,193981,Republican,115921,59.75894546373098
IN,DISTRICT 7,IN-07,193981,Other,15,0.0077327160907511554
IN,DISTRICT 8,IN-08,201227,Democratic,91642,45.5416022700731
IN,DISTRICT 8,IN-08,201227,Republican,109585,54.4583977299269
IN,DISTRICT 8,IN-08,201227,Other,0,0.0
IN,DISTRICT 9,IN-09,188719,Democratic,102707,54.423243022695125
IN,DISTRICT 9,IN-09,188719,Republican,86012,45.57675697730488
IN,DISTRICT 9,IN-09,188719,Other,0,0.0
IN,DISTRICT 10,IN-10,182071,Democratic,83981,46.12541261376057
IN,DISTRICT 10,IN-10,182071,Republican,98090,53.87458738623943
IN,DISTRICT 10,IN-10,182071,Other,0,0.0
IN,DISTRICT 11,IN-11,150740,Democratic,80015,53.08146477378267
IN,DISTRICT 11,IN-11,150740,Republican,70725,46.91853522621733
IN,DISTRICT 11,IN-11,150740,Other,0,0.0
IA,DISTRICT 1,IA-01,172469,Democratic,81049,46.9933727220544
IA,DISTRICT 1,IA-01,172469,Republican,91419,53.00604746360216
IA,DISTRICT 1,IA-01,172469,Other,1,0.0005798143434472282
IA,DISTRICT 2,IA-02,188289,Democratic,103651,55.048887614252564
IA,DISTRICT 2,IA-02,188289,Republican,84634,44.94898799186357
IA,DISTRICT 2,IA-02,188289,Other,4,0.0021243938838700085
IA,DISTRICT 3,IA-03,159003,Democratic,57164,35.95152292724036
IA,DISTRICT 3,IA-03,159003,Republican,101839,64.04847707275964
IA,DISTRICT 3,IA-03,159003,Other,0,0.0
IA,DISTRICT 4,IA-04,154393,Democratic,71134,46.07333234019677
IA,DISTRICT 4,IA-04,154393,Republican,83259,53.92666765980323
IA,DISTRICT 4,IA-04,154393,Other,0,0.0
IA,DISTRICT 5,IA-05,160296,Democratic,99586,62.126316314817586
IA,DISTRICT 5,IA-05,160296,Republican,60710,37.873683685182414
IA,DISTRICT 5,IA-05,160296,Other,0,0.0
IA,DISTRICT 6,IA-06,154973,Democratic,54171,34.9551212146632
IA,DISTRICT 6,IA-06,154973,Republican,100802,65.0448787853368
IA,DISTRICT 6,IA-06,154973,Other,0,0.0
IA,DISTRICT 7,IA-07,133988,Democratic,46774,34.9090963369854
IA,DISTRICT 7,IA-07,133988,Republican,87212,65.08941099202914
IA,DISTRICT 7,IA-07,133988,Other,2,0.0014926709854613846
KS,DISTRICT 1,KS-01,169116,Democratic,82102,48.54774237801273
KS,DISTRICT 1,KS-01,169116,Republican,87012,51.45107500177393
KS,DISTRICT 1,KS-01,169116,Other,2,0.0011826202133446864
KS,DISTRICT 2,KS-02,163919,Democratic,53151,32.42516120766964
KS,DISTRICT 2,KS-02,163919,Republican,110768,67.57483879233035
KS,DISTRICT 2,KS-02,163919,Other,0,0.0
KS,DISTRICT 3,KS-03,160549,Democratic,59672,37.16746912157659
KS,DISTRICT 3,KS-03,160549,Republican,100877,62.83253087842341
KS,DISTRICT 3,KS-03,160549,Other,0,0.0
KS,DISTRICT 4,KS-04,157613,Democratic,55621,35.28960174604887
KS,DISTRICT 4,KS-04,157613,Republican,101991,64.70976378851998
KS,DISTRICT 4,KS-04,157613,Other,1,0.0006344654311509837
