state,district,geoid,total votes,party,votes,percentage
UT,DISTRICT 2,UT-02,186643,Democratic,87000,46.6130527263278
UT,DISTRICT 2,UT-02,186643,Republican,97549,52.26501931494886
UT,DISTRICT 2,UT-02,186643,Other,2094,1.1219279587233382
VT,DISTRICT 1,VT-01,152557,Democratic,44415,29.113708318857867
VT,DISTRICT 1,VT-01,152557,Republican,103806,68.04407532922122
VT,DISTRICT 1,VT-01,152557,Other,4336,2.8422163519209214
VA,DISTRICT 1,VA-01,71479,Democratic,71441,99.94683753270192
VA,DISTRICT 1,VA-01,71479,Republican,0,0.0
VA,DISTRICT 1,VA-01,71479,Other,38,0.05316246729808755
VA,DISTRICT 2,VA-02,71462,Democratic,27362,38.28888080378383
VA,DISTRICT 2,VA-02,71462,Republican,44099,61.70971985110968
VA,DISTRICT 2,VA-02,71462,Other,1,0.0013993451064901626
VA,DISTRICT 3,VA-03,108337,Democratic,73104,67.47833150262606
VA,DISTRICT 3,VA-03,108337,Republican,35229,32.51797631464781
VA,DISTRICT 3,VA-03,108337,Other,4,0.0036921827261231156
VA,DISTRICT 4,VA-04,90511,Democratic,55233,61.023522002850484
VA,DISTRICT 4,VA-04,90511,Republican,9876,10.911380937123665
VA,DISTRICT 4,VA-04,90511,Other,25402,28.065097060025852
VA,DISTRICT 5,VA-05,74294,Democratic,54261,73.03550757800092
VA,DISTRICT 5,VA-05,74294,Republican,20029,26.959108407139205
VA,DISTRICT 5,VA-05,74294,Other,4,0.005384014859881013
VA,DISTRICT 6,VA-06,83536,Democratic,21219,25.401024707910363
VA,DISTRICT 6,VA-06,83536,Republican,62311,74.59179276000766
VA,DISTRICT 6,VA-06,83536,Other,6,0.007182532081976632
VA,DISTRICT 7,VA-07,85244,Democratic,32617,38.26310356154099
VA,DISTRICT 7,VA-07,85244,Republican,52619,61.72751161372061
VA,DISTRICT 7,VA-07,85244,Other,8,0.009384824738398011
VA,DISTRICT 8,VA-08,106855,Democratic,38680,36.198586870057554
VA,DISTRICT 8,VA-08,106855,Republican,68167,63.79392634879042
VA,DISTRICT 8,VA-08,106855,Other,8,0.007486781152028449
VA,DISTRICT 9,VA-09,88561,Democratic,34609,39.07927868926503
VA,DISTRICT 9,VA-09,88561,Republican,53950,60.91846298031866
VA,DISTRICT 9,VA-09,88561,Other,2,0.0022583304163232122
VA,DISTRICT 10,VA-10,123723,Democratic,56255,45.46850625995167
VA,DISTRICT 10,VA-10,123723,Republican,67468,54.53149374004833
WA,DISTRICT 1,WA-01,166340,Democratic,53156,31.956234219069373
WA,DISTRICT 1,WA-01,166340,Republican,107072,64.36936395334857
WA,DISTRICT 1,WA-01,166340,Other,6112,3.6744018275820607
WA,DISTRICT 2,WA-02,161611,Democratic,117562,72.74381075545601
WA,DISTRICT 2,WA-02,161611,Republican,44049,27.256189244544
WA,DISTRICT 3,WA-03,138458,Democratic,81892,59.1457337243063
WA,DISTRICT 3,WA-03,138458,Republican,56566,40.85426627569371
WA,DISTRICT 4,WA-04,133363,Democratic,70119,52.57755149479241
WA,DISTRICT 4,WA-04,133363,Republican,63244,47.42244850520759
WA,DISTRICT 5,WA-05,131565,Democratic,88189,67.03074525899744
WA,DISTRICT 5,WA-05,131565,Republican,43376,32.969254741002544
WA,DISTRICT 6,WA-06,141675,Democratic,98282,69.37144873830951
WA,DISTRICT 6,WA-06,141675,Republican,42213,29.795659078877712
WA,DISTRICT 6,WA-06,141675,Other,1180,0.8328921828127757
WA,DISTRICT 7,WA-07,149112,Democratic,99308,66.59960298299265
WA,DISTRICT 7,WA-07,149112,Republican,47426,31.805622619239234
WA,DISTRICT 7,WA-07,149112,Other,2378,1.5947743977681208
WV,DISTRICT 1,WV-01,99623,Democratic,61296,61.52796041074852
WV,DISTRICT 1,WV-01,99623,Republican,38327,38.47203958925148
WV,DISTRICT 2,WV-02,89772,Democratic,56263,62.67321659314709
WV,DISTRICT 2,WV-02,89772,Republican,33509,37.32678340685291
WV,DISTRICT 3,WV-03,88155,Democratic,53630,60.83602745164767
WV,DISTRICT 3,WV-03,88155,Republican,34525,39.16397254835233
WV,DISTRICT 4,WV-04,92756,Democratic,62501,67.3821639570486
WV,DISTRICT 4,WV-04,92756,Republican,30255,32.617836042951396
WV,DISTRICT 5,WV-05,68547,Democratic,48286,70.44217835937387
WV,DISTRICT 5,WV-05,68547,Republican,20261,29.55782164062614
WI,DISTRICT 1,WI-01,143499,Democratic,87428,60.92586011052342
WI,DISTRICT 1,WI-01,143499,Republican,56067,39.07135241360567
WI,DISTRICT 1,WI-01,143499,Other,4,0.0027874758709119925
WI,DISTRICT 2,WI-02,150232,Democratic,102879,68.4800841365355
WI,DISTRICT 2,WI-02,150232,Republican,46620,31.03200383406997
WI,DISTRICT 2,WI-02,150232,Other,733,0.48791202939453643
WI,DISTRICT 3,WI-03,116979,Democratic,52085,44.52508569914258
WI,DISTRICT 3,WI-03,116979,Republican,64891,55.47234973798716
WI,DISTRICT 3,WI-03,116979,Other,3,0.002564562870258764
WI,DISTRICT 4,WI-04,127576,Democratic,102464,80.31604690537405
WI,DISTRICT 4,WI-04,127576,Republican,23081,18.091960870383144
WI,DISTRICT 4,WI-04,127576,Other,2031,1.5919922242428042
WI,DISTRICT 5,WI-05,80198,Democratic,60630,75.6003890371331
WI,DISTRICT 5,WI-05,80198,Republican,18360,22.893338986009624
WI,DISTRICT 5,WI-05,80198,Other,1208,1.5062719768572783
WI,DISTRICT 6,WI-06,145541,Democratic,44794,30.77758157495139
WI,DISTRICT 6,WI-06,145541,Republican,98587,67.73830054761201
WI,DISTRICT 6,WI-06,145541,Other,2160,1.4841178774365986
WI,DISTRICT 7,WI-07,131276,Democratic,88746,67.6026082452238
WI,DISTRICT 7,WI-07,131276,Republican,41330,31.4832871202657
WI,DISTRICT 7,WI-07,131276,Other,1200,0.9141046345104971
WI,DISTRICT 8,WI-08,138521,Democratic,60345,43.56379177164473
WI,DISTRICT 8,WI-08,138521,Republican,76893,55.50999487442338
WI,DISTRICT 8,WI-08,138521,Other,1283,0.9262133539318947
WI,DISTRICT 9,WI-09,162857,Democratic,78123,47.970305237109855
WI,DISTRICT 9,WI-09,162857,Republican,84732,52.028466691637455
WI,DISTRICT 9,WI-09,162857,Other,2,0.0012280712526940812
WI,DISTRICT 10,WI-10,129705,Democratic,62991,48.56482016884468
WI,DISTRICT 10,WI-10,129705,Republican,66014,50.89549362013801
WI,DISTRICT 10,WI-10,129705,Other,700,0.5396862110173085
WY,DISTRICT 1,WY-01,116304,Democratic,58456,50.26138395927913
WY,DISTRICT 1,WY-01,116304,Republican,57848,49.73861604072087
