state,district,geoid,total_votes,party,votes,percentage
NJ,DISTRICT 15,NJ-15,152793,Republican,66142,43.288632332633036
NM,DISTRICT 1,NM-01,244913,Democratic,128651,52.52926549427755
NM,DISTRICT 1,NM-01,244913,Republican,116262,47.47073450572244
NM,DISTRICT 2,NM-02,237141,Democratic,152684,64.38532349952139
NM,DISTRICT 2,NM-02,237141,Republican,84457,35.61467650047862
NY,DISTRICT 1,NY-01,138752,Democratic,81021,58.39267181734318
NY,DISTRICT 1,NY-01,138752,Republican,53133,38.293502075645755
NY,DISTRICT 1,NY-01,138752,Other,4598,3.3138261070110704
NY,DISTRICT 2,NY-02,126315,Democratic,52481,41.547718006570875
NY,DISTRICT 2,NY-02,126315,Republican,70352,55.69568143134228
NY,DISTRICT 2,NY-02,126315,Other,3482,2.7566005620868466
NY,DISTRICT 3,NY-03,146065,Democratic,55917,38.282271591414776
NY,DISTRICT 3,NY-03,146065,Republican,86430,59.172286310888985
NY,DISTRICT 3,NY-03,146065,Other,3718,2.545442097696231
NY,DISTRICT 4,NY-04,132070,Democratic,53818,40.74960248353146
NY,DISTRICT 4,NY-04,132070,Republican,74508,56.4155372151132
NY,DISTRICT 4,NY-04,132070,Other,3744,2.834860301355342
NY,DISTRICT 5,NY-05,156466,Democratic,62932,40.22087865734409
NY,DISTRICT 5,NY-05,156466,Republican,89964,57.49747548988279
NY,DISTRICT 5,NY-05,156466,Other,3570,2.2816458527731265
NY,DISTRICT 6,NY-06,152358,Democratic,49632,32.57590674595361
NY,DISTRICT 6,NY-06,152358,Republican,96475,63.32125651426246
NY,DISTRICT 6,NY-06,152358,Other,6251,4.10283673978393
NY,DISTRICT 7,NY-07,136637,Democratic,73867,54.060759530727395
NY,DISTRICT 7,NY-07,136637,Republican,55654,40.73128069263816
NY,DISTRICT 7,NY-07,136637,Other,7116,5.20795977663444
NY,DISTRICT 8,NY-08,158017,Democratic,90791,57.45647620192764
NY,DISTRICT 8,NY-08,158017,Republican,53122,33.61790187131764
NY,DISTRICT 8,NY-08,158017,Other,14104,8.925621926754717
NY,DISTRICT 9,NY-09,146363,Democratic,85987,58.7491374186099
NY,DISTRICT 9,NY-09,146363,Republican,51325,35.0669226512165
NY,DISTRICT 9,NY-09,146363,Other,9051,6.18393993017361
NY,DISTRICT 10,NY-10,111426,Democratic,79044,70.93856012061816
NY,DISTRICT 10,NY-10,111426,Republican,21210,19.035054655107427
NY,DISTRICT 10,NY-10,111426,Other,11172,10.026385224274406
NY,DISTRICT 11,NY-11,83926,Democratic,53850,64.16366799323214
NY,DISTRICT 11,NY-11,83926,Republican,23844,28.410742797226128
NY,DISTRICT 11,NY-11,83926,Other,6232,7.425589209541739
NY,DISTRICT 12,NY-12,151867,Democratic,92323,60.792008797171206
NY,DISTRICT 12,NY-12,151867,Republican,45492,29.955158131786362
NY,DISTRICT 12,NY-12,151867,Other,14052,9.252833071042426
NY,DISTRICT 13,NY-13,156518,Democratic,101373,64.76763056006338
NY,DISTRICT 13,NY-13,156518,Republican,39765,25.406023588341277
NY,DISTRICT 13,NY-13,156518,Other,15380,9.826345851595343
NY,DISTRICT 14,NY-14,76585,Democratic,50419,65.83404060847424
NY,DISTRICT 14,NY-14,76585,Republican,22287,29.10099889012209
NY,DISTRICT 14,NY-14,76585,Other,3879,5.064960501403669
NY,DISTRICT 15,NY-15,110821,Democratic,51095,46.10588245910071
NY,DISTRICT 15,NY-15,110821,Republican,55219,49.82719881610886
NY,DISTRICT 15,NY-15,110821,Other,4507,4.066918724790428
NY,DISTRICT 16,NY-16,121530,Democratic,57666,47.450012342631446
NY,DISTRICT 16,NY-16,121530,Republican,55821,45.931868674401386
NY,DISTRICT 16,NY-16,121530,Other,8043,6.618118982967168
NY,DISTRICT 17,NY-17,142752,Democratic,37573,26.320471867294327
NY,DISTRICT 17,NY-17,142752,Republican,98024,68.66733916162295
NY,DISTRICT 17,NY-17,142752,Other,7155,5.012188971082717
NY,DISTRICT 18,NY-18,84895,Democratic,59125,69.64485540962364
NY,DISTRICT 18,NY-18,84895,Republican,18313,21.571352847635314
NY,DISTRICT 18,NY-18,84895,Other,7457,8.783791742741034
NY,DISTRICT 19,NY-19,102357,Democratic,59880,58.501128403528824
NY,DISTRICT 19,NY-19,102357,Republican,31244,30.524536670672255
NY,DISTRICT 19,NY-19,102357,Other,11233,10.97433492579892
NY,DISTRICT 20,NY-20,130089,Democratic,79933,61.444856982527355
NY,DISTRICT 20,NY-20,130089,Republican,35664,27.415077370108154
NY,DISTRICT 20,NY-20,130089,Other,14492,11.140065647364498
NY,DISTRICT 21,NY-21,96783,Democratic,65242,67.41059896882717
NY,DISTRICT 21,NY-21,96783,Republican,20354,21.03055288635401
NY,DISTRICT 21,NY-21,96783,Other,11187,11.558848144818821
NY,DISTRICT 22,NY-22,72771,Democratic,51241,70.41403855931621
NY,DISTRICT 22,NY-22,72771,Republican,14901,20.47656346621594
NY,DISTRICT 22,NY-22,72771,Other,6629,9.109397974467852
NY,DISTRICT 23,NY-23,128277,Democratic,69836,54.44156006142956
NY,DISTRICT 23,NY-23,128277,Republican,39692,30.942413682889374
NY,DISTRICT 23,NY-23,128277,Other,18749,14.616026255681064
NY,DISTRICT 24,NY-24,129366,Democratic,46455,35.90974444599044
NY,DISTRICT 24,NY-24,129366,Republican,77785,60.12785430484053
NY,DISTRICT 24,NY-24,129366,Other,5126,3.9624012491690244
NY,DISTRICT 25,NY-25,178848,Democratic,64156,35.87180175344427
NY,DISTRICT 25,NY-25,178848,Republican,109989,61.498590982286636
NY,DISTRICT 25,NY-25,178848,Other,4703,2.6296072642691
NY,DISTRICT 26,NY-26,152789,Democratic,55301,36.19435954159004
NY,DISTRICT 26,NY-26,152789,Republican,93064,60.91014405487306
NY,DISTRICT 26,NY-26,152789,Other,4424,2.8954964035369035
NY,DISTRICT 27,NY-27,150264,Democratic,59923,39.87848054091466
NY,DISTRICT 27,NY-27,150264,Republican,86958,57.87014853857211
NY,DISTRICT 27,NY-27,150264,Other,3383,2.25137092051323
NY,DISTRICT 28,NY-28,147525,Democratic,50070,33.94001016776818
NY,DISTRICT 28,NY-28,147525,Republican,94531,64.07795288934079
NY,DISTRICT 28,NY-28,147525,Other,2924,1.9820369428910352
NY,DISTRICT 29,NY-29,210032,Democratic,120177,57.21842385922146
NY,DISTRICT 29,NY-29,210032,Republican,83719,39.860116553668014
NY,DISTRICT 29,NY-29,210032,Other,6136,2.9214595871105353
NY,DISTRICT 30,NY-30,170764,Democratic,57822,33.860766906373705
NY,DISTRICT 30,NY-30,170764,Republican,108860,63.748799512777865
NY,DISTRICT 30,NY-30,170764,Other,4082,2.3904335808484225
NY,DISTRICT 31,NY-31,110454,Democratic,41999,38.02397378094049
NY,DISTRICT 31,NY-31,110454,Republican,66283,60.00959675521032
NY,DISTRICT 31,NY-31,110454,Other,2172,1.9664294638492044
NY,DISTRICT 32,NY-32,135289,Democratic,54565,40.33217778237699
NY,DISTRICT 32,NY-32,135289,Republican,77875,57.5619599523982
NY,DISTRICT 32,NY-32,135289,Other,2849,2.105862265224815
NY,DISTRICT 33,NY-33,138391,Democratic,41412,29.923911237002404
NY,DISTRICT 33,NY-33,138391,Republican,92460,66.81070300814359
NY,DISTRICT 33,NY-33,138391,Other,4519,3.265385754854001
NY,DISTRICT 34,NY-34,154789,Democratic,67149,43.380989605204505
NY,DISTRICT 34,NY-34,154789,Republican,84780,54.77133388031449
NY,DISTRICT 34,NY-34,154789,Other,2860,1.847676514481003
NY,DISTRICT 35,NY-35,144257,Democratic,75482,52.32467055324872
NY,DISTRICT 35,NY-35,144257,Republican,65697,45.54163749419439
NY,DISTRICT 35,NY-35,144257,Other,3078,2.133691952556895
NY,DISTRICT 36,NY-36,162952,Democratic,64185,39.38889979871373
NY,DISTRICT 36,NY-36,162952,Republican,96581,59.26960086405813
NY,DISTRICT 36,NY-36,162952,Other,2186,1.341499337228141
NY,DISTRICT 37,NY-37,158249,Democratic,54281,34.301006641432174
NY,DISTRICT 37,NY-37,158249,Republican,101821,64.34227072524945
NY,DISTRICT 37,NY-37,158249,Other,2147,1.3567226333183782
NY,DISTRICT 38,NY-38,121964,Democratic,36992,30.330261388606473
NY,DISTRICT 38,NY-38,121964,Republican,83361,68.34885703978223
NY,DISTRICT 38,NY-38,121964,Other,1611,1.3208815716112952
NY,DISTRICT 39,NY-39,158962,Democratic,55774,35.08637284382431
NY,DISTRICT 39,NY-39,158962,Republican,99527,62.6105610145821
NY,DISTRICT 39,NY-39,158962,Other,3661,2.3030661415935882
NY,DISTRICT 40,NY-40,139710,Democratic,63782,45.653138644334696
NY,DISTRICT 40,NY-40,139710,Republican,72706,52.04065564383365
NY,DISTRICT 40,NY-40,139710,Other,3222,2.3062057118316512
NY,DISTRICT 41,NY-41,131526,Democratic,88776,67.4969207609142
NY,DISTRICT 41,NY-41,131526,Republican,37544,28.54492647841491
NY,DISTRICT 41,NY-41,131526,Other,5206,3.958152760670894
NC,DISTRICT 1,NC-01,17898,Democratic,17898,100.0
NC,DISTRICT 2,NC-02,21050,Democratic,21050,100.0
NC,DISTRICT 3,NC-03,34056,Democratic,34056,100.0
NC,DISTRICT 4,NC-04,77842,Democratic,45249,58.129287531152855
NC,DISTRICT 4,NC-04,77842,Republican,32593,41.87071246884715
NC,DISTRICT 5,NC-05,79436,Democratic,47009,59.17845812981519
NC,DISTRICT 5,NC-05,79436,Republican,32427,40.8215418701848
NC,DISTRICT 6,NC-06,71848,Democratic,43021,59.87779757265338
NC,DISTRICT 6,NC-06,71848,Republican,28827,40.12220242734662
NC,DISTRICT 7,NC-07,43068,Democratic,33173,77.02470511748862
NC,DISTRICT 7,NC-07,43068,Republican,9895,22.975294882511378
NC,DISTRICT 8,NC-08,115629,Democratic,50926,44.042584472753376
NC,DISTRICT 8,NC-08,115629,Republican,64703,55.957415527246624
NC,DISTRICT 9,NC-09,133946,Democratic,66332,49.521448942111
NC,DISTRICT 9,NC-09,133946,Republican,67608,50.47407164081048
NC,DISTRICT 9,NC-09,133946,Other,6,0.004479417078524181
NC,DISTRICT 10,NC-10,95549,Democratic,52641,55.093198254298834
NC,DISTRICT 10,NC-10,95549,Republican,42908,44.90680174570116
NC,DISTRICT 11,NC-11,128213,Democratic,70791,55.21358988558103
NC,DISTRICT 11,NC-11,128213,Republican,57422,44.78641011441897
ND,DISTRICT 1,ND-01,112254,Democratic,50924,45.3649758583213
ND,DISTRICT 1,ND-01,112254,Republican,61330,54.63502414167869
ND,DISTRICT 2,ND-02,104028,Democratic,47825,45.97319952320529
ND,DISTRICT 2,ND-02,104028,Republican,56203,54.02680047679471
OH,DISTRICT 1,OH-01,118584,Democratic,44264,37.32712676246374
OH,DISTRICT 1,OH-01,118584,Republican,74320,62.672873237536265
OH,DISTRICT 2,OH-02,168483,Democratic,62733,37.23402361069069
OH,DISTRICT 2,OH-02,168483,Republican,105750,62.76597638930931
OH,DISTRICT 3,OH-03,199157,Democratic,85573,42.96760846969978
OH,DISTRICT 3,OH-03,199157,Republican,113584,57.03239153030022
OH,DISTRICT 4,OH-04,110656,Democratic,32866,29.701055523423946
OH,DISTRICT 4,OH-04,110656,Republican,77790,70.29894447657605
OH,DISTRICT 5,OH-05,98386,Democratic,29114,29.591608562193812
OH,DISTRICT 5,OH-05,98386,Republican,69272,70.40839143780619
OH,DISTRICT 6,OH-06,120480,Democratic,47737,39.62234395750332
OH,DISTRICT 6,OH-06,120480,Republican,72743,60.377656042496675
OH,DISTRICT 7,OH-07,123588,Democratic,39908,32.29116095413794
OH,DISTRICT 7,OH-07,123588,Republican,83680,67.70883904586206
OH,DISTRICT 8,OH-08,94858,Democratic,28400,29.939488498597903
OH,DISTRICT 8,OH-08,94858,Republican,66458,70.0605115014021
OH,DISTRICT 9,OH-09,150722,Democratic,86443,57.352609439895964
OH,DISTRICT 9,OH-09,150722,Republican,64279,42.64739056010403
OH,DISTRICT 10,OH-10,88289,Democratic,42131,47.71942144548019
OH,DISTRICT 10,OH-10,88289,Republican,46158,52.28057855451982
OH,DISTRICT 11,OH-11,147509,Democratic,72936,49.4451186029327
OH,DISTRICT 11,OH-11,147509,Republican,74573,50.5548813970673
OH,DISTRICT 12,OH-12,190879,Democratic,60563,31.728477202835304
OH,DISTRICT 12,OH-12,190879,Republican,130316,68.27152279716469
OH,DISTRICT 13,OH-13,115888,Democratic,52030,44.896796907358826
OH,DISTRICT 13,OH-13,115888,Republican,63858,55.103203092641174
OH,DISTRICT 14,OH-14,187856,Democratic,86947,46.283855719274335
OH,DISTRICT 14,OH-14,187856,Republican,100909,53.716144280725665
OH,DISTRICT 15,OH-15,79951,Democratic,41856,52.35206564020463
OH,DISTRICT 15,OH-15,79951,Republican,38095,47.64793435979537
OH,DISTRICT 16,OH-16,160725,Democratic,64213,39.95209208275004
OH,DISTRICT 16,OH-16,160725,Republican,96512,60.047907917249965
OH,DISTRICT 17,OH-17,119391,Democratic,49415,41.38921694265062
OH,DISTRICT 17,OH-17,119391,Republican,69976,58.61078305734938
OH,DISTRICT 18,OH-18,108663,Democratic,66327,61.039176168521024
OH,DISTRICT 18,OH-18,108663,Republican,42336,38.960823831478976
OH,DISTRICT 19,OH-19,122167,Democratic,75967,62.18291355275974
OH,DISTRICT 19,OH-19,122167,Republican,46200,37.81708644724026
OH,DISTRICT 20,OH-20,128869,Democratic,91544,71.03647890493447
OH,DISTRICT 20,OH-20,128869,Republican,37325,28.96352109506553
OH,DISTRICT 21,OH-21,99541,Democratic,79514,79.88065219356848
OH,DISTRICT 21,OH-21,99541,Republican,20027,20.11934780643152
OH,DISTRICT 22,OH-22,115551,Democratic,35353,30.595148462583623
OH,DISTRICT 22,OH-22,115551,Republican,74603,64.56283372709886
OH,DISTRICT 22,OH-22,115551,Other,5595,4.842017810317522
OH,DISTRICT 23,OH-23,150417,Democratic,42907,28.52536614877308
OH,DISTRICT 23,OH-23,150417,Republican,107510,71.47463385122693
OH,DISTRICT 24,OH-24,2950646,Democratic,1164628,39.47027193367148
OH,DISTRICT 24,OH-24,2950646,Republican,1786018,60.52972806632852
OK,DISTRICT 1,OK-01,149534,Democratic,46949,31.39687295197079
OK,DISTRICT 1,OK-01,149534,Republican,102585,68.60312704802921
OK,DISTRICT 2,OK-02,116449,Democratic,65968,56.64969213990674
OK,DISTRICT 2,OK-02,116449,Republican,50481,43.35030786009326
OK,DISTRICT 3,OK-03,56010,Democratic,56010,100.0
OK,DISTRICT 4,OK-04,66000,Democratic,66000,100.0
OK,DISTRICT 5,OK-05,131217,Democratic,90392,68.88741550256445
OK,DISTRICT 5,OK-05,131217,Republican,40825,31.11258449743555
OK,DISTRICT 6,OK-06,105403,Democratic,56418,53.52599072132672
OK,DISTRICT 6,OK-06,105403,Republican,48985,46.474009278673286
OR,DISTRICT 1,OR-01,192904,Democratic,73641,38.17494712395803
OR,DISTRICT 1,OR-01,192904,Republican,119263,61.825052876041966
OR,DISTRICT 2,OR-02,83330,Democratic,53335,64.0045601824073
OR,DISTRICT 2,OR-02,83330,Republican,29995,35.995439817592704
OR,DISTRICT 3,OR-03,199403,Democratic,131573,65.9834606299805
OR,DISTRICT 3,OR-03,199403,Republican,67830,34.01653937001951
OR,DISTRICT 4,OR-04,155143,Democratic,83660,53.924443900143736
OR,DISTRICT 4,OR-04,155143,Republican,71483,46.075556099856264
PA,DISTRICT 1,PA-01,161675,Democratic,102722,63.536106386268756
PA,DISTRICT 1,PA-01,161675,Republican,58953,36.46389361373125
PA,DISTRICT 2,PA-02,129419,Democratic,86812,67.07824971603861
PA,DISTRICT 2,PA-02,129419,Republican,42607,32.9217502839614
PA,DISTRICT 3,PA-03,137232,Democratic,81405,59.319254984260226
PA,DISTRICT 3,PA-03,137232,Republican,55827,40.68074501573977
PA,DISTRICT 4,PA-04,186314,Democratic,104300,55.980763657052066
PA,DISTRICT 4,PA-04,186314,Republican,82014,44.01923634294793
PA,DISTRICT 5,PA-05,169058,Democratic,94501,55.89856735558211
PA,DISTRICT 5,PA-05,169058,Republican,74557,44.10143264441789
PA,DISTRICT 6,PA-06,220683,Democratic,112959,51.1860904555403
PA,DISTRICT 6,PA-06,220683,Republican,107724,48.8139095444597
PA,DISTRICT 7,PA-07,225437,Democratic,88482,39.24910285356884
PA,DISTRICT 7,PA-07,225437,Republican,136955,60.75089714643115
PA,DISTRICT 8,PA-08,185896,Democratic,84043,45.20968713689374
PA,DISTRICT 8,PA-08,185896,Republican,101853,54.79031286310625
PA,DISTRICT 9,PA-09,169445,Democratic,55565,32.79235150048688
PA,DISTRICT 9,PA-09,169445,Republican,113880,67.20764849951311
PA,DISTRICT 10,PA-10,182434,Democratic,86680,47.513073221000475
PA,DISTRICT 10,PA-10,182434,Republican,95754,52.48692677899953
PA,DISTRICT 11,PA-11,153017,Democratic,101754,66.49849363142657
PA,DISTRICT 11,PA-11,153017,Republican,51263,33.50150636857342
PA,DISTRICT 12,PA-12,162417,Democratic,64227,39.54450580912096
PA,DISTRICT 12,PA-12,162417,Republican,98190,60.45549419087904
PA,DISTRICT 13,PA-13,204081,Democratic,68234,33.434763647767305
PA,DISTRICT 13,PA-13,204081,Republican,135847,66.56523635223269
PA,DISTRICT 14,PA-14,141856,Democratic,93130,65.65108278817956
PA,DISTRICT 14,PA-14,141856,Republican,48726,34.34891721182044
PA,DISTRICT 15,PA-15,110502,Democratic,63574,57.531990371215
PA,DISTRICT 15,PA-15,110502,Republican,46928,42.468009628785
PA,DISTRICT 16,PA-16,135045,Democratic,44932,33.27187233885001
PA,DISTRICT 16,PA-16,135045,Republican,90113,66.72812766114998
PA,DISTRICT 17,PA-17,152780,Democratic,56692,37.10695117161932
PA,DISTRICT 17,PA-17,152780,Republican,96088,62.893048828380685
PA,DISTRICT 18,PA-18,168693,Democratic,60260,35.72169562459616
PA,DISTRICT 18,PA-18,168693,Republican,108433,64.27830437540383
PA,DISTRICT 19,PA-19,145919,Democratic,62995,43.1712114255169
PA,DISTRICT 19,PA-19,145919,Republican,82924,56.8287885744831
PA,DISTRICT 20,PA-20,158659,Democratic,106971,67.4219552625442
PA,DISTRICT 20,PA-20,158659,Republican,51688,32.578044737455805
PA,DISTRICT 21,PA-21,134953,Democratic,80410,59.583706920187026
PA,DISTRICT 21,PA-21,134953,Republican,54543,40.416293079812974
PA,DISTRICT 22,PA-22,143638,Democratic,61054,42.50546512761247
PA,DISTRICT 22,PA-22,143638,Republican,82584,57.494534872387526
PA,DISTRICT 23,PA-23,135015,Democratic,54798,40.586601488723474
PA,DISTRICT 23,PA-23,135015,Republican,79158,58.62904121764249
PA,DISTRICT 23,PA-23,135015,Other,1059,0.7843572936340406
PA,DISTRICT 24,PA-24,159962,Democratic,77749,48.60466860879459
PA,DISTRICT 24,PA-24,159962,Republican,82213,51.39533139120541
PA,DISTRICT 25,PA-25,155182,Democratic,87552,56.41891456483356
PA,DISTRICT 25,PA-25,155182,Republican,67630,43.58108543516645
PA,DISTRICT 26,PA-26,153877,Democratic,94932,61.69343046719133
PA,DISTRICT 26,PA-26,153877,Republican,58945,38.30656953280867
PA,DISTRICT 27,PA-27,171018,Democratic,58984,34.48993673180601
PA,DISTRICT 27,PA-27,171018,Republican,112034,65.510063268194
RI,DISTRICT 1,RI-01,141517,Democratic,80333,56.76561826494343
RI,DISTRICT 1,RI-01,141517,Republican,61184,43.234381735056566
RI,DISTRICT 2,RI-02,177137,Democratic,127182,71.79866431067478
RI,DISTRICT 2,RI-02,177137,Republican,49955,28.201335689325212
SC,DISTRICT 1,SC-01,39176,Democratic,39176,100.0
SC,DISTRICT 2,SC-02,74096,Democratic,39149,52.83551068883611
SC,DISTRICT 2,SC-02,74096,Republican,34947,47.16448931116389
SC,DISTRICT 3,SC-03,34545,Democratic,34545,100.0
SC,DISTRICT 4,SC-04,47044,Democratic,47044,100.0
SC,DISTRICT 5,SC-05,30850,Democratic,28989,93.96758508914101
SC,DISTRICT 5,SC-05,30850,Republican,1861,6.032414910858995
SC,DISTRICT 6,SC-06,36811,Democratic,36811,100.0
SD,DISTRICT 1,SD-01,192396,Democratic,78421,40.76020291482151
SD,DISTRICT 1,SD-01,192396,Republican,113975,59.23979708517848
SD,DISTRICT 2,SD-02,60335,Democratic,23243,38.5232452142206
SD,DISTRICT 2,SD-02,60335,Republican,37092,61.4767547857794
TN,DISTRICT 1,TN-01,91527,Democratic,40113,43.82641187846209
TN,DISTRICT 1,TN-01,91527,Republican,49320,53.88573863450129
TN,DISTRICT 1,TN-01,91527,Other,2094,2.2878494870366124
TN,DISTRICT 2,TN-02,86885,Democratic,25579,29.440064453012603
TN,DISTRICT 2,TN-02,86885,Republican,61306,70.55993554698739
TN,DISTRICT 3,TN-03,93201,Democratic,45597,48.92329481443332
TN,DISTRICT 3,TN-03,93201,Republican,47604,51.076705185566674
TN,DISTRICT 4,TN-04,52316,Democratic,46005,87.93676886612126
TN,DISTRICT 4,TN-04,52316,Other,6311,12.063231133878736
TN,DISTRICT 5,TN-05,79031,Democratic,30182,38.190077311434756
TN,DISTRICT 5,TN-05,79031,Other,48849,61.809922688565244
TN,DISTRICT 6,TN-06,44524,Democratic,36404,81.76264486569042
TN,DISTRICT 6,TN-06,44524,Other,8120,18.237355134309585
TN,DISTRICT 7,TN-07,24746,Democratic,24746,100.0
TN,DISTRICT 8,TN-08,24182,Democratic,23521,97.2665619055496
TN,DISTRICT 8,TN-08,24182,Other,661,2.7334380944504177
TN,DISTRICT 9,TN-09,109495,Democratic,55345,50.54568701767204
TN,DISTRICT 9,TN-09,109495,Republican,54123,49.42965432211516
TN,DISTRICT 9,TN-09,109495,Other,27,0.024658660212795103
TX,DISTRICT 1,TX-01,39607,Democratic,26669,67.33405711111672
TX,DISTRICT 1,TX-01,39607,Republican,12938,32.66594288888328
TX,DISTRICT 2,TX-02,68422,Democratic,47037,68.74543275554646
TX,DISTRICT 2,TX-02,68422,Republican,21385,31.25456724445354
TX,DISTRICT 3,TX-03,51718,Democratic,26915,52.041842298619436
TX,DISTRICT 3,TX-03,51718,Republican,24803,47.958157701380564
TX,DISTRICT 4,TX-04,32738,Democratic,23573,72.00500946911845
TX,DISTRICT 4,TX-04,32738,Republican,9165,27.99499053088154
TX,DISTRICT 5,TX-05,159751,Democratic,69813,43.70113489117439
TX,DISTRICT 5,TX-05,159751,Republican,89938,56.298865108825616
TX,DISTRICT 6,TX-06,33617,Democratic,33617,100.0
TX,DISTRICT 7,TX-07,42801,Democratic,37756,88.21289222214435
TX,DISTRICT 7,TX-07,42801,Republican,5045,11.787107777855658
TX,DISTRICT 8,TX-08,71760,Democratic,51285,71.46739130434783
TX,DISTRICT 8,TX-08,71760,Republican,20475,28.532608695652172
TX,DISTRICT 9,TX-09,84773,Democratic,56179,66.26992084743964
TX,DISTRICT 9,TX-09,84773,Republican,28594,33.730079152560364
TX,DISTRICT 10,TX-10,68561,Democratic,43396,63.29545951780167
TX,DISTRICT 10,TX-10,68561,Republican,25165,36.70454048219833
TX,DISTRICT 11,TX-11,41698,Democratic,41698,100.0
TX,DISTRICT 12,TX-12,88584,Democratic,53705,60.62607242842951
TX,DISTRICT 12,TX-12,88584,Republican,34879,39.37392757157049
TX,DISTRICT 13,TX-13,56519,Democratic,37941,67.12963782090978
TX,DISTRICT 13,TX-13,56519,Republican,18578,32.870362179090215
TX,DISTRICT 14,TX-14,86426,Democratic,60803,70.35267164973503
TX,DISTRICT 14,TX-14,86426,Republican,25623,29.647328350264967
TX,DISTRICT 15,TX-15,53552,Democratic,53552,100.0
TX,DISTRICT 16,TX-16,81916,Democratic,37821,46.17046730797402
TX,DISTRICT 16,TX-16,81916,Republican,44095,53.829532692025985
TX,DISTRICT 17,TX-17,46895,Democratic,46895,100.0
TX,DISTRICT 18,TX-18,73782,Democratic,43389,58.80702610392778
TX,DISTRICT 18,TX-18,73782,Republican,30393,41.19297389607221
TX,DISTRICT 19,TX-19,69947,Democratic,46925,67.08650835632693
TX,DISTRICT 19,TX-19,69947,Republican,23022,32.91349164367306
TX,DISTRICT 20,TX-20,62776,Democratic,62776,100.0
TX,DISTRICT 21,TX-21,51571,Democratic,39261,76.12999554012914
TX,DISTRICT 21,TX-21,51571,Republican,12310,23.87000445987086
TX,DISTRICT 22,TX-22,136593,Democratic,73141,53.54666783802977
TX,DISTRICT 22,TX-22,136593,Republican,63452,46.45333216197024
TX,DISTRICT 23,TX-23,1551699,Democratic,870860,56.12299808145781
TX,DISTRICT 23,TX-23,1551699,Republican,680839,43.87700191854219
UT,DISTRICT 1,UT-01,116021,Democratic,56989,49.11955594245869
UT,DISTRICT 1,UT-01,116021,Republican,59032,50.88044405754131
UT,DISTRICT 2,UT-02,201016,Democratic,92631,46.08140645520755
UT,DISTRICT 2,UT-02,201016,Republican,108385,53.91859354479246
VA,DISTRICT 1,VA-01,21724,Democratic,21664,99.72380777020805
VA,DISTRICT 1,VA-01,21724,Other,60,0.2761922297919352
VA,DISTRICT 2,VA-02,40430,Democratic,30306,74.95918872124659
VA,DISTRICT 2,VA-02,40430,Republican,10121,25.033391046252785
VA,DISTRICT 2,VA-02,40430,Other,3,0.007420232500618353
VA,DISTRICT 3,VA-03,58067,Democratic,28914,49.79420324797217
VA,DISTRICT 3,VA-03,58067,Republican,28566,49.19489555169029
VA,DISTRICT 3,VA-03,58067,Other,587,1.0109012003375413
VA,DISTRICT 4,VA-04,30792,Democratic,30642,99.5128604832424
VA,DISTRICT 4,VA-04,30792,Other,150,0.48713951675759937
VA,DISTRICT 5,VA-05,13861,Democratic,13827,99.75470745256474
VA,DISTRICT 5,VA-05,13861,Other,34,0.24529254743524997
VA,DISTRICT 6,VA-06,67346,Democratic,23280,34.56775458082143
VA,DISTRICT 6,VA-06,67346,Republican,44060,65.42333620408041
VA,DISTRICT 6,VA-06,67346,Other,6,0.008909215098149853
VA,DISTRICT 7,VA-07,52011,Democratic,26302,50.570071715598615
VA,DISTRICT 7,VA-07,52011,Republican,25704,49.42031493337948
VA,DISTRICT 7,VA-07,52011,Other,5,0.009613351021899212
VA,DISTRICT 8,VA-08,21198,Democratic,20931,98.74044721200114
VA,DISTRICT 8,VA-08,21198,Other,267,1.2595527879988677
VA,DISTRICT 9,VA-09,53745,Democratic,32893,61.201972276490835
VA,DISTRICT 9,VA-09,53745,Republican,20851,38.79616708531026
VA,DISTRICT 9,VA-09,53745,Other,1,0.0018606381989022236
VA,DISTRICT 10,VA-10,89562,Democratic,39940,44.594805832830886
VA,DISTRICT 10,VA-10,89562,Republican,49611,55.3929121725732
VA,DISTRICT 10,VA-10,89562,Other,11,0.012281994595922377
VT,DISTRICT 1,VT-01,121357,Democratic,52535,43.28963306607777
VT,DISTRICT 1,VT-01,121357,Republican,68822,56.71036693392223
WA,DISTRICT 1,WA-01,147230,Democratic,38669,26.264348298580455
WA,DISTRICT 1,WA-01,147230,Republican,108561,73.73565170141954
WA,DISTRICT 2,WA-02,117831,Democratic,47333,40.17024382378152
WA,DISTRICT 2,WA-02,117831,Republican,70498,59.82975617621848
WA,DISTRICT 3,WA-03,105674,Democratic,69045,65.337736813218
WA,DISTRICT 3,WA-03,105674,Republican,36629,34.66226318678199
WA,DISTRICT 4,WA-04,124069,Democratic,40887,32.95504920648994
WA,DISTRICT 4,WA-04,124069,Republican,83182,67.04495079351005
WA,DISTRICT 5,WA-05,121837,Democratic,43333,35.56637146351272
WA,DISTRICT 5,WA-05,121837,Republican,78504,64.43362853648728
WA,DISTRICT 6,WA-06,112351,Democratic,32513,28.938772240567506
WA,DISTRICT 6,WA-06,112351,Republican,79838,71.06122775943248
WA,DISTRICT 7,WA-07,152158,Democratic,66052,43.41013946029785
WA,DISTRICT 7,WA-07,152158,Republican,86106,56.58986053970215
WV,DISTRICT 1,WV-01,162884,Democratic,65328,40.107070062130106
