state,district,geoid,total_votes,party,votes,percentage
CA,CALIFORNIA 07,CA-07,132484,Democratic,84644,63.88997916729567
CA,CALIFORNIA 07,CA-07,132484,Republican,46763,35.297092479091816
CA,CALIFORNIA 07,CA-07,132484,Other,1077,0.8129283536125118
CA,CALIFORNIA 08,CA-08,140990,Democratic,92263,65.43939286474219
CA,CALIFORNIA 08,CA-08,140990,Republican,48727,34.56060713525782
CA,CALIFORNIA 09,CA-09,154095,Democratic,97311,63.15000486712742
CA,CALIFORNIA 09,CA-09,154095,Republican,56784,36.84999513287258
CA,CALIFORNIA 10,CA-10,226562,Democratic,70013,30.9023578534794
CA,CALIFORNIA 10,CA-10,226562,Republican,156549,69.0976421465206
CA,CALIFORNIA 11,CA-11,191284,Democratic,77605,40.57056523284749
CA,CALIFORNIA 11,CA-11,191284,Republican,113679,59.429434767152514
CA,CALIFORNIA 12,CA-12,139857,Democratic,31787,22.728215248432328
CA,CALIFORNIA 12,CA-12,139857,Republican,108070,77.27178475156768
CA,CALIFORNIA 13,CA-13,172941,Democratic,56240,32.51976107458613
CA,CALIFORNIA 13,CA-13,172941,Republican,116701,67.48023892541387
CA,CALIFORNIA 14,CA-14,192752,Democratic,108668,56.37710633352702
CA,CALIFORNIA 14,CA-14,192752,Republican,83878,43.51602058603802
CA,CALIFORNIA 14,CA-14,192752,Other,206,0.10687308043496307
CA,CALIFORNIA 15,CA-15,143283,Democratic,81733,57.0430546540762
CA,CALIFORNIA 15,CA-15,143283,Republican,61550,42.9569453459238
CA,CALIFORNIA 16,CA-16,165579,Democratic,118063,71.30312418845385
CA,CALIFORNIA 16,CA-16,165579,Republican,47329,28.583938784507694
CA,CALIFORNIA 16,CA-16,165579,Other,187,0.11293702703845294
CA,CALIFORNIA 17,CA-17,126577,Democratic,76962,60.80251546489489
CA,CALIFORNIA 17,CA-17,126577,Republican,49615,39.19748453510511
CA,CALIFORNIA 18,CA-18,173045,Democratic,76346,44.119159756132795
CA,CALIFORNIA 18,CA-18,173045,Republican,96699,55.880840243867205
CA,CALIFORNIA 19,CA-19,132660,Democratic,82592,62.25840494497211
CA,CALIFORNIA 19,CA-19,132660,Republican,50068,37.741595055027894
CA,CALIFORNIA 20,CA-20,175689,Democratic,46730,26.598136479802374
CA,CALIFORNIA 20,CA-20,175689,Republican,128896,73.36600470148956
CA,CALIFORNIA 20,CA-20,175689,Other,63,0.03585881870805799
CA,CALIFORNIA 21,CA-21,87522,Democratic,74216,84.7969653344302
CA,CALIFORNIA 21,CA-21,87522,Republican,13294,15.189323827152029
CA,CALIFORNIA 21,CA-21,87522,Other,12,0.013710838417769248
CA,CALIFORNIA 22,CA-22,176656,Democratic,94420,53.44851009872295
CA,CALIFORNIA 22,CA-22,176656,Republican,82207,46.53507381577756
CA,CALIFORNIA 22,CA-22,176656,Other,29,0.016416085499501857
CA,CALIFORNIA 23,CA-23,138474,Democratic,45141,32.59889943238442
CA,CALIFORNIA 23,CA-23,138474,Republican,93320,67.39171252365065
CA,CALIFORNIA 23,CA-23,138474,Other,13,0.009388043964932044
CA,CALIFORNIA 24,CA-24,194446,Democratic,46115,23.71609598551783
CA,CALIFORNIA 24,CA-24,194446,Republican,148190,76.21139030887753
CA,CALIFORNIA 24,CA-24,194446,Other,141,0.07251370560464088
CA,CALIFORNIA 25,CA-25,133512,Democratic,63345,47.44517346755348
CA,CALIFORNIA 25,CA-25,133512,Republican,70154,52.54508957996285
CA,CALIFORNIA 25,CA-25,133512,Other,13,0.00973695248367188
CA,CALIFORNIA 26,CA-26,165750,Democratic,103289,62.31613876319758
CA,CALIFORNIA 26,CA-26,165750,Republican,62441,37.67179487179487
CA,CALIFORNIA 26,CA-26,165750,Other,20,0.012066365007541479
CA,CALIFORNIA 27,CA-27,143717,Democratic,49785,34.64099584600291
CA,CALIFORNIA 27,CA-27,143717,Republican,93890,65.32978005385584
CA,CALIFORNIA 27,CA-27,143717,Other,42,0.029224100141249817
CA,CALIFORNIA 28,CA-28,292491,Democratic,81007,27.69555302556318
CA,CALIFORNIA 28,CA-28,292491,Republican,211404,72.27709570550888
CA,CALIFORNIA 28,CA-28,292491,Other,80,0.027351268927932822
CA,CALIFORNIA 29,CA-29,135202,Democratic,69115,51.11980592003077
CA,CALIFORNIA 29,CA-29,135202,Republican,66079,48.87427700773657
CA,CALIFORNIA 29,CA-29,135202,Other,8,0.0059170722326592805
CA,CALIFORNIA 30,CA-30,108699,Democratic,72173,66.39711496885896
CA,CALIFORNIA 30,CA-30,108699,Republican,36506,33.58448559784359
CA,CALIFORNIA 30,CA-30,108699,Other,20,0.01839943329745444
CA,CALIFORNIA 31,CA-31,146605,Democratic,92875,63.350499641894885
CA,CALIFORNIA 31,CA-31,146605,Republican,53708,36.63449404863409
CA,CALIFORNIA 31,CA-31,146605,Other,22,0.015006309471027593
CA,CALIFORNIA 32,CA-32,173954,Democratic,34609,19.895489612196325
CA,CALIFORNIA 32,CA-32,173954,Republican,139328,80.09473768927418
CA,CALIFORNIA 32,CA-32,173954,Other,17,0.009772698529496304
CA,CALIFORNIA 33,CA-33,191480,Democratic,89071,46.517129726342176
CA,CALIFORNIA 33,CA-33,191480,Republican,102401,53.47869229162314
CA,CALIFORNIA 33,CA-33,191480,Other,8,0.004177982034677251
CA,CALIFORNIA 34,CA-34,229391,Democratic,127976,55.7894599177823
CA,CALIFORNIA 34,CA-34,229391,Republican,101410,44.20836039774882
CA,CALIFORNIA 34,CA-34,229391,Other,5,0.0021796844688762853
CA,CALIFORNIA 35,CA-35,259476,Democratic,69873,26.928502057993803
CA,CALIFORNIA 35,CA-35,259476,Republican,189582,73.06340470794986
CA,CALIFORNIA 35,CA-35,259476,Other,21,0.00809323405632891
CA,CALIFORNIA 36,CA-36,163979,Democratic,44365,27.055293665652307
CA,CALIFORNIA 36,CA-36,163979,Republican,119274,72.73736271107886
CA,CALIFORNIA 36,CA-36,163979,Other,340,0.20734362326883318
CA,CALIFORNIA 37,CA-37,130940,Democratic,80060,61.142508018939964
CA,CALIFORNIA 37,CA-37,130940,Republican,50817,38.809378341224985
CA,CALIFORNIA 37,CA-37,130940,Other,63,0.04811363983503895
CA,CALIFORNIA 38,CA-38,152774,Democratic,83216,54.47000144003561
CA,CALIFORNIA 38,CA-38,152774,Republican,69444,45.455378532996455
CA,CALIFORNIA 38,CA-38,152774,Other,114,0.07462002696793957
CO,COLORADO 01,CO-01,165420,Democratic,92688,56.031918752266954
CO,COLORADO 01,CO-01,165420,Republican,72732,43.968081247733046
CO,COLORADO 02,CO-02,184071,Democratic,86685,47.09324119497368
CO,COLORADO 02,CO-02,184071,Republican,95123,51.67734189524694
CO,COLORADO 02,CO-02,184071,Other,2263,1.2294169097793786
CO,COLORADO 03,CO-03,147483,Democratic,76270,51.714434884020534
CO,COLORADO 03,CO-03,147483,Republican,71213,48.285565115979466
CO,COLORADO 04,CO-04,143511,Democratic,84107,58.60665732940332
CO,COLORADO 04,CO-04,143511,Republican,59404,41.39334267059668
CT,CONNECTICUT 01,CT-01,100571,Democratic,100447,99.87670402004554
CT,CONNECTICUT 01,CT-01,100571,Other,124,0.12329597995446002
CT,CONNECTICUT 02,CT-02,160820,Democratic,90298,56.148488993906234
CT,CONNECTICUT 02,CT-02,160820,Republican,69402,43.155080213903744
CT,CONNECTICUT 02,CT-02,160820,Other,1120,0.6964307921900261
CT,CONNECTICUT 03,CT-03,153255,Democratic,86029,56.13454699683535
CT,CONNECTICUT 03,CT-03,153255,Republican,67226,43.86545300316466
CT,CONNECTICUT 04,CT-04,176151,Democratic,89709,50.927329393531686
CT,CONNECTICUT 04,CT-04,176151,Republican,86337,49.013062656470865
CT,CONNECTICUT 04,CT-04,176151,Other,105,0.05960794999744538
CT,CONNECTICUT 05,CT-05,163895,Democratic,96801,59.06281460691296
CT,CONNECTICUT 05,CT-05,163895,Republican,67094,40.93718539308704
CT,CONNECTICUT 06,CT-06,167503,Democratic,79865,47.67974304937822
CT,CONNECTICUT 06,CT-06,167503,Republican,81907,48.898825692674166
CT,CONNECTICUT 06,CT-06,167503,Other,5731,3.4214312579476185
DE,DELAWARE 01,DE-01,163103,Democratic,72142,44.23094608928101
DE,DELAWARE 01,DE-01,163103,Republican,90961,55.76905391071899
FL,FLORIDA 01,FL-01,58409,Democratic,55547,95.10007019466178
FL,FLORIDA 01,FL-01,58409,Other,2862,4.8999298053382185
FL,FLORIDA 02,FL-02,93846,Democratic,71565,76.25791189821622
FL,FLORIDA 02,FL-02,93846,Republican,22281,23.74208810178377
FL,FLORIDA 03,FL-03,72038,Democratic,72038,100.0
FL,FLORIDA 04,FL-04,146227,Democratic,70155,47.97677583483215
FL,FLORIDA 04,FL-04,146227,Republican,75875,51.88850212341086
FL,FLORIDA 04,FL-04,146227,Other,197,0.13472204175699426
FL,FLORIDA 05,FL-05,50874,Democratic,50772,99.79950465856822
FL,FLORIDA 05,FL-05,50874,Other,102,0.2004953414317726
FL,FLORIDA 06,FL-06,102084,Democratic,64498,63.18130167313193
FL,FLORIDA 06,FL-06,102084,Republican,37586,36.81869832686807
FL,FLORIDA 07,FL-07,148294,Democratic,43275,29.18189542395512
FL,FLORIDA 07,FL-07,148294,Republican,105019,70.81810457604489
FL,FLORIDA 08,FL-08,76328,Democratic,76328,100.0
FL,FLORIDA 09,FL-09,51636,Democratic,51636,100.0
FL,FLORIDA 10,FL-10,81950,Republican,80989,98.82733374008542
FL,FLORIDA 10,FL-10,81950,Other,961,1.172666259914582
FL,FLORIDA 11,FL-11,62195,Democratic,62195,100.0
FL,FLORIDA 12,FL-12,109683,Democratic,62457,56.94319083176062
FL,FLORIDA 12,FL-12,109683,Republican,47226,43.05680916823938
GA,GEORGIA 01,GA-01,92036,Democratic,53413,58.03489938719631
GA,GEORGIA 01,GA-01,92036,Republican,38619,41.96075448737451
GA,GEORGIA 01,GA-01,92036,Other,4,0.004346125429179886
GA,GEORGIA 02,GA-02,54488,Democratic,54487,99.99816473351932
GA,GEORGIA 02,GA-02,54488,Other,1,0.0018352664806929966
GA,GEORGIA 03,GA-03,69373,Democratic,42425,61.15491617776369
GA,GEORGIA 03,GA-03,69373,Republican,26255,37.846136104824645
GA,GEORGIA 03,GA-03,69373,Other,693,0.9989477174116732
GA,GEORGIA 04,GA-04,110143,Democratic,54891,49.83612213213731
GA,GEORGIA 04,GA-04,110143,Republican,55249,50.16115413598685
GA,GEORGIA 04,GA-04,110143,Other,3,0.0027237318758341427
GA,GEORGIA 05,GA-05,92174,Democratic,36751,39.871330310065744
GA,GEORGIA 05,GA-05,92174,Republican,55423,60.128669689934256
GA,GEORGIA 06,GA-06,109225,Democratic,74176,67.91119249256123
GA,GEORGIA 06,GA-06,109225,Republican,35048,32.08789196612497
GA,GEORGIA 06,GA-06,109225,Other,2,0.0018310826276035706
GA,GEORGIA 07,GA-07,100997,Democratic,65614,64.96628612731071
GA,GEORGIA 07,GA-07,100997,Republican,35383,35.03371387268929
GA,GEORGIA 08,GA-08,77986,Democratic,60059,77.01254071243557
GA,GEORGIA 08,GA-08,77986,Republican,17926,22.986177006129303
GA,GEORGIA 08,GA-08,77986,Other,1,0.001282281435129382
GA,GEORGIA 09,GA-09,61937,Democratic,61930,99.98869819332548
GA,GEORGIA 09,GA-09,61937,Other,7,0.011301806674524113
GA,GEORGIA 10,GA-10,82689,Democratic,54141,65.47545622755143
GA,GEORGIA 10,GA-10,82689,Republican,28547,34.52333442174896
GA,GEORGIA 10,GA-10,82689,Other,1,0.0012093506996093796
HI,HAWAII 01,HI-01,140110,Democratic,140110,100.0
HI,HAWAII 02,HI-02,270634,Democratic,140880,52.05554364935669
HI,HAWAII 02,HI-02,270634,Republican,129754,47.94445635064331
ID,IDAHO 01,ID-01,135856,Democratic,65446,48.17306559886939
ID,IDAHO 01,ID-01,135856,Republican,70410,51.82693440113061
ID,IDAHO 02,ID-02,112372,Democratic,33348,29.67643185135087
ID,IDAHO 02,ID-02,112372,Republican,79024,70.32356814864913
IL,ILLINOIS 01,IL-01,457586,Democratic,234423,51.230369810265174
IL,ILLINOIS 01,IL-01,457586,Republican,223163,48.769630189734826
IL,ILLINOIS 02,IL-02,372226,Democratic,182987,49.16018762794646
IL,ILLINOIS 02,IL-02,372226,Republican,189239,50.83981237205354
IL,ILLINOIS 03,IL-03,499825,Democratic,226359,45.287650677737204
IL,ILLINOIS 03,IL-03,499825,Republican,273466,54.71234932226279
IL,ILLINOIS 04,IL-04,310852,Democratic,188958,60.78712699290981
IL,ILLINOIS 04,IL-04,310852,Republican,121894,39.212873007090195
IL,ILLINOIS 05,IL-05,40502,Democratic,40502,100.0
IL,ILLINOIS 06,IL-06,147500,Democratic,84126,57.034576271186445
IL,ILLINOIS 06,IL-06,147500,Republican,63374,42.96542372881356
IL,ILLINOIS 07,IL-07,102612,Democratic,82962,80.85019295988774
IL,ILLINOIS 07,IL-07,102612,Republican,19650,19.149807040112268
IL,ILLINOIS 08,IL-08,158008,Democratic,94631,59.89000556933826
IL,ILLINOIS 08,IL-08,158008,Republican,63377,40.109994430661736
IL,ILLINOIS 09,IL-09,161621,Democratic,96746,59.8597954473738
IL,ILLINOIS 09,IL-09,161621,Republican,64875,40.14020455262621
IL,ILLINOIS 10,IL-10,191026,Democratic,58376,30.5591908954802
IL,ILLINOIS 10,IL-10,191026,Republican,132650,69.4408091045198
IL,ILLINOIS 11,IL-11,208240,Democratic,105996,50.90088359585094
IL,ILLINOIS 11,IL-11,208240,Republican,102244,49.09911640414906
IL,ILLINOIS 12,IL-12,90483,Republican,90483,100.0
IL,ILLINOIS 13,IL-13,208876,Democratic,50107,23.98887378157376
IL,ILLINOIS 13,IL-13,208876,Republican,158769,76.01112621842624
IL,ILLINOIS 14,IL-14,181827,Democratic,51385,28.260379371600475
IL,ILLINOIS 14,IL-14,181827,Republican,130442,71.73962062839952
IL,ILLINOIS 15,IL-15,141141,Democratic,39123,27.71908942121708
IL,ILLINOIS 15,IL-15,141141,Republican,102018,72.28091057878292
IL,ILLINOIS 16,IL-16,123264,Democratic,33274,26.994093977154726
IL,ILLINOIS 16,IL-16,123264,Republican,89990,73.00590602284528
IL,ILLINOIS 17,IL-17,154590,Democratic,50350,32.57002393427777
IL,ILLINOIS 17,IL-17,154590,Republican,104240,67.42997606572223
IL,ILLINOIS 18,IL-18,137393,Democratic,57100,41.55961366299593
IL,ILLINOIS 18,IL-18,137393,Republican,80293,58.44038633700407
IL,ILLINOIS 19,IL-19,148945,Democratic,71050,47.702171942663405
IL,ILLINOIS 19,IL-19,148945,Republican,77895,52.2978280573366
IL,ILLINOIS 20,IL-20,164952,Democratic,62343,37.79463116542994
IL,ILLINOIS 20,IL-20,164952,Republican,102609,62.20536883457005
IL,ILLINOIS 21,IL-21,103510,Democratic,103128,99.6309535310598
IL,ILLINOIS 21,IL-21,103510,Republican,382,0.369046468940199
IL,ILLINOIS 22,IL-22,152271,Democratic,55818,36.657012825817134
IL,ILLINOIS 22,IL-22,152271,Republican,96453,63.34298717418287
IL,ILLINOIS 23,IL-23,168619,Democratic,95156,56.43254911961285
IL,ILLINOIS 23,IL-23,168619,Republican,73463,43.56745088038714
IL,ILLINOIS 24,IL-24,115428,Democratic,82513,71.48438853657692
IL,ILLINOIS 24,IL-24,115428,Republican,32915,28.515611463423085
IN,INDIANA 01,IN-01,121844,Democratic,71040,58.304060930369985
IN,INDIANA 01,IN-01,121844,Republican,50804,41.695939069630015
IN,INDIANA 02,IN-02,168986,Democratic,71825,42.50352100173979
IN,INDIANA 02,IN-02,168986,Republican,97161,57.496478998260216
IN,INDIANA 03,IN-03,135052,Democratic,75321,55.77185084263839
IN,INDIANA 03,IN-03,135052,Republican,59731,44.22814915736161
IN,INDIANA 04,IN-04,148788,Democratic,54331,36.51571363281985
IN,INDIANA 04,IN-04,148788,Republican,94457,63.484286367180154
IN,INDIANA 05,IN-05,149049,Democratic,76176,51.10802487772478
IN,INDIANA 05,IN-05,149049,Republican,72873,48.89197512227523
IN,INDIANA 06,IN-06,188792,Democratic,63342,33.5512097970253
IN,INDIANA 06,IN-06,188792,Republican,124087,65.7268316454087
IN,INDIANA 06,IN-06,188792,Other,1363,0.7219585575659986
IN,INDIANA 07,IN-07,146999,Democratic,67135,45.67037871005925
IN,INDIANA 07,IN-07,146999,Republican,79864,54.32962128994075
IN,INDIANA 08,IN-08,185811,Democratic,90887,48.91368110607014
IN,INDIANA 08,IN-08,185811,Republican,94924,51.08631889392985
IN,INDIANA 09,IN-09,166053,Democratic,89392,53.833414632677524
IN,INDIANA 09,IN-09,166053,Republican,76661,46.16658536732248
IN,INDIANA 10,IN-10,148943,Democratic,54515,36.60125014267203
IN,INDIANA 10,IN-10,148943,Republican,94428,63.39874985732797
IN,INDIANA 11,IN-11,117720,Democratic,65624,55.74583758069996
IN,INDIANA 11,IN-11,117720,Republican,52096,44.25416241930004
IA,IOWA 01,IA-01,125329,Democratic,60534,48.30007420469325
IA,IOWA 01,IA-01,125329,Republican,64795,51.699925795306754
IA,IOWA 02,IA-02,141360,Democratic,76281,53.96222410865874
IA,IOWA 02,IA-02,141360,Republican,65079,46.037775891341255
IA,IOWA 03,IA-03,127873,Democratic,48530,37.951717719925234
IA,IOWA 03,IA-03,127873,Republican,79343,62.048282280074766
IA,IOWA 04,IA-04,126333,Democratic,61074,48.34366317589228
IA,IOWA 04,IA-04,126333,Republican,65259,51.65633682410772
IA,IOWA 05,IA-05,119856,Democratic,72875,60.80212922173275
IA,IOWA 05,IA-05,119856,Republican,46981,39.19787077826725
IA,IOWA 06,IA-06,127191,Democratic,53917,42.3905779496977
IA,IOWA 06,IA-06,127191,Republican,73274,57.60942205030231
IA,IOWA 07,IA-07,108746,Democratic,44529,40.94771301932945
IA,IOWA 07,IA-07,108746,Republican,64217,59.05228698067055
KS,KANSAS 01,KS-01,142056,Democratic,44569,31.374246775919357
KS,KANSAS 01,KS-01,142056,Republican,97487,68.62575322408064
KS,KANSAS 02,KS-02,135464,Democratic,50336,37.15821177582236
KS,KANSAS 02,KS-02,135464,Republican,85128,62.84178822417764
KS,KANSAS 03,KS-03,113564,Democratic,51108,45.00369835511254
KS,KANSAS 03,KS-03,113564,Republican,60107,52.92786446409073
KS,KANSAS 03,KS-03,113564,Other,2349,2.0684371807967317
KS,KANSAS 04,KS-04,126569,Democratic,39625,31.307034107877918
KS,KANSAS 04,KS-04,126569,Republican,86944,68.69296589212209
KS,KANSAS 05,KS-05,142877,Democratic,55933,39.14765847547191
KS,KANSAS 05,KS-05,142877,Republican,86944,60.852341524528086
KY,KENTUCKY 01,KY-01,81821,Democratic,57736,70.56379169161951
KY,KENTUCKY 01,KY-01,81821,Republican,24085,29.43620830838049
KY,KENTUCKY 02,KY-02,87081,Democratic,51311,58.92330129419736
KY,KENTUCKY 02,KY-02,87081,Republican,35770,41.07669870580264
KY,KENTUCKY 03,KY-03,112817,Democratic,46240,40.98673072320661
KY,KENTUCKY 03,KY-03,112817,Republican,66577,59.01326927679339
KY,KENTUCKY 04,KY-04,123846,Democratic,56902,45.94577136120666
KY,KENTUCKY 04,KY-04,123846,Republican,66801,53.93876265684801
KY,KENTUCKY 04,KY-04,123846,Other,143,0.1154659819453192
KY,KENTUCKY 05,KY-05,87048,Democratic,21452,24.643874643874643
KY,KENTUCKY 05,KY-05,87048,Republican,65596,75.35612535612536
KY,KENTUCKY 06,KY-06,89448,Democratic,58182,65.045613093641
KY,KENTUCKY 06,KY-06,89448,Republican,31266,34.954386906359005
KY,KENTUCKY 07,KY-07,95063,Democratic,65522,68.92481827840484
KY,KENTUCKY 07,KY-07,95063,Republican,29541,31.07518172159515
LA,LOUISIANA 01,LA-01,68523,Democratic,68523,100.0
LA,LOUISIANA 02,LA-02,131358,Democratic,90149,68.62848094520318
LA,LOUISIANA 02,LA-02,131358,Republican,41209,31.371519054796813
LA,LOUISIANA 03,LA-03,77977,Democratic,46533,59.67528886723008
LA,LOUISIANA 03,LA-03,77977,Republican,31444,40.32471113276992
LA,LOUISIANA 04,LA-04,48345,Democratic,48345,100.0
LA,LOUISIANA 05,LA-05,38660,Democratic,38660,100.0
LA,LOUISIANA 06,LA-06,113557,Democratic,86958,76.57652104229594
LA,LOUISIANA 06,LA-06,113557,Republican,26599,23.42347895770406
LA,LOUISIANA 07,LA-07,34655,Democratic,34655,100.0
LA,LOUISIANA 08,LA-08,33183,Democratic,33183,100.0
ME,MAINE 01,ME-01,161384,Democratic,81302,50.37798046894364
ME,MAINE 01,ME-01,161384,Republican,72984,45.22381400882367
ME,MAINE 01,ME-01,161384,Other,7098,4.398205522232687
ME,MAINE 02,ME-02,151432,Democratic,85956,56.762111046542344
ME,MAINE 02,ME-02,151432,Republican,65476,43.237888953457656
MD,MARYLAND 01,MD-01,97965,Democratic,28025,28.607155616801922
MD,MARYLAND 01,MD-01,97965,Republican,69940,71.39284438319808
MD,MARYLAND 02,MD-02,115439,Democratic,79963,69.26861805802199
MD,MARYLAND 02,MD-02,115439,Republican,35476,30.731381941978015
MD,MARYLAND 03,MD-03,56980,Democratic,56980,100.0
MD,MARYLAND 04,MD-04,77502,Democratic,57572,74.28453459265567
MD,MARYLAND 04,MD-04,77502,Republican,19930,25.71546540734433
MD,MARYLAND 05,MD-05,103379,Democratic,55676,53.85619903462019
MD,MARYLAND 05,MD-05,103379,Republican,47703,46.14380096537982
MD,MARYLAND 06,MD-06,101997,Democratic,29637,29.056736962851847
MD,MARYLAND 06,MD-06,101997,Republican,72360,70.94326303714816
MD,MARYLAND 07,MD-07,81543,Democratic,61959,75.98322357529156
MD,MARYLAND 07,MD-07,81543,Republican,19584,24.016776424708436
MD,MARYLAND 08,MD-08,130618,Democratic,59568,45.60474054111991
MD,MARYLAND 08,MD-08,130618,Republican,71050,54.3952594588801
MA,MASSACHUSETTS 01,MA-01,109370,Republican,109370,100.0
MA,MASSACHUSETTS 02,MA-02,95985,Democratic,95985,100.0
MA,MASSACHUSETTS 03,MA-03,178310,Democratic,126664,71.03583646458415
MA,MASSACHUSETTS 03,MA-03,178310,Republican,51646,28.96416353541585
MA,MASSACHUSETTS 04,MA-04,137681,Democratic,137681,100.0
MA,MASSACHUSETTS 05,MA-05,188079,Democratic,47377,25.189946777683847
MA,MASSACHUSETTS 05,MA-05,188079,Republican,140702,74.81005322231616
MA,MASSACHUSETTS 06,MA-06,194419,Democratic,66675,34.29448767867338
MA,MASSACHUSETTS 06,MA-06,194419,Republican,127744,65.70551232132662
MA,MASSACHUSETTS 07,MA-07,160473,Democratic,119543,74.49415166414288
MA,MASSACHUSETTS 07,MA-07,160473,Republican,40930,25.505848335857124
MA,MASSACHUSETTS 08,MA-08,102104,Democratic,102104,100.0
MA,MASSACHUSETTS 09,MA-09,87879,Democratic,87879,100.0
MA,MASSACHUSETTS 10,MA-10,189191,Democratic,92516,48.900846234757466
MA,MASSACHUSETTS 10,MA-10,189191,Republican,96675,51.099153765242534
MA,MASSACHUSETTS 11,MA-11,189170,Democratic,141465,74.78194216841993
MA,MASSACHUSETTS 11,MA-11,189170,Republican,47705,25.218057831580058
MA,MASSACHUSETTS 12,MA-12,178845,Democratic,80473,44.995946210405656
MA,MASSACHUSETTS 12,MA-12,178845,Republican,98372,55.004053789594344
MI,MICHIGAN 01,MI-01,106661,Democratic,89808,84.19947309700828
MI,MICHIGAN 01,MI-01,106661,Republican,16853,15.800526902991722
MI,MICHIGAN 02,MI-02,128550,Democratic,62536,48.64721898094127
MI,MICHIGAN 02,MI-02,128550,Republican,65205,50.72345390898483
MI,MICHIGAN 02,MI-02,128550,Other,809,0.6293271100739012
MI,MICHIGAN 03,MI-03,131896,Democratic,62984,47.75277491356826
MI,MICHIGAN 03,MI-03,131896,Republican,68912,52.24722508643174
MI,MICHIGAN 04,MI-04,115367,Democratic,37177,32.22498634791578
MI,MICHIGAN 04,MI-04,115367,Republican,78190,67.77501365208421
MI,MICHIGAN 05,MI-05,128543,Democratic,40629,31.607322063434022
MI,MICHIGAN 05,MI-05,128543,Republican,87914,68.39267793656597
MI,MICHIGAN 06,MI-06,127364,Democratic,41695,32.73688012311171
MI,MICHIGAN 06,MI-06,127364,Republican,85669,67.26311987688828
MI,MICHIGAN 07,MI-07,131574,Democratic,60408,45.91180628391627
MI,MICHIGAN 07,MI-07,131574,Republican,71166,54.08819371608372
MI,MICHIGAN 08,MI-08,122624,Democratic,36967,30.14662708768267
MI,MICHIGAN 08,MI-08,122624,Republican,85657,69.85337291231733
MI,MICHIGAN 09,MI-09,138976,Democratic,46266,33.29064011052268
MI,MICHIGAN 09,MI-09,138976,Republican,92710,66.70935988947731
MI,MICHIGAN 10,MI-10,127164,Democratic,41410,32.56424774307194
MI,MICHIGAN 10,MI-10,127164,Republican,85754,67.43575225692805
MI,MICHIGAN 11,MI-11,136695,Democratic,65875,48.19122864771938
MI,MICHIGAN 11,MI-11,136695,Republican,70820,51.80877135228062
