state,county,geoid,total_votes,party,votes,percentage
MA,MIDDLESEX,G2500170,576810,Republican,134685,23.3499765954127
MA,MIDDLESEX,G2500170,576810,Other,2250,0.3900764549851771
MA,NANTUCKET,G2500190,1787,Democratic,1197,66.98377168438724
MA,NANTUCKET,G2500190,1787,Republican,587,32.84834918858422
MA,NANTUCKET,G2500190,1787,Other,3,0.16787912702853947
MA,NORFOLK,G2500210,256012,Democratic,186479,72.839945002578
MA,NORFOLK,G2500210,256012,Republican,68611,26.79991562895489
MA,NORFOLK,G2500210,256012,Other,896,0.3499835945190069
MA,PLYMOUTH,G2500230,120335,Democratic,81996,68.13977645738979
MA,PLYMOUTH,G2500230,120335,Republican,37930,31.520339053475716
MA,PLYMOUTH,G2500230,120335,Other,385,0.3199401670336976
MA,SUFFOLK,G2500250,298254,Democratic,257155,86.22013451621771
MA,SUFFOLK,G2500250,298254,Republican,40234,13.48984422673292
MA,SUFFOLK,G2500250,298254,Other,835,0.2799627163424464
MA,WORCESTER,G2500270,271631,Democratic,209373,77.07993564799305
MA,WORCESTER,G2500270,271631,Republican,61361,22.589836947918315
MA,WORCESTER,G2500270,271631,Other,842,0.309979346981751
NH,BELKNAP,G3300010,13932,Democratic,8023,57.586850416307776
NH,BELKNAP,G3300010,13932,Republican,5907,42.39879414298019
NH,BELKNAP,G3300010,13932,Other,0,0
NH,CARROLL,G3300030,9015,Democratic,4058,45.0138657792568
NH,CARROLL,G3300030,9015,Republican,4956,54.97504159733777
NH,CARROLL,G3300030,9015,Other,0,0
NH,CHESHIRE,G3300050,19584,Democratic,13625,69.57209967320262
NH,CHESHIRE,G3300050,19584,Republican,5957,30.41768790849673
NH,CHESHIRE,G3300050,19584,Other,0,0
NH,COOS,G3300070,16819,Democratic,11955,71.08032582198703
NH,COOS,G3300070,16819,Republican,4862,28.9077828646174
NH,COOS,G3300070,16819,Other,0,0
NH,GRAFTON,G3300090,21027,Democratic,12566,59.761259333238215
NH,GRAFTON,G3300090,21027,Republican,8459,40.22922908641271
NH,GRAFTON,G3300090,21027,Other,0,0
NH,HILLSBOROUGH,G3300110,87740,Democratic,58233,66.36995669022112
NH,HILLSBOROUGH,G3300110,87740,Republican,29498,33.619785730567585
NH,HILLSBOROUGH,G3300110,87740,Other,0,0
NH,MERRIMACK,G3300130,32382,Democratic,19818,61.200667037242916
NH,MERRIMACK,G3300130,32382,Republican,12561,38.790068556605526
NH,MERRIMACK,G3300130,32382,Other,0,0
NH,ROCKINGHAM,G3300150,46754,Democratic,27253,58.29019976900373
NH,ROCKINGHAM,G3300150,46754,Republican,19496,41.69910595884844
NH,ROCKINGHAM,G3300150,46754,Other,0,0
NH,STRAFFORD,G3300170,26079,Democratic,17736,68.00874266651329
NH,STRAFFORD,G3300170,26079,Republican,8340,31.9797538249166
NH,STRAFFORD,G3300170,26079,Other,0,0
NH,SULLIVAN,G3300190,12762,Democratic,8787,68.85284438175835
NH,SULLIVAN,G3300190,12762,Republican,3974,31.139319855821974
NH,SULLIVAN,G3300190,12762,Other,0,0
RI,BRISTOL,G4400010,18772,Democratic,14304,76.1985936501172
RI,BRISTOL,G4400010,18772,Republican,4466,23.790752184103987
RI,BRISTOL,G4400010,18772,Other,0,0
RI,KENT,G4400030,56773,Democratic,44476,78.34005601254117
RI,KENT,G4400030,56773,Republican,12291,21.64937558346397
RI,KENT,G4400030,56773,Other,0,0
RI,NEWPORT,G4400050,26860,Democratic,19780,73.64110201042442
RI,NEWPORT,G4400050,26860,Republican,7078,26.35145197319434
RI,NEWPORT,G4400050,26860,Other,0,0
RI,PROVIDENCE,G4400070,262897,Democratic,219440,83.46995211052237
RI,PROVIDENCE,G4400070,262897,Republican,43431,16.520158084725196
RI,PROVIDENCE,G4400070,262897,Other,0,0
RI,WASHINGTON,G4400090,24776,Democratic,17432,70.35841136583791
RI,WASHINGTON,G4400090,24776,Republican,7341,29.62948014207297
RI,WASHINGTON,G4400090,24776,Other,0,0
VT,ADDISON,G5000010,8258,Democratic,4757,57.60474691208525
VT,ADDISON,G5000010,8258,Republican,3500,42.38314361830952
VT,ADDISON,G5000010,8258,Other,0,0
VT,BENNINGTON,G5000030,11254,Democratic,7359,65.39008352585746
VT,BENNINGTON,G5000030,11254,Republican,3894,34.60103074462413
VT,BENNINGTON,G5000030,11254,Other,0,0
VT,CALEDONIA,G5000050,8990,Democratic,5731,63.74860956618464
VT,CALEDONIA,G5000050,8990,Republican,3258,36.24026696329255
VT,CALEDONIA,G5000050,8990,Other,0,0
VT,CHITTENDEN,G5000070,30867,Democratic,21817,70.68066219587261
VT,CHITTENDEN,G5000070,30867,Republican,9047,29.309618686623256
VT,CHITTENDEN,G5000070,30867,Other,0,0
VT,ESSEX,G5000090,2423,Democratic,1673,69.0466364011556
VT,ESSEX,G5000090,2423,Republican,750,30.95336359884441
VT,ESSEX,G5000090,2423,Other,0,0
VT,FRANKLIN,G5000110,12086,Democratic,8823,73.00182028793645
VT,FRANKLIN,G5000110,12086,Republican,3261,26.98163163991395
VT,FRANKLIN,G5000110,12086,Other,1,0.008274036074797287
VT,GRAND ISLE,G5000130,1503,Democratic,996,66.26746506986028
VT,GRAND ISLE,G5000130,1503,Republican,506,33.66600133067199
VT,GRAND ISLE,G5000130,1503,Other,1,0.0665335994677312
VT,LAMOILLE,G5000150,4412,Democratic,2376,53.853127833182235
VT,LAMOILLE,G5000150,4412,Republican,2036,46.14687216681777
VT,LAMOILLE,G5000150,4412,Other,0,0
VT,ORANGE,G5000170,6642,Democratic,3917,58.97320084311954
VT,ORANGE,G5000170,6642,Republican,2723,40.996687744655226
VT,ORANGE,G5000170,6642,Other,1,0.015055706112616682
VT,ORLEANS,G5000190,7907,Democratic,4898,61.945111926141394
VT,ORLEANS,G5000190,7907,Republican,3009,38.054888073858606
VT,ORLEANS,G5000190,7907,Other,0,0
VT,RUTLAND,G5000210,20406,Democratic,13239,64.87797706556894
VT,RUTLAND,G5000210,20406,Republican,7165,35.112221895520925
VT,RUTLAND,G5000210,20406,Other,0,0
VT,WASHINGTON,G5000230,17763,Democratic,12001,67.5617857343917
VT,WASHINGTON,G5000230,17763,Republican,5750,32.37065810955357
VT,WASHINGTON,G5000230,17763,Other,11,0.06192647638349378
VT,WINDHAM,G5000250,12555,Democratic,8370,66.66666666666666
VT,WINDHAM,G5000250,12555,Republican,4180,33.29350856232577
VT,WINDHAM,G5000250,12555,Other,4,0.03185981680605337
VT,WINDSOR,G5000270,18023,Democratic,12162,67.4804416578816
VT,WINDSOR,G5000270,18023,Republican,5857,32.497364478721636
VT,WINDSOR,G5000270,18023,Other,0,0
DE,KENT,G1000010,22054,Democratic,12981,58.86007073546749
DE,KENT,G1000010,22054,Republican,9005,40.83159517547837
DE,KENT,G1000010,22054,Other,66,0.2992654393760769
DE,NEW CASTLE,G1000030,146893,Democratic,91749,62.45974961366437
DE,NEW CASTLE,G1000030,146893,Republican,54762,37.28019715030669
DE,NEW CASTLE,G1000030,146893,Other,367,0.2498417215251918
DE,SUSSEX,G1000050,32373,Democratic,17970,55.509220646835324
DE,SUSSEX,G1000050,32373,Republican,14302,44.178790967781794
DE,SUSSEX,G1000050,32373,Other,94,0.2903654279801069
NJ,ATLANTIC,G3400010,78019,Democratic,50939,65.2905061587562
NJ,ATLANTIC,G3400010,78019,Republican,25621,32.83943654750766
NJ,ATLANTIC,G3400010,78019,Other,1443,1.8495494687191583
NJ,BERGEN,G3400030,393465,Democratic,234820,59.680022365394635
NJ,BERGEN,G3400030,393465,Republican,157898,40.13012593242093
NJ,BERGEN,G3400030,393465,Other,708,0.17993976592581298
NJ,BURLINGTON,G3400050,88945,Democratic,57636,64.79959525549496
NJ,BURLINGTON,G3400050,88945,Republican,31211,35.0902242959132
NJ,BURLINGTON,G3400050,88945,Other,89,0.10006183596604644
NJ,CAMDEN,G3400070,185761,Democratic,124608,67.07974224944955
NJ,CAMDEN,G3400070,185761,Republican,60837,32.75014669387008
NJ,CAMDEN,G3400070,185761,Other,279,0.1501929899171516
NJ,CAPE MAY,G3400090,26380,Democratic,14942,56.64139499620925
NJ,CAPE MAY,G3400090,26380,Republican,11388,43.16906747536012
NJ,CAPE MAY,G3400090,26380,Other,45,0.17058377558756635
NJ,CUMBERLAND,G3400110,46215,Democratic,33589,72.6798658444228
NJ,CUMBERLAND,G3400110,46215,Republican,12607,27.27902196256627
NJ,CUMBERLAND,G3400110,46215,Other,9,0.019474196689386564
NJ,ESSEX,G3400130,396477,Democratic,277018,69.86987895893078
NJ,ESSEX,G3400130,396477,Republican,116168,29.30006028092424
NJ,ESSEX,G3400130,396477,Other,3251,0.8199719025315466
NJ,GLOUCESTER,G3400150,64052,Democratic,40302,62.92075188909011
NJ,GLOUCESTER,G3400150,64052,Republican,23699,36.999625304440144
NJ,GLOUCESTER,G3400150,64052,Other,45,0.07025541747330294
NJ,HUDSON,G3400170,272009,Democratic,200035,73.53984610803319
NJ,HUDSON,G3400170,272009,Republican,69498,25.549889893349114
NJ,HUDSON,G3400170,272009,Other,2421,0.8900440794238426
NJ,HUNTERDON,G3400190,25283,Democratic,15089,59.68041767195349
NJ,HUNTERDON,G3400190,25283,Republican,10171,40.228612110904564
NJ,HUNTERDON,G3400190,25283,Other,18,0.07119408298065895
NJ,MERCER,G3400210,122214,Democratic,86980,71.17024236175888
NJ,MERCER,G3400210,122214,Republican,35075,28.699657976991176
NJ,MERCER,G3400210,122214,Other,147,0.12028081889145269
NJ,MIDDLESEX,G3400230,215618,Democratic,151191,70.11984157166842
NJ,MIDDLESEX,G3400230,215618,Republican,63349,29.380200168817073
NJ,MIDDLESEX,G3400230,215618,Other,1035,0.48001558311458226
NJ,MONMOUTH,G3400250,157055,Democratic,95317,60.69020406863837
NJ,MONMOUTH,G3400250,157055,Republican,61361,39.06975263442743
NJ,MONMOUTH,G3400250,157055,Other,361,0.22985578300595333
NJ,MORRIS,G3400270,128913,Democratic,73674,57.150171045588884
NJ,MORRIS,G3400270,128913,Republican,55020,42.679946940960185
NJ,MORRIS,G3400270,128913,Other,193,0.14971337258461134
NJ,OCEAN,G3400290,63714,Democratic,36890,57.899362777411554
NJ,OCEAN,G3400290,63714,Republican,25983,40.78067614652981
NJ,OCEAN,G3400290,63714,Other,835,1.3105439934708227
NJ,PASSAIC,G3400310,179699,Democratic,113911,63.389890873071074
NJ,PASSAIC,G3400310,179699,Republican,63110,35.119839286807384
NJ,PASSAIC,G3400310,179699,Other,2660,1.4802530898892037
NJ,SALEM,G3400330,26545,Democratic,17844,67.22169900169523
NJ,SALEM,G3400330,26545,Republican,8680,32.699190054624225
NJ,SALEM,G3400330,26545,Other,16,0.06027500470898474
NJ,SOMERSET,G3400350,72270,Democratic,43658,60.40957520409576
NJ,SOMERSET,G3400350,72270,Republican,28409,39.30953369309534
NJ,SOMERSET,G3400350,72270,Other,188,0.26013560260135604
NJ,SUSSEX,G3400370,26197,Democratic,14348,54.769630110317976
NJ,SUSSEX,G3400370,26197,Republican,11836,45.18074588693362
NJ,SUSSEX,G3400370,26197,Other,10,0.03817230980646639
NJ,UNION,G3400390,249347,Democratic,164968,66.1600099459789
NJ,UNION,G3400390,249347,Republican,82983,33.28012769353552
NJ,UNION,G3400390,249347,Other,1346,0.5398099836773653
NJ,WARREN,G3400410,28592,Democratic,19754,69.08925573587017
NJ,WARREN,G3400410,28592,Republican,8821,30.85128707330722
NJ,WARREN,G3400410,28592,Other,14,0.048964745383324
NY,ALBANY,G3600010,147152,Democratic,107789,73.25010873110797
NY,ALBANY,G3600010,147152,Republican,32212,21.89029031205828
NY,ALBANY,G3600010,147152,Other,7122,4.839893443514189
NY,ALLEGANY,G3600030,18039,Democratic,9586,53.140417983258494
NY,ALLEGANY,G3600030,18039,Republican,7686,42.607683352735734
NY,ALLEGANY,G3600030,18039,Other,763,4.229724485836243
NY,BRONX,G3600050,539594,Democratic,365791,67.79004214279625
NY,BRONX,G3600050,539594,Republican,135762,25.160027724548456
NY,BRONX,G3600050,539594,Other,37933,7.029915084304125
NY,BROOME,G3600070,91139,Democratic,56406,61.890079987711076
NY,BROOME,G3600070,91139,Republican,32044,35.15948167085441
NY,BROOME,G3600070,91139,Other,2679,2.939466090257738
NY,CATTARAUGUS,G3600090,32933,Democratic,20514,62.29010415085173
NY,CATTARAUGUS,G3600090,32933,Republican,10904,33.10964685877387
NY,CATTARAUGUS,G3600090,32933,Other,1508,4.578993714511281
NY,CAYUGA,G3600110,35566,Democratic,23015,64.71067873812068
NY,CAYUGA,G3600110,35566,Republican,11452,32.19929145813417
NY,CAYUGA,G3600110,35566,Other,1095,3.078783107462183
NY,CHAUTAUQUA,G3600130,62056,Democratic,40672,65.54080185638777
NY,CHAUTAUQUA,G3600130,62056,Republican,19064,30.720639422457136
NY,CHAUTAUQUA,G3600130,62056,Other,2308,3.719221348459456
NY,CHEMUNG,G3600150,41082,Democratic,24970,60.78087726985054
NY,CHEMUNG,G3600150,41082,Republican,14716,35.82104084513899
NY,CHEMUNG,G3600150,41082,Other,1393,3.390779416776204
NY,CHENANGO,G3600170,18952,Democratic,10841,57.202406078514144
NY,CHENANGO,G3600170,18952,Republican,7293,38.481426762346985
NY,CHENANGO,G3600170,18952,Other,817,4.31089067116927
NY,CLINTON,G3600190,24492,Democratic,17017,69.47983014861995
NY,CLINTON,G3600190,24492,Republican,6076,24.80810060427895
NY,CLINTON,G3600190,24492,Other,1394,5.691654417769067
NY,COLUMBIA,G3600210,23558,Democratic,13291,56.41820188471007
NY,COLUMBIA,G3600210,23558,Republican,9023,38.30121402495968
NY,COLUMBIA,G3600210,23558,Other,1242,5.272094405297564
NY,CORTLAND,G3600230,17270,Democratic,10523,60.93225246091488
NY,CORTLAND,G3600230,17270,Republican,6148,35.59930515344528
NY,CORTLAND,G3600230,17270,Other,598,3.4626519976838446
NY,DELAWARE,G3600250,20064,Democratic,11132,55.48245614035088
NY,DELAWARE,G3600250,20064,Republican,8359,41.661682615629985
NY,DELAWARE,G3600250,20064,Other,572,2.850877192982456
NY,DUTCHESS,G3600270,79725,Democratic,47923,60.11037942928817
NY,DUTCHESS,G3600270,79725,Republican,29498,36.99968642207588
NY,DUTCHESS,G3600270,79725,Other,2288,2.869865161492631
NY,ERIE,G3600290,471576,Democratic,326566,69.24991941913923
NY,ERIE,G3600290,471576,Republican,125958,26.7100106875668
NY,ERIE,G3600290,471576,Other,19005,4.030103313145707
NY,ESSEX,G3600310,16585,Democratic,9938,59.921615917998196
NY,ESSEX,G3600310,16585,Republican,5836,35.188423274042805
NY,ESSEX,G3600310,16585,Other,808,4.87187217365089
NY,FRANKLIN,G3600330,17329,Democratic,11758,67.85157827918518
NY,FRANKLIN,G3600330,17329,Republican,4845,27.95891280512436
NY,FRANKLIN,G3600330,17329,Other,724,4.177967568815281
NY,FULTON,G3600350,23147,Democratic,14671,63.381863740441524
NY,FULTON,G3600350,23147,Republican,7277,31.438199334687
NY,FULTON,G3600350,23147,Other,1197,5.1712964963062165
NY,GENESEE,G3600370,23841,Democratic,14717,61.72979321337192
NY,GENESEE,G3600370,23841,Republican,8113,34.02961285180991
NY,GENESEE,G3600370,23841,Other,1006,4.219621660165262
NY,GREENE,G3600390,17894,Democratic,9580,53.53749860288365
NY,GREENE,G3600390,17894,Republican,7841,43.81915725941656
NY,GREENE,G3600390,17894,Other,471,2.6321672068849895
NY,HAMILTON,G3600410,2873,Democratic,1491,51.89697180647407
NY,HAMILTON,G3600410,2873,Republican,1269,44.169857292029235
NY,HAMILTON,G3600410,2873,Other,113,3.933170901496694
NY,HERKIMER,G3600430,30317,Democratic,18654,61.52983474618201
NY,HERKIMER,G3600430,30317,Republican,10156,33.49935679651681
NY,HERKIMER,G3600430,30317,Other,1501,4.951017580895208
NY,JEFFERSON,G3600450,35914,Democratic,23272,64.79924263518406
NY,JEFFERSON,G3600450,35914,Republican,10717,29.840730634293035
NY,JEFFERSON,G3600450,35914,Other,1918,5.340535724230105
NY,KINGS,G3600470,915503,Democratic,629500,68.76001498629715
NY,KINGS,G3600470,915503,Republican,229242,25.04000533040307
NY,KINGS,G3600470,915503,Other,56578,6.179990671794631
NY,LEWIS,G3600490,9779,Democratic,6195,63.35003579098068
NY,LEWIS,G3600490,9779,Republican,3184,32.559566417834134
NY,LEWIS,G3600490,9779,Other,399,4.08017179670723
NY,LIVINGSTON,G3600510,20619,Democratic,12429,60.27935399388913
NY,LIVINGSTON,G3600510,20619,Republican,7120,34.53125757796207
NY,LIVINGSTON,G3600510,20619,Other,1068,5.179688636694311
NY,MADISON,G3600530,23180,Democratic,13804,59.551337359792925
NY,MADISON,G3600530,23180,Republican,8857,38.20966350301985
NY,MADISON,G3600530,23180,Other,515,2.2217428817946505
NY,MONROE,G3600550,285582,Democratic,198879,69.63989327058428
NY,MONROE,G3600550,285582,Republican,80077,28.039932488742288
NY,MONROE,G3600550,285582,Other,6568,2.2998648374197255
NY,MONTGOMERY,G3600570,27861,Democratic,18321,65.7585872725315
NY,MONTGOMERY,G3600570,27861,Republican,8470,30.400918847133983
NY,MONTGOMERY,G3600570,27861,Other,1064,3.8189584006317077
NY,NASSAU,G3600590,632115,Democratic,353732,55.960070556781595
NY,NASSAU,G3600590,632115,Republican,248864,39.370051335595576
NY,NASSAU,G3600590,632115,Other,29457,4.660069765786289
NY,NEW YORK,G3600610,625719,Democratic,460654,73.61994761226684
NY,NEW YORK,G3600610,625719,Republican,120075,19.189923911532173
NY,NEW YORK,G3600610,625719,Other,44864,7.169991641615485
NY,NIAGARA,G3600630,95985,Democratic,64262,66.95004427775173
NY,NIAGARA,G3600630,95985,Republican,28661,29.859873938636245
NY,NIAGARA,G3600630,95985,Other,3052,3.179663489086836
NY,ONEIDA,G3600650,113210,Democratic,70394,62.18001943291229
NY,ONEIDA,G3600650,113210,Republican,39737,35.10025616111651
NY,ONEIDA,G3600650,113210,Other,3068,2.710007949827754
NY,ONONDAGA,G3600670,192014,Democratic,121391,63.21986938452404
NY,ONONDAGA,G3600670,192014,Republican,63192,32.91010030518608
NY,ONONDAGA,G3600670,192014,Other,7412,3.860135198475111
NY,ONTARIO,G3600690,30784,Democratic,18868,61.29158004158004
NY,ONTARIO,G3600690,30784,Republican,10845,35.22933991683992
NY,ONTARIO,G3600690,30784,Other,1065,3.459589397089397
NY,ORANGE,G3600710,78924,Democratic,44316,56.15022046525772
NY,ORANGE,G3600710,78924,Republican,30607,38.780345648978766
NY,ORANGE,G3600710,78924,Other,3994,5.060564593786427
NY,ORLEANS,G3600730,14896,Democratic,8798,59.06283566058003
NY,ORLEANS,G3600730,14896,Republican,5567,37.37244897959184
NY,ORLEANS,G3600730,14896,Other,530,3.5580021482277124
NY,OSWEGO,G3600750,37226,Democratic,23400,62.859291892763125
NY,OSWEGO,G3600750,37226,Republican,12415,33.35034653199377
NY,OSWEGO,G3600750,37226,Other,1407,3.779616397141783
NY,OTSEGO,G3600770,23859,Democratic,14349,60.140827360744375
NY,OTSEGO,G3600770,23859,Republican,8642,36.22113248669265
NY,OTSEGO,G3600770,23859,Other,864,3.6212749905695967
NY,PUTNAM,G3600790,21879,Democratic,11377,51.99963435257553
NY,PUTNAM,G3600790,21879,Republican,9218,42.13172448466566
NY,PUTNAM,G3600790,21879,Other,1280,5.850358791535262
NY,QUEENS,G3600810,816828,Democratic,504391,61.7499644968096
NY,QUEENS,G3600810,816828,Republican,274291,33.580019294147604
NY,QUEENS,G3600810,816828,Other,37983,4.650060967547636
NY,RENSSELAER,G3600830,72060,Democratic,46933,65.13044684984735
NY,RENSSELAER,G3600830,72060,Republican,20811,28.88009991673605
NY,RENSSELAER,G3600830,72060,Other,4309,5.979739106300305
NY,RICHMOND,G3600850,92946,Democratic,48852,52.55955070686205
NY,RICHMOND,G3600850,92946,Republican,42328,45.54042131990618
NY,RICHMOND,G3600850,92946,Other,1747,1.8795859961698191
NY,ROCKLAND,G3600870,72442,Democratic,43480,60.02043013721322
NY,ROCKLAND,G3600870,72442,Republican,26181,36.14063664724883
NY,ROCKLAND,G3600870,72442,Other,2775,3.830650727478534
NY,ST LAWRENCE,G3600890,41307,Democratic,26932,65.19960297286175
NY,ST LAWRENCE,G3600890,41307,Republican,12099,29.290435035224053
NY,ST LAWRENCE,G3600890,41307,Other,2268,5.49059481443823
NY,SARATOGA,G3600910,42675,Democratic,26574,62.27065026362039
NY,SARATOGA,G3600910,42675,Republican,13362,31.311072056239013
NY,SARATOGA,G3600910,42675,Other,2735,6.408904510837727
NY,SCHENECTADY,G3600930,73820,Democratic,48013,65.0406393931184
NY,SCHENECTADY,G3600930,73820,Republican,21843,29.5895421295042
NY,SCHENECTADY,G3600930,73820,Other,3957,5.360335952316445
NY,SCHOHARIE,G3600950,11391,Democratic,6616,58.080941093846015
NY,SCHOHARIE,G3600950,11391,Republican,4192,36.80098323237644
NY,SCHOHARIE,G3600950,11391,Other,581,5.100517952769731
NY,SCHUYLER,G3600970,7256,Democratic,4021,55.41620727673649
NY,SCHUYLER,G3600970,7256,Republican,2925,40.311466372657115
NY,SCHUYLER,G3600970,7256,Other,310,4.272326350606394
NY,SENECA,G3600990,13376,Democratic,8230,61.52811004784689
NY,SENECA,G3600990,13376,Republican,4473,33.44049043062201
NY,SENECA,G3600990,13376,Other,671,5.016447368421053
NY,STEUBEN,G3601010,40645,Democratic,23590,58.03911920285398
NY,STEUBEN,G3601010,40645,Republican,15986,39.33079099520236
